send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
34,3,m2,49.784,28.6704,35
34,3,m1,51.3122,46.8466,35
34,3,m3,50.1002,9.62,35
37,4,m3,40.831,7.7662,38
37,4,m2,21.0686,11.4412,38
37,4,m1,104.4206,97.2996,38
49,5,m3,33.1358,6.2272,50
49,5,m1,106.9704,99.7219,50
49,5,m2,110.8682,65.3209,50
60,6,m2,45.3963,26.0378,61
60,6,m3,27.8816,5.1763,61
60,6,m1,108.4775,101.1536,61
72,7,m2,119.4043,70.4426,73
72,7,m3,23.2815,4.2563,73
72,7,m1,108.8763,101.5325,73
84,8,m2,50.4367,29.062,85
84,8,m1,108.5898,101.2603,85
84,8,m3,118.904,23.3808,85
96,9,m3,95.3726,18.6745,97
96,9,m2,21.6989,11.8193,97
96,9,m1,109.7643,102.3761,97
108,10,m3,76.4465,14.8893,109
108,10,m2,111.6698,65.8019,109
108,10,m1,108.4532,101.1305,109
120,11,m3,61.4064,11.8813,121
120,11,m2,46.7185,26.8311,121
120,11,m1,109.1311,101.7745,121
132,12,m3,49.9425,9.5885,133
132,12,m2,21.3032,11.5819,133
132,12,m1,108.1462,100.8389,133
144,13,m3,40.309,7.6618,145
144,13,m2,109.1871,64.3123,145
144,13,m1,110.4409,103.0189,145
156,14,m3,32.526,6.1052,157
156,14,m2,45.9898,26.3939,157
156,14,m1,109.1086,101.7532,157
168,15,m3,26.4674,4.8935,169
168,15,m2,119.9429,70.7657,169
168,15,m1,109.6308,102.2493,169
180,16,m3,21.7533,3.9507,181
180,16,m2,49.3334,28.4,181
180,16,m1,109.8949,102.5002,181
192,17,m3,117.6814,23.1363,193
192,17,m2,21.5116,11.707,193
192,17,m1,109.5523,102.1747,193
204,18,m3,94.4241,18.4848,205
204,18,m2,110.1838,64.9103,205
204,18,m1,109.678,102.2941,205
216,19,m3,75.8941,14.7788,217
216,19,m2,46.5863,26.7518,217
216,19,m1,108.9659,101.6176,217
228,20,m3,61.3919,11.8784,229
228,20,m2,119.8815,70.7289,229
228,20,m1,109.4157,102.0449,229
240,21,m3,49.3923,9.4785,241
240,21,m2,49.822,28.6932,241
240,21,m1,109.5614,102.1833,241
252,22,m3,40.2124,7.6425,253
252,22,m2,21.858,11.9148,253
252,22,m1,108.6965,101.3617,253
264,23,m3,32.4485,6.0897,265
264,23,m2,110.5862,65.1517,265
264,23,m1,109.7084,102.323,265
276,24,m3,26.646,4.9292,277
276,24,m2,45.6755,26.2053,277
276,24,m1,109.5962,102.2164,277
288,25,m3,21.5958,3.9192,289
288,25,m2,20.805,11.283,289
288,25,m1,109.1308,101.7743,289
300,26,m3,117.7798,23.156,301
300,26,m2,109.353,64.4118,301
300,26,m1,110.1399,102.7329,301
312,27,m2,46.6126,26.7676,313
312,27,m3,94.4732,18.4946,313
312,27,m1,108.6822,101.3481,313
324,28,m3,75.9334,14.7867,325
324,28,m2,120.5238,71.1143,325
324,28,m1,109.4295,102.058,325
336,29,m3,61.1321,11.8264,337
336,29,m2,49.2879,28.3727,337
336,29,m1,109.7993,102.4093,337
