sample_height,host,balance_gas
34,c1,99.8042
34,c2,99.8042
34,c3,99.8042
34,c4,99.8044
34,c5,99.8042
34,m1,4.4206
34,m2,21.0686
34,m3,40.4352
34,ca,49.3566
37,c1,99.6084
37,c2,99.6634
37,c3,99.719
37,c4,99.7194
37,c5,99.7192
37,m1,7.076
37,m2,9.5822
37,m3,33.0196
37,ca,49.3566
40,c1,99.3862
40,c2,99.497
40,c3,99.608
40,c4,99.6084
40,c5,99.6638
40,m1,107.076
40,m2,109.5822
40,m3,33.0196
40,ca,49.3566
43,c1,99.1634
43,c2,99.3858
43,c3,99.4968
43,c4,99.5528
43,c5,99.6084
43,m1,106.9704
43,m2,109.4766
43,m3,33.1358
43,ca,49.3566
46,c1,98.9404
46,c2,99.2188
46,c3,99.3856
46,c4,99.4416
46,c5,99.5528
46,m1,106.9704
46,m2,110.0888
46,m3,33.1358
46,ca,49.3566
49,c1,98.7174
49,c2,99.1074
49,c3,99.2744
49,c4,99.3862
49,c5,99.4416
49,m1,7.2033
49,m2,45.5023
49,m3,26.8634
49,ca,49.3566
52,c1,98.4942
52,c2,98.94
52,c3,99.163
52,c4,99.2748
52,c5,99.386
52,m1,107.7739
52,m2,45.5023
52,m3,26.8634
52,ca,49.3566
55,c1,98.2712
55,c2,98.773
55,c3,99.0516
55,c4,99.2192
55,c5,99.3304
55,m1,108.1435
55,m2,45.3963
55,m3,27.213
55,ca,49.3566
58,c1,98.104
58,c2,98.6614
58,c3,98.9402
58,c4,99.1078
58,c5,99.2748
58,m1,108.4775
58,m2,45.3963
58,m3,27.6026
58,ca,49.3566
61,c1,97.8808
61,c2,98.4942
61,c3,98.8286
61,c4,99.0522
61,c5,99.1634
61,m1,7.0717
61,m2,19.3133
61,m3,22.6601
61,ca,49.3566
64,c1,97.658
64,c2,98.3826
64,c3,98.7172
64,c4,98.9406
64,c5,99.1076
64,m1,107.0717
64,m2,119.4805
64,m3,23.2815
64,ca,49.3566
67,c1,97.435
67,c2,98.2154
67,c3,98.6056
67,c4,98.8848
67,c5,99.052
67,m1,107.5939
67,m2,119.4043
67,m3,23.2815
67,ca,49.3566
70,c1,97.2118
70,c2,98.104
70,c3,98.4942
70,c4,98.7732
70,c5,98.9964
70,m1,108.4303
70,m2,119.4043
70,m3,23.2815
70,ca,49.3566
73,c1,96.9886
73,c2,97.9366
73,c3,98.3826
73,c4,98.6618
73,c5,98.8848
73,m1,7.404
73,m2,48.9165
73,m3,18.98
73,ca,49.3566
76,c1,96.8214
76,c2,97.825
76,c3,98.3268
