experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run5-tbt-2s,1,nazionale,2,none,true,12,17,1,192,203,201,3,3,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,0.795259,0.265086,0.265086,0.265086,0,0.0,15454,15454,15454.0,15454.0,3,2.727,2.379,2.916,0.8635,0,0,0,1,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,17,1,192,203,201,3,3,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,0.336495,0.112165,0.112165,0.112165,0,0.0,6539,6539,6539.0,6539.0,3,2.917,2.917,2.917,0.9585,0,0,0,1,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,17,1,192,203,201,3,3,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,3,1.868246,0.622749,0.622749,0.622749,0,1.0,36305,36305,36305.0,36305.0,3,2.051,1.451,2.478,0.5255,3,0,0,1,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,18,1,204,215,204,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.907568,0.242297,0.265086,0.210393,1,0.0,15454,10373,15454.0,10373.0,12,2.3091,0.982,2.831,0.6545,6,6,0,4,4,0
run5-tbt-2s,1,nazionale,2,none,true,12,18,1,204,215,204,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.203183,0.100265,0.112165,0.083605,1,0.0,6539,4122,6539.0,4122.0,12,2.8084,2.575,2.883,0.9042,0,0,0,4,4,0
run5-tbt-2s,1,nazionale,2,none,true,12,18,1,204,215,204,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,7.889249,0.657437,0.622749,0.706002,1,1.0,36305,34808,36305.0,34808.0,12,2.2023,1.146,2.816,0.6012,6,0,6,4,4,0
run5-tbt-2s,1,nazionale,2,none,true,12,19,1,216,227,216,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.705666,0.225472,0.210393,0.255631,1,0.0,10373,18080,10373.0,18080.0,12,2.5227,1.461,2.866,0.7613,3,3,0,5,5,0
run5-tbt-2s,1,nazionale,2,none,true,12,19,1,216,227,216,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.135031,0.094586,0.083605,0.116547,1,0.0,4122,8243,4122.0,8243.0,12,2.5913,1.657,2.867,0.7957,3,3,0,5,5,0
run5-tbt-2s,1,nazionale,2,none,true,12,19,1,216,227,216,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,8.159303,0.679942,0.706002,0.627822,1,1.0,34808,44404,34808.0,44404.0,12,2.0821,1.03,2.832,0.541,6,0,6,5,5,0
run5-tbt-2s,1,nazionale,2,none,true,12,20,1,228,239,228,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.767792,0.230649,0.255631,0.17786,1,0.0,18080,10373,18080.0,10373.0,12,2.5729,1.385,2.924,0.7865,1,1,0,0,0,0
run5-tbt-2s,1,nazionale,2,none,true,12,20,1,228,239,228,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.386011,0.115501,0.116547,0.112121,1,0.0,8243,6539,8243.0,6539.0,12,2.8571,2.535,2.967,0.9285,0,0,0,0,0,0
run5-tbt-2s,1,nazionale,2,none,true,12,20,1,228,239,228,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,7.846197,0.65385,0.627822,0.710019,1,1.0,44404,41409,44404.0,41409.0,12,1.8599,1.252,2.376,0.43,11,0,1,0,0,0
run5-tbt-2s,1,nazionale,2,none,true,12,21,1,240,251,240,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.570455,0.214205,0.17786,0.265086,1,0.0,10373,15454,10373.0,15454.0,12,2.6181,1.205,2.915,0.809,2,2,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,21,1,240,251,240,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.345671,0.112139,0.112121,0.112165,1,0.0,6539,6539,6539.0,6539.0,12,2.8292,2.307,2.917,0.9146,1,1,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,21,1,240,251,240,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,8.083874,0.673656,0.710019,0.622749,1,1.0,41409,36305,41409.0,36305.0,12,1.9003,0.908,2.867,0.4502,9,0,3,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,22,1,252,263,252,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.938349,0.244862,0.265086,0.216549,1,0.0,15454,12999,15454.0,12999.0,12,2.3831,1.307,2.883,0.6915,3,3,0,2,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,22,1,252,263,252,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.128495,0.094041,0.112165,0.068668,1,0.0,6539,4122,6539.0,4122.0,12,2.7772,2.129,2.904,0.8886,1,1,0,2,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,22,1,252,263,252,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,7.933156,0.661096,0.622749,0.714783,1,1.0,36305,42907,36305.0,42907.0,12,2.1633,1.128,2.849,0.5817,8,0,4,2,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,23,1,264,275,264,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.660504,0.221709,0.216549,0.232028,1,0.0,12999,15454,12999.0,15454.0,12,2.4308,0.932,2.9,0.7154,1,1,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,23,1,264,275,264,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.044389,0.087032,0.068668,0.123761,1,0.0,4122,8243,4122.0,8243.0,12,2.7363,1.732,2.917,0.8682,1,1,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,23,1,264,275,264,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,8.295107,0.691259,0.714783,0.644211,1,1.0,42907,42907,42907.0,42907.0,12,1.7552,1.153,2.34,0.3776,10,0,2,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,24,1,276,287,276,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,3.177612,0.264801,0.232028,0.310683,1,0.0,15454,15454,15454.0,15454.0,12,2.562,1.158,2.906,0.781,4,4,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,24,1,276,287,276,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.523621,0.126968,0.123761,0.131458,1,0.0,8243,6539,8243.0,6539.0,12,2.7057,2.379,2.933,0.8528,2,2,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,24,1,276,287,276,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,7.298767,0.608231,0.644211,0.557859,1,1.0,42907,27749,42907.0,27749.0,12,2.2321,1.211,2.818,0.616,6,0,6,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,25,1,288,299,288,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,3.177985,0.264832,0.310683,0.17313,1,0.0,15454,10353,15454.0,10353.0,12,2.6643,1.454,2.88,0.8321,1,1,0,0,0,0
run5-tbt-2s,1,nazionale,2,none,true,12,25,1,288,299,288,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,4,1.489065,0.124089,0.131458,0.10935,1,0.333333,6539,6539,6539.0,6539.0,12,2.3742,0.917,2.883,0.6871,3,2,3,0,0,0
run5-tbt-2s,1,nazionale,2,none,true,12,25,1,288,299,288,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,8,7.33295,0.611079,0.557859,0.71752,1,0.666667,27749,42907,27749.0,42907.0,12,2.0573,1.021,2.855,0.5287,8,3,3,0,0,0
run5-tbt-2s,1,nazionale,2,none,true,12,26,1,300,311,300,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,0,2.512734,0.209394,0.17313,0.276552,1,0.0,10353,15454,10353.0,15454.0,12,2.5032,1.127,2.883,0.7516,2,2,0,1,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,26,1,300,311,300,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.183424,0.098619,0.10935,0.073764,1,0.0,6539,4122,6539.0,4122.0,12,2.8319,2.553,2.916,0.916,1,1,0,1,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,26,1,300,311,300,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,12,8.303842,0.691987,0.71752,0.649684,1,1.0,42907,36305,42907.0,36305.0,12,1.8348,1.29,2.862,0.4174,9,0,3,1,2,0
run5-tbt-2s,1,nazionale,2,none,true,12,27,1,312,323,312,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,3,2.973277,0.247773,0.276552,0.207483,1,0.25,15454,12999,15454.0,12999.0,12,2.7777,2.023,2.95,0.8889,1,0,2,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,27,1,312,323,312,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.174198,0.09785,0.073764,0.13157,1,0.0,4122,8243,4122.0,8243.0,12,2.7453,1.627,2.946,0.8726,1,1,0,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,27,1,312,323,312,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,9,7.852525,0.654377,0.649684,0.660947,1,0.75,36305,41409,36305.0,41409.0,12,2.056,0.883,2.912,0.528,10,2,1,1,1,0
run5-tbt-2s,1,nazionale,2,none,true,12,28,1,324,335,324,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,7,2.77781,0.231484,0.207483,0.265086,1,0.583333,12999,15454,12999.0,15454.0,12,2.1147,0.916,2.877,0.5573,8,2,1,5,5,0
run5-tbt-2s,1,nazionale,2,none,true,12,28,1,324,335,324,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,0,1.481816,0.123485,0.13157,0.112165,1,0.0,8243,6539,8243.0,6539.0,12,2.8063,2.228,2.933,0.9032,0,0,0,5,5,0
run5-tbt-2s,1,nazionale,2,none,true,12,28,1,324,335,324,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,5,7.740373,0.645031,0.660947,0.622749,1,0.416667,41409,36305,41409.0,36305.0,12,2.2029,0.956,2.925,0.6015,4,1,2,5,5,0
run5-tbt-2s,1,nazionale,2,none,true,12,29,1,336,347,336,12,12,m2,1Qfy23H5N3KcwZ4CW25K68hY7T9BMNCYG9n3d8,3,2.89644,0.24137,0.265086,0.208167,1,0.25,15454,12999,15454.0,12999.0,12,2.347,0.938,2.942,0.6735,3,1,1,7,8,0
run5-tbt-2s,1,nazionale,2,none,true,12,29,1,336,347,336,12,12,m3,1VTJbaQB66KoiL8iWQrPES7Ub7ZDzy3XFu8DwG,2,1.308736,0.109061,0.112165,0.104716,1,0.166667,6539,6539,6539.0,6539.0,12,2.541,1.165,2.917,0.7705,2,0,0,7,8,0
run5-tbt-2s,1,nazionale,2,none,true,12,29,1,336,347,336,12,12,m1,1WZPCjFVjDt2AkwLnqG5BfyoxCWtkqFRU8YSSF,7,7.794824,0.649569,0.622749,0.687117,1,0.583333,36305,42907,36305.0,42907.0,12,2.0963,1.228,2.858,0.5482,7,1,1,7,8,0
