experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,epoch_measured_start_height,n_blocks_epoch,n_rounds_with_scores,validator_host,validator_address,O_i,E_i_expected,p_theoretical_blockweighted,p_theoretical_start,p_theoretical_end,share_changed_within_epoch,p_observed,w_raw_start,w_raw_end,w_eff_start,w_eff_end,n_delays_logged,delay_mean_s,delay_min_s,delay_max_s,delay_pos_in_band_mean,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,n_rounds_won_not_argmin,n_forks_epoch,n_competing_blocks_epoch,n_rejects_epoch
run1-tbt-15s,1,nazionale,15,none,true,12,6,1,60,71,61,11,11,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,2,0.907011,0.082456,0.088583,0.075102,1,0.181818,12849,11099,12849.0,11099.0,11,19.9735,11.288,22.467,0.8316,2,0,0,2,2,0
run1-tbt-15s,1,nazionale,15,none,true,12,6,1,60,71,61,11,11,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,3,3.354874,0.304989,0.293664,0.318578,1,0.272727,42596,47081,42596.0,47081.0,11,19.7631,10.283,22.239,0.8175,3,0,0,2,2,0
run1-tbt-15s,1,nazionale,15,none,true,12,6,1,60,71,61,11,11,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,6,6.738115,0.612556,0.617752,0.60632,1,0.545455,89605,89605,89605.0,89605.0,11,16.6149,7.496,22.455,0.6077,6,0,0,2,2,0
run1-tbt-15s,1,nazionale,15,none,true,12,7,1,72,83,72,12,12,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,0,0.972685,0.081057,0.075102,0.089394,1,0.0,11099,14185,11099.0,14185.0,12,21.1017,11.448,23.033,0.9068,0,0,0,3,3,0
run1-tbt-15s,1,nazionale,15,none,true,12,7,1,72,83,72,12,12,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,2,3.767257,0.313938,0.318578,0.307443,1,0.166667,47081,48785,47081.0,48785.0,12,19.3637,11.2,22.941,0.7909,2,0,0,3,3,0
run1-tbt-15s,1,nazionale,15,none,true,12,7,1,72,83,72,12,12,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,10,7.260058,0.605005,0.60632,0.603164,1,0.833333,89605,95710,89605.0,95710.0,12,12.3641,8.002,20.259,0.3243,10,0,0,3,3,0
run1-tbt-15s,1,nazionale,15,none,true,12,8,1,84,95,84,12,12,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,0,1.087632,0.090636,0.089394,0.092375,1,0.0,14185,11514,14185.0,11514.0,12,22.4128,21.035,22.8,0.9942,1,1,0,2,3,0
run1-tbt-15s,1,nazionale,15,none,true,12,8,1,84,95,84,12,12,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,4,3.634119,0.302843,0.307443,0.296404,1,0.333333,48785,36945,48785.0,36945.0,12,17.9144,8.001,22.887,0.6943,2,0,2,2,3,0
run1-tbt-15s,1,nazionale,15,none,true,12,8,1,84,95,84,12,12,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,8,7.278249,0.606521,0.603164,0.611221,1,0.666667,95710,76185,95710.0,76185.0,12,14.6054,10.04,22.138,0.4737,9,1,0,2,3,0
run1-tbt-15s,1,nazionale,15,none,true,12,9,1,96,107,96,12,12,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,2,1.090721,0.090893,0.092375,0.088819,1,0.166667,11514,12849,11514.0,12849.0,12,20.7443,8.105,22.767,0.883,2,1,1,2,2,0
