experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,n_candidates_logged,n_candidates_with_weight,all_candidates_logged,winner_observed_host,winner_observed_address,winner_observed_logged_score,winner_theoretical_argmin_delay_host,winner_theoretical_argmin_score_host,argmin_delay_equals_argmin_score,winner_matches_theoretical_argmin,inversion,observed_winner_rank_by_delay,delay_min_s,delay_winner_s,margin_G_logged_s,margin_G_recomputed_s,inversion_gap_s,score_min,score_gap_2_1,W_tot_effective,W_tot_minus_argmin_weff,weff_argmin_score,p_observed_winner,phi_s,phi_identical_across_nodes,block_time,parent_time,dt_prev_s,scheduler_residual_s,verify_delay_floor_s,time_bar_slack_s,time_bar_ok,verify_parent_matches_chain,fork_detected,n_competing_blocks,competing_hashes,n_rejects,txcount,streak_length_so_far,winner_repeats_previous,n_candidates_delay_recompute_mismatch
run1-tbt-15s,1,nazionale,15,none,true,12,61,6,1,3,3,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,1,m1,m1,1,1,0,1,7.496,7.496,8.413,8.4132,0.0,2.87323048e-08,5.7106832452e-06,145050.0,55445.0,89605.0,0.617752,-0.333,1,946685703,946685695,8,0.504,7,1,1,1,0,0,,0,7,1,,0
run1-tbt-15s,1,nazionale,15,none,true,12,62,6,1,3,3,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,1,m2,m2,1,1,0,1,20.537,20.537,1.706,1.7052,0.0,1.41391945e-05,1.48426716e-05,145050.0,102454.0,42596.0,0.293664,-0.167,1,946685725,946685703,22,1.463,20,2,1,1,0,0,,0,11,1,0,0
run1-tbt-15s,1,nazionale,15,none,true,12,63,6,1,3,3,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,1,m1,m1,1,1,0,1,17.861,17.861,1.439,1.4396,0.0,8.14011499e-06,2.583869010000001e-06,145050.0,55445.0,89605.0,0.617752,-0.167,1,946685745,946685725,20,2.139,17,3,1,1,1,1,00486f64b00771ddc3a007d31305c19d780082c829631642d1e422cfa4e23b44,0,8,1,0,0
run1-tbt-15s,1,nazionale,15,none,true,12,64,6,1,3,3,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,1,m1,m1,1,1,0,1,21.056,21.056,1.052,1.0524,0.0,1.67159702e-05,1.0849396900000002e-05,145050.0,55445.0,89605.0,0.617752,-0.583,1,946685767,946685745,22,0.944,21,1,1,1,0,0,,0,10,2,1,0
run1-tbt-15s,1,nazionale,15,none,true,12,65,6,1,3,3,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,1,m3,m3,1,1,0,1,17.209,17.209,4.464,4.4637,0.0,7.54091211e-06,1.512089119e-05,145050.0,132201.0,12849.0,0.088583,-1.333,1,946685786,946685767,19,1.791,17,2,1,1,0,0,,0,6,1,0,0
run1-tbt-15s,1,nazionale,15,none,true,12,66,6,1,3,3,1,m3,14KnmFNEyURiePokvh2K6DsJopgbgjeyn5WeVj,1,m3,m3,1,1,0,1,11.288,11.288,3.434,3.4335,0.0,2.12051001e-06,2.5714926199999998e-06,145050.0,132201.0,12849.0,0.088583,-0.917,1,946685798,946685786,12,0.712,11,1,1,1,0,0,,0,8,2,1,0
run1-tbt-15s,1,nazionale,15,none,true,12,67,6,1,3,3,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,1,m1,m1,1,1,0,1,21.375,21.375,0.864,0.8636,0.0,1.88543028e-05,1.8389332800000004e-05,147785.0,58180.0,89605.0,0.60632,-1.0,1,946685821,946685798,23,1.625,21,2,1,1,1,1,00ce6d3232b4e1b6be5a0419e6b3d08d0192c667db6c8c1d30ec88000ba3ba9f,0,10,1,0,0
run1-tbt-15s,1,nazionale,15,none,true,12,68,6,1,3,3,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,1,m1,m1,1,1,0,1,13.335,13.335,8.716,8.7164,0.0,3.6613419e-06,4.29628035e-05,147785.0,58180.0,89605.0,0.60632,-2.167,1,946685835,946685821,14,0.665,13,1,1,1,0,0,,0,4,2,1,0
run1-tbt-15s,1,nazionale,15,none,true,12,69,6,1,3,3,1,m1,19yJUVFMutzSwj7ZAFvNZCniykq7siRUGdBDmi,1,m1,m1,1,1,0,1,8.411,8.411,13.457,13.4572,0.0,6.27066975e-07,2.8092923024999997e-05,147785.0,58180.0,89605.0,0.60632,-2.083,1,946685844,946685835,9,0.589,8,1,1,1,0,0,,0,5,3,1,0
run1-tbt-15s,1,nazionale,15,none,true,12,70,6,1,3,3,1,m2,17Sjr3aPX8Bmfo7avGvib3ZJUxrz8u9aL8S8fU,1,m2,m2,1,1,0,1,10.283,10.283,9.143,9.1438,0.0,1.57566672e-06,9.92763968e-06,147785.0,100704.0,47081.0,0.318578,-1.667,1,946685856,946685844,12,1.717,10,2,1,1,0,0,,0,5,1,0,0
