experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run6-tbt-10s,nazionale,1,10,none,true,2,m1,24,0.16443047,0.48482384,0.84123212,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,2,m2,19,0.17925105,0.51754179,1.03308363,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,2,m3,4,0.27188451,0.85224364,1.18119682,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,3,m1,64,0.09667999,0.55510978,0.9011818,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,3,m3,9,0.31616354,0.26749777,0.98643332,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,3,m2,27,0.17279819,0.35437641,1.12411216,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,4,m2,29,0.26009666,0.03216229,0.73307956,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,4,m1,66,0.07380223,0.8387576,1.09436548,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,4,m3,5,0.41444352,0.27224833,0.60716017,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,5,m1,78,0.06052008,0.920896,1.05581285,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,5,m2,20,0.32134113,0.02450263,1.57400462,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,5,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run6-tbt-10s,nazionale,1,10,none,true,6,m1,60,0.06230368,0.96265272,1.0725668,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,6,m2,30,0.10098304,0.88963732,1.09257906,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,6,m3,9,0.24671517,0.56333972,0.80467002,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,all,m1,292,0.02741663,0.97641017,1.01644088,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,all,m2,125,0.04783809,0.9239921,1.08397111,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run6-tbt-10s,nazionale,1,10,none,true,all,m3,29,0.11818113,0.76950357,0.82656032,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
