experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,epoch_buried,epoch_start_height,epoch_end_height,cluster_head_host,cluster_head_address,esg_miner,tau_miner,n_companies,companies,tau_cluster_sum,c_i_sum,theta_code,theta_thesis,W_k_raw,A_k_alloc,R_k_reconciled,B_k_prev,B_k,rho_k,rho_k_prev,feedback_factor,w_k_recomputed,w_k_int_recomputed,w_k_published,w_k_published_prev,publish_confirm_height,publish_logged_height,publish_logged_weight,recompute_match,implied_W_k_raw_from_published,implied_raw_delta_over_esg_miner,malus_M,psi,w_after_malus,w_effective_g,W_tot_snapshot,share_snapshot,blocks_mined_epoch,blocks_measured_epoch,dumpfunction_effect,malus_trajectory
run6-tbt-10s,nazionale,1,10,none,true,100,1,1,0,99,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,26.46,2,2,c3:esg=99.26:tau=41:c_i=40.6966 c4:esg=92.76:tau=33:c_i=30.6108,74,71.3074,237.0,294,1939.713804,12.31935,28.7336,0.0,0.0,1.0,,,1939.713804,193971,193971,,106,105,193971,1,1939.71,-0.0001,0.0,1.0,193971,193971.0,746325.0,0.259902,0,0,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,1,1,0,99,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,24.17,2,1,c5:esg=70.53:tau=27:c_i=19.0431,27,19.0431,237.0,294,508.611727,3.230253,9.8837,0.0,0.0,1.0,,,508.611727,50861,50861,,106,105,50861,1,508.61,-0.0001,0.0,1.0,50861,50861.0,746325.0,0.068149,0,0,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,1,1,0,99,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,85.56,2,2,c1:esg=17.50:tau=81:c_i=14.1750 c2:esg=77.16:tau=55:c_i=42.4380,136,56.613,237.0,294,5014.92828,31.850397,45.4947,0.0,0.0,1.0,,,5014.92828,501493,501493,,106,105,501493,1,5014.93,0.0,0.0,1.0,501493,501493.0,746325.0,0.67195,0,0,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,2,1,100,199,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,26.46,2,2,c3:esg=99.26:tau=66:c_i=65.5116 c4:esg=92.76:tau=53:c_i=49.1628,119,114.6744,379.0,388,3087.204624,19.953657,13.2593,0.0,6.694357,0.664505,1.0,1.0,3087.204624,308720,308720,193971,206,205,308720,1,3087.2,-0.0002,0.0,1.0,308720,308720.0,1181324.0,0.261334,18,47,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,2,1,100,199,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,24.17,2,1,c5:esg=70.53:tau=42:c_i=29.6226,42,29.6226,379.0,388,764.318242,4.94005,8.8773,0.0,0.0,1.0,1.0,1.0,764.318242,76432,76432,50861,206,205,76432,1,764.32,0.0001,0.0,1.0,76432,76432.0,1181324.0,0.0647,4,47,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,2,1,100,199,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,85.56,2,2,c1:esg=17.50:tau=131:c_i=22.9250 c2:esg=77.16:tau=87:c_i=67.1292,218,90.0542,379.0,388,7876.157352,50.906293,100.3533,0.0,0.0,1.0,1.0,1.0,7876.157352,787616,796172,501493,206,205,796172,0,7961.72,1.0,0.0,1.0,796172,796172.0,1181324.0,0.673966,25,47,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,3,1,200,299,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,26.46,2,2,c3:esg=99.26:tau=66:c_i=65.5116 c4:esg=92.76:tau=53:c_i=49.1628,119,114.6744,382.0,391,3087.204624,19.94837,68.7107,6.694357,0.0,1.0,0.664505,0.832252,2569.333383,256933,259890,308720,306,305,259890,0,3122.730647,1.3426,0.0,1.0,259890,259890.0,1142090.0,0.227556,28,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,3,1,200,299,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,24.17,2,1,c5:esg=70.53:tau=42:c_i=29.6226,42,29.6226,382.0,391,764.318242,4.938741,7.5986,0.0,0.0,1.0,1.0,1.0,764.318242,76432,,76432,,305,76432,,,,0.0,1.0,,,1142090.0,0.066923,11,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,3,1,200,299,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,85.56,2,2,c1:esg=17.50:tau=133:c_i=23.2750 c2:esg=77.16:tau=88:c_i=67.9008,221,91.1758,382.0,391,7972.121448,51.512889,107.4908,0.0,0.0,1.0,1.0,1.0,7972.121448,797212,805768,796172,306,305,805768,0,8057.68,1.0,0.0,1.0,805768,805768.0,1142090.0,0.705521,61,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,4,1,300,399,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,26.46,2,2,c3:esg=99.26:tau=68:c_i=67.4968 c4:esg=92.76:tau=54:c_i=50.0904,122,117.5872,393.0,400,3164.277312,20.464052,31.2893,0.0,0.0,1.0,1.0,1.0,3164.277312,316428,316428,259890,406,405,316428,1,3164.28,0.0001,0.0,1.0,316428,316428.0,1223917.0,0.258537,24,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,4,1,300,399,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,24.17,1,1,c5:esg=70.53:tau=44:c_i=31.0332,44,31.0332,393.0,400,774.242444,5.00719,6.2758,0.0,0.0,1.0,1.0,1.0,774.242444,77424,77424,,406,405,77424,1,774.24,-0.0001,0.0,1.0,77424,77424.0,1223917.0,0.063259,5,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,4,1,300,399,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,85.56,2,2,c1:esg=17.50:tau=136:c_i=23.8000 c2:esg=77.16:tau=91:c_i=70.2156,227,94.0156,393.0,400,8215.094736,53.128758,113.8284,0.0,0.0,1.0,1.0,1.0,8215.094736,821509,830065,805768,406,405,830065,0,8300.65,0.9999,0.0,1.0,830065,830065.0,1223917.0,0.678204,71,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,5,1,400,499,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,26.46,2,2,c3:esg=99.26:tau=66:c_i=65.5116 c4:esg=92.76:tau=53:c_i=49.1628,119,114.6744,380.0,391,3087.204624,19.894315,15.8609,0.0,4.033415,0.797258,1.0,1.0,3087.204624,308720,311366,316428,506,505,311366,0,3113.66,0.9998,0.0,1.0,311366,311366.0,1199128.0,0.25966,17,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
run6-tbt-10s,nazionale,1,10,none,true,100,5,1,400,499,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,24.17,2,1,c5:esg=70.53:tau=42:c_i=29.6226,42,29.6226,380.0,391,764.318242,4.925358,5.2225,0.0,0.0,1.0,1.0,1.0,764.318242,76432,76432,77424,506,505,76432,1,764.32,0.0001,0.0,1.0,76432,76432.0,1199128.0,0.06374,0,100,"not computable: dump-function=none in this run: g(w) = w, no damping to measure",not computable: malus registry empty: M = 0 and Psi = 1 in every epoch (no decay to observe)
