height,epoch,miner,balance,sent
160,14,m2,49.6028,28.5617
160,14,m1,49.8306,45.4391
160,14,m3,49.6022,9.5204
170,15,m3,40.2632,7.6526
170,15,m2,21.7441,11.8465
170,15,m1,104.3463,97.2290
184,16,m2,110.3662,65.0197
184,16,m3,32.545,6.1090
184,16,m1,107.2239,99.9627
194,17,m3,26.5356,4.9071
194,17,m2,45.1959,25.9175
194,17,m1,107.4448,100.1726
204,18,m2,119.2334,70.3400
204,18,m3,21.5835,3.9167
205,18,m1,107.4782,100.2043
217,19,m3,117.5456,23.1091
217,19,m2,48.7724,28.0634
217,19,m1,108.3321,101.0155
231,20,m3,94.2859,18.4572
231,20,m2,20.726,11.2356
231,20,m1,108.2778,100.9639
242,21,m3,75.7077,14.7415
242,21,m2,110.4008,65.0405
243,21,m1,107.2301,99.9686
253,22,m3,60.8452,11.7690
253,22,m2,45.2097,25.9258
253,22,m1,108.1933,100.8836
264,23,m3,49.031,9.4062
264,23,m2,119.7755,70.6653
264,23,m1,107.5135,100.2378
278,24,m3,40.189,7.6378
278,24,m2,49.3832,28.4299
278,24,m1,107.3231,100.0569
291,25,m3,32.4298,6.0860
291,25,m2,20.7727,11.2636
291,25,m1,108.2846,100.9704
303,26,m3,26.2986,4.8597
303,26,m2,109.1221,64.2733
303,26,m1,108.3966,101.0768
315,27,m3,21.2879,3.8576
315,27,m2,45.1836,25.9102
315,27,m1,107.853,100.5603
327,28,m3,117.2793,23.0559
327,28,m2,119.2284,70.3370
327,28,m1,108.1839,100.8747
339,29,m3,94.1022,18.4204
339,29,m2,49.8066,28.6840
339,29,m1,107.1196,99.8636
351,30,m3,75.6366,14.7273
351,30,m2,21.532,11.7192
351,30,m1,107.552,100.2744
362,31,m3,60.7287,11.7457
362,31,m2,109.597,64.5582
362,31,m1,108.4356,101.1138
374,32,m3,48.862,9.3724
374,32,m2,44.9936,25.7962
374,32,m1,108.093,100.7883
384,33,m3,39.3682,7.4736
384,33,m2,119.244,70.3464
384,33,m1,108.0851,100.7808
397,34,m3,31.8494,5.9699
397,34,m2,48.915,28.1490
397,34,m1,107.9361,100.6393
410,35,m3,25.7581,4.7516
410,35,m2,20.6152,11.1691
411,35,m1,108.3416,101.0245
420,36,m3,20.8853,3.7771
420,36,m2,109.1477,64.2886
420,36,m1,108.1069,100.8016
432,37,m3,117.063,23.0126
432,37,m2,44.8497,25.7098
433,37,m1,108.1217,100.8156
444,38,m3,93.9292,18.3858
444,38,m2,118.9891,70.1935
444,38,m1,108.2835,100.9693
457,39,m3,75.6196,14.7239
457,39,m2,48.7862,28.0717
457,39,m1,107.908,100.6126
470,40,m3,61.0185,11.8037
470,40,m2,21.1567,11.4940
471,40,m1,107.5592,100.2812
482,41,m3,49.0934,9.4187
482,41,m2,109.4529,64.4717
482,41,m1,108.315,100.9992
492,42,m3,39.5535,7.5107
492,42,m2,44.8302,25.6981
492,42,m1,108.1936,100.8839
506,43,m3,32.1158,6.0232
506,43,m2,120.1799,70.9079
506,43,m1,107.0639,99.8107
518,44,m3,26.0474,4.8095
518,44,m2,49.6986,28.6192
518,44,m1,107.5892,100.3097
529,45,m3,22.1739,4.0348
529,45,m2,21.0342,11.4205
529,45,m1,107.0495,99.7970
541,46,m3,117.9883,23.1977
541,46,m2,109.1383,64.2830
541,46,m1,108.5743,101.2456
556,47,m3,94.7454,18.5491
556,47,m2,44.9285,25.7571
556,47,m1,108.1307,100.8242
567,48,m3,76.0157,14.8031
567,48,m2,119.0176,70.2106
567,48,m1,108.3479,101.0305
579,49,m3,60.9736,11.7947
579,49,m2,49.1862,28.3117
579,49,m1,107.8386,100.5467
589,50,m3,49.0281,9.4056
589,50,m2,20.8775,11.3265
589,50,m1,108.0449,100.7427
601,51,m3,39.5773,7.5155
601,51,m2,109.5546,64.5328
601,51,m1,108.0502,100.7477
614,52,m3,31.9404,5.9881
614,52,m2,45.4842,26.0905
614,52,m1,107.6791,100.3951
625,53,m3,25.8311,4.7662
625,53,m2,119.6693,70.6016
624,53,m1,107.836,100.5442
636,54,m3,20.9139,3.7828
636,54,m2,48.9433,28.1660
636,54,m1,108.1168,100.8110
650,55,m3,117.0859,23.0172
650,55,m2,20.5381,11.1229
650,55,m1,108.5212,101.1951
662,56,m3,93.9473,18.3895
662,56,m2,109.0814,64.2488
662,56,m1,108.5443,101.2171
672,57,m3,75.4364,14.6873
672,57,m2,45.9474,26.3684
672,57,m1,106.94,99.6930
685,58,m3,61.0077,11.8015
685,58,m2,119.4282,70.4569
685,58,m1,107.9028,100.6077
697,59,m3,49.186,9.4372
697,59,m2,49.3731,28.4239
697,59,m1,107.5755,100.2967
