height,epoch,miner,balance,sent
110,10,m1,49.6786,45.2947
110,10,m3,49.9942,9.5988
110,10,m2,49.9952,28.7971
122,11,m1,105.0405,97.8885
122,11,m2,21.0769,11.4461
122,11,m3,40.2744,7.6549
132,12,m1,107.076,99.8222
132,12,m3,32.7001,6.1400
132,12,m2,109.5096,64.5058
144,13,m1,107.1586,99.9007
144,13,m2,45.2816,25.9690
144,13,m3,26.7341,4.9468
156,14,m3,21.8313,3.9663
159,14,m2,119.3376,70.4026
159,14,m1,108.4309,101.1094
170,15,m3,117.744,23.1488
170,15,m2,48.8898,28.1339
170,15,m1,108.2705,100.9570
181,16,m3,95.0302,18.6060
181,16,m2,20.6051,11.1631
181,16,m1,107.8575,100.5646
194,17,m3,76.379,14.8758
194,17,m2,110.2578,64.9547
194,17,m1,107.6195,100.3385
204,18,m3,61.3526,11.8705
204,18,m2,45.6465,26.1879
204,18,m1,107.9166,100.6208
218,19,m3,49.3315,9.4663
218,19,m2,119.3636,70.4182
218,19,m1,108.6384,101.3065
230,20,m3,39.744,7.5488
230,20,m2,49.0638,28.2383
230,20,m1,108.1625,100.8544
241,21,m3,32.318,6.0636
241,21,m2,20.8427,11.3056
241,21,m1,108.0531,100.7504
253,22,m3,26.216,4.8432
253,22,m2,109.1213,64.2728
253,22,m1,108.6305,101.2990
264,23,m3,21.764,3.9528
264,23,m2,44.9211,25.7527
264,23,m1,107.7517,100.4641
276,24,m1,108.465,101.1418
278,24,m3,117.766,23.1532
278,24,m2,119.1232,70.2739
288,25,m3,94.4324,18.4865
288,25,m2,48.6983,28.0190
288,25,m1,108.3714,101.0528
300,26,m3,75.7951,14.7590
300,26,m2,20.5285,11.1171
300,26,m1,108.4484,101.1260
312,27,m3,60.7967,11.7593
312,27,m2,109.3366,64.4020
312,27,m1,108.5106,101.1851
325,28,m3,48.9162,9.3832
325,28,m2,44.9514,25.7708
325,28,m1,108.4821,101.1580
338,29,m3,39.4116,7.4823
338,29,m2,119.5982,70.5589
338,29,m1,108.1815,100.8724
349,30,m3,32.3755,6.0751
349,30,m2,48.8887,28.1332
349,30,m1,107.8983,100.6034
360,31,m3,26.1494,4.8299
360,31,m2,20.6049,11.1629
360,31,m1,108.3703,101.0518
374,32,m3,21.1689,3.8338
374,32,m2,109.3148,64.3889
374,32,m1,108.6953,101.3605
386,33,m3,117.1841,23.0368
386,33,m2,44.8045,25.6827
386,33,m1,108.594,101.2643
398,34,m3,94.5163,18.5033
398,34,m2,119.4278,70.4567
398,34,m1,107.5295,100.2530
409,35,m3,75.8916,14.7783
409,35,m2,49.2419,28.3451
409,35,m1,108.0123,100.7117
420,36,m3,60.9625,11.7925
420,36,m2,21.486,11.6916
420,36,m1,107.692,100.4074
433,37,m3,49.019,9.4038
433,37,m2,109.5258,64.5155
433,37,m1,108.7464,101.4091
444,38,m3,39.8954,7.5791
444,38,m2,44.8891,25.7335
444,38,m1,108.3331,101.0164
457,39,m3,31.8695,5.9739
457,39,m2,119.3908,70.4345
457,39,m1,108.3023,100.9872
468,40,m3,25.7744,4.7549
468,40,m2,48.7761,28.0657
469,40,m1,108.6145,101.2838
480,41,m3,20.9745,3.7949
480,41,m2,20.5596,11.1358
480,41,m1,108.2999,100.9849
492,42,m3,117.0582,23.0116
492,42,m2,109.155,64.2930
492,42,m1,108.7372,101.4003
505,43,m3,93.9254,18.3851
505,43,m2,45.7054,26.2232
505,43,m1,107.6131,100.3324
516,44,m3,75.4751,14.6950
516,44,m2,119.5898,70.5539
516,44,m1,108.1693,100.8608
530,45,m3,60.6787,11.7357
530,45,m2,48.8851,28.1311
530,45,m1,108.5585,101.2306
540,46,m3,48.7922,9.3584
541,46,m2,20.6326,11.1796
540,46,m1,108.4301,101.1086
552,47,m1,107.8389,100.5470
554,47,m3,39.3126,7.4625
554,47,m2,109.9878,64.7927
565,48,m3,31.7289,5.9458
565,48,m2,45.1563,25.8938
565,48,m1,108.4499,101.1274
