experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,epoch_buried,validator_host,validator_address,w_raw_start,w_raw_end,w_eff_start,w_eff_end,psi,p_theoretical_blockweighted,n_blocks,O_i,E_i,p_hat,wilson95_low,wilson95_high,p_theoretical_inside_wilson95,abs_error_p,share_changed_within_epoch
run5-tbt-2s,intercontinentale,1,2,none,true,17,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,36305,36305,36305.0,36305.0,1.0,0.622749,3,3,1.868247,1.0,0.43850297,1.0,1,0.377251,0
run5-tbt-2s,intercontinentale,1,2,none,true,17,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,6539,6539,6539.0,6539.0,1.0,0.112165,3,0,0.336495,0.0,0.0,0.56149703,1,0.112165,0
run5-tbt-2s,intercontinentale,1,2,none,true,17,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,15454,15454,15454.0,15454.0,1.0,0.265086,3,0,0.795258,0.0,0.0,0.56149703,1,0.265086,0
run5-tbt-2s,intercontinentale,1,2,none,true,18,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,36305,34808,36305.0,34808.0,1.0,0.64967142,12,12,7.796057,1.0,0.75750599,1.0,0,0.35032858,1
run5-tbt-2s,intercontinentale,1,2,none,true,18,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,6539,4122,6539.0,4122.0,1.0,0.10289133,12,0,1.234696,0.0,0.0,0.24249401,1,0.10289133,1
run5-tbt-2s,intercontinentale,1,2,none,true,18,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,15454,10373,15454.0,10373.0,1.0,0.24743725,12,0,2.969247,0.0,0.0,0.24249401,0,0.24743725,1
run5-tbt-2s,intercontinentale,1,2,none,true,19,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,34808,42907,34808.0,42907.0,1.0,0.685405,12,12,8.22486,1.0,0.75750599,1.0,0,0.314595,1
run5-tbt-2s,intercontinentale,1,2,none,true,19,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,4122,8243,4122.0,8243.0,1.0,0.09699033,12,0,1.163884,0.0,0.0,0.24249401,1,0.09699033,1
run5-tbt-2s,intercontinentale,1,2,none,true,19,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,10373,15454,10373.0,15454.0,1.0,0.21760467,12,0,2.611256,0.0,0.0,0.24249401,1,0.21760467,1
run5-tbt-2s,intercontinentale,1,2,none,true,20,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,42907,36305,42907.0,36305.0,1.0,0.64667558,12,8,7.760107,0.66666667,0.39062209,0.86187991,1,0.01999108,1
run5-tbt-2s,intercontinentale,1,2,none,true,20,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,8243,6539,8243.0,6539.0,1.0,0.12098392,12,0,1.451807,0.0,0.0,0.24249401,1,0.12098392,1
run5-tbt-2s,intercontinentale,1,2,none,true,20,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,15454,12999,15454.0,12999.0,1.0,0.2323405,12,4,2.788086,0.33333333,0.13812009,0.60937791,1,0.10099283,1
run5-tbt-2s,intercontinentale,1,2,none,true,21,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,36305,42907,36305.0,42907.0,1.0,0.65687492,12,12,7.882499,1.0,0.75750599,1.0,0,0.34312508,1
run5-tbt-2s,intercontinentale,1,2,none,true,21,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,6539,6539,6539.0,6539.0,1.0,0.11061733,12,0,1.327408,0.0,0.0,0.24249401,1,0.11061733,1
run5-tbt-2s,intercontinentale,1,2,none,true,21,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,12999,15454,12999.0,15454.0,1.0,0.23250775,12,0,2.790093,0.0,0.0,0.24249401,1,0.23250775,1
run5-tbt-2s,intercontinentale,1,2,none,true,22,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,42907,42907,42907.0,42907.0,1.0,0.66964967,12,11,8.035796,0.91666667,0.64612009,0.98513491,1,0.247017,1
run5-tbt-2s,intercontinentale,1,2,none,true,22,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,6539,4122,6539.0,4122.0,1.0,0.08916,12,0,1.06992,0.0,0.0,0.24249401,1,0.08916,1
run5-tbt-2s,intercontinentale,1,2,none,true,22,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,15454,15454,15454.0,15454.0,1.0,0.24119033,12,1,2.894284,0.08333333,0.01486509,0.35387991,1,0.157857,1
run5-tbt-2s,intercontinentale,1,2,none,true,23,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,42907,34351,42907.0,34351.0,1.0,0.67089983,12,6,8.050798,0.5,0.2537816,0.7462184,1,0.17089983,1
run5-tbt-2s,intercontinentale,1,2,none,true,23,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,4122,8243,4122.0,8243.0,1.0,0.10335083,12,4,1.24021,0.33333333,0.13812009,0.60937791,0,0.2299825,1
run5-tbt-2s,intercontinentale,1,2,none,true,23,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,15454,10353,15454.0,10353.0,1.0,0.22574933,12,2,2.708992,0.16666667,0.04696514,0.44803086,1,0.05908267,1
run5-tbt-2s,intercontinentale,1,2,none,true,24,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,34351,36305,34351.0,36305.0,1.0,0.64010367,12,12,7.681244,1.0,0.75750599,1.0,0,0.35989633,1
run5-tbt-2s,intercontinentale,1,2,none,true,24,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,8243,6539,8243.0,6539.0,1.0,0.14117767,12,0,1.694132,0.0,0.0,0.24249401,1,0.14117767,1
run5-tbt-2s,intercontinentale,1,2,none,true,24,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,10353,15454,10353.0,15454.0,1.0,0.21871867,12,0,2.624624,0.0,0.0,0.24249401,1,0.21871867,1
run5-tbt-2s,intercontinentale,1,2,none,true,25,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,36305,42907,36305.0,42907.0,1.0,0.649569,12,12,7.794828,1.0,0.75750599,1.0,0,0.350431,1
run5-tbt-2s,intercontinentale,1,2,none,true,25,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,6539,6539,6539.0,6539.0,1.0,0.10906125,12,0,1.308735,0.0,0.0,0.24249401,1,0.10906125,1
run5-tbt-2s,intercontinentale,1,2,none,true,25,1,m2,1Hfp7q7MU1cqZ39ggatAxed6qU28DdMjLTSgcH,15454,12999,15454.0,12999.0,1.0,0.24136975,12,0,2.896437,0.0,0.0,0.24249401,1,0.24136975,1
run5-tbt-2s,intercontinentale,1,2,none,true,26,1,m1,1CMdrBmxo2wcbEWHTtRHXuKRi6pGt4zPLLdt25,42907,34808,42907.0,34808.0,1.0,0.667502,12,8,8.010024,0.66666667,0.39062209,0.86187991,1,0.00083533,1
run5-tbt-2s,intercontinentale,1,2,none,true,26,1,m3,1HCscGy3u1Tw99kZsZNhREFhcEUCrPpbkBJBPv,6539,4122,6539.0,4122.0,1.0,0.09266517,12,0,1.111982,0.0,0.0,0.24249401,1,0.09266517,1
