experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run5-tbt-2s,intercontinentale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.74716001,0.13683948,2.47895464,3.01536539,-27.71860586,404.40147959,111,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,intercontinentale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.81624321,0.13766151,2.54642665,3.08605976,2.55799897,387.54189963,111,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,intercontinentale,1,2,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.34950236,,,,0.55660947,,33,,"H0 of proportionality: slope = 1, intercept = 0",,0.33984752,0.05298625,0.27917338,0.11563598
