experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run5-tbt-2s,intercontinentale,1,2,none,true,17,m1,3,0.5718339,0.18784402,1.12048944,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,18,m1,11,0.16026089,0.89873375,1.08503689,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,18,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,19,m1,11,0.20778,0.65696561,1.51714845,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,19,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,20,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,20,m2,3,0.29377895,0.90141661,0.73387709,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,20,m1,7,0.30367564,0.45145373,0.58727194,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,21,m2,3,0.35512946,0.71882889,0.7120016,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,21,m1,6,0.28118057,0.63661601,1.76527212,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,21,m3,3,0.42692092,0.52053,0.56503418,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,22,m1,9,0.23329071,0.63131522,1.69300892,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,22,m2,3,0.3325844,0.78076007,0.88347921,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,23,m1,7,0.3364046,0.33000583,0.49202684,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,23,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,23,m3,3,0.31706672,0.83670036,0.69647041,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,24,m1,8,0.4164119,0.09046543,1.48473065,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,24,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,24,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,25,m1,11,0.27778471,0.30457574,0.97333367,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,25,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,26,m1,7,0.49123964,0.04420246,1.49803735,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,26,m2,3,0.34916624,0.73510295,0.60119672,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,26,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,27,m1,11,0.21600305,0.61017448,1.28131569,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,27,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run5-tbt-2s,intercontinentale,1,2,none,true,28,m2,3,0.3721054,0.67207847,0.8070032,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,28,m1,7,0.31601075,0.40333919,0.57734793,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run5-tbt-2s,intercontinentale,1,2,none,true,28,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
