experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,n_epochs,gini_delta_first,gini_delta_last,gini_delta_max,gini_delta_slope_per_epoch,gini_published_last3_sd,verdict_descriptive,note
run5-tbt-2s,intercontinentale,1,2,none,true,42,0.0,1.045e-05,0.01316381,-0.00063158,0.03579657,published Gini grows slower than input Gini,descriptive slope of gini_published - gini_input over epochs; a plateau is consistent with lambda_w < 1 (Prop. 6.2)
