host,address,esg
m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,26.46
m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,24.17
m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,17.50
c1,1UuhZp1mdeDYsyGLjYW5jNAt2zzn8daSqBfRWU,77.16
c2,1N5pZ9ATziUiTe4C94diXTBbe8YUFs5Jf6EyW3,99.26
c3,1Qph1f5EVvmrppqhVvLm5vqef9o4Cs7NPz7c41,92.76
c4,12tdJgQEva9Mg1Y4mEbyXRLYtyyd6zQFwcVdQU,70.53
c5,1Vr49SApRPcTMV1J6XEUWPiSbhRLWCHkZdTC7w,76.32
