experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,candidate_host,candidate_address,weight_raw_inforce,weight_record_epoch_tag,weight_record_confirm_height,psi,weight_effective,W_tot_effective,p_theoretical,score_raw,E_i,u_i,score_norm,phi_s,phi_bound_s,delay_logged_s,delay_recomputed_s,delay_mismatch_s,delay_recompute_ok,W_tot_implied_by_logged_delay,is_winner,rank_by_delay,rank_by_score,is_theoretical_argmin_delay,is_theoretical_argmin_score,actual_proposer_host,actual_proposer_address,block_hash,block_time,parent_time,verify_delay_floor_s,time_bar_ok,fork_detected,n_competing_blocks,balance_gas_sample,balance_sample_height,streak_position
run6-tbt-10s,1,regionale,10,none,true,100,153,2,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,502990,1,106,1.0,502990.0,752903.0,0.668067,2.29493836e-06,1.15433105,0.31526837,0.82233686,-0.667,5.000,13.09,13.09,-0.0,1,,1,1,1,1,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,00a636cb59f770dd30bc0ed63499331db1644d8ab9d465dcfd32331009194282,946686342,946686329,13,1,0,0,109.1202,153,1
run6-tbt-10s,1,regionale,10,none,true,100,153,2,1,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,199052,1,106,1.0,199052.0,752903.0,0.264379,7.62732896e-06,1.51823508,0.21909824,0.9967937,-0.667,5.000,14.835,14.8345,-0.0005,1,,0,3,3,0,0,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,00a636cb59f770dd30bc0ed63499331db1644d8ab9d465dcfd32331009194282,946686342,946686329,13,1,0,0,113.3072,153,
run6-tbt-10s,1,regionale,10,none,true,100,153,2,1,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,50861,1,106,1.0,50861.0,752903.0,0.067553,6.93446606e-06,0.35269388,0.7027923,0.99459797,-0.667,5.000,14.813,14.8126,-0.0004,1,,0,2,2,0,0,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,00a636cb59f770dd30bc0ed63499331db1644d8ab9d465dcfd32331009194282,946686342,946686329,13,1,0,0,39.2464,153,
run6-tbt-10s,1,regionale,10,none,true,100,154,2,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,502990,1,106,1.0,502990.0,752903.0,0.668067,8.89491513e-07,0.44740534,0.63928473,0.48813831,-1.0,5.000,9.681,9.6814,0.0004,1,,1,1,1,1,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,00e6dddf27782094791da36f2263d0b09580f2de7d017f4cd622bf8a3c9206f8,946686352,946686342,9,1,0,0,109.1202,153,2
run6-tbt-10s,1,regionale,10,none,true,100,154,2,1,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,199052,1,106,1.0,199052.0,752903.0,0.264379,4.00603951e-06,0.79741018,0.45049415,0.95101098,-1.0,5.000,14.31,14.3101,0.0001,1,,0,2,2,0,0,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,00e6dddf27782094791da36f2263d0b09580f2de7d017f4cd622bf8a3c9206f8,946686352,946686342,9,1,0,0,113.3072,153,
run6-tbt-10s,1,regionale,10,none,true,100,154,2,1,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,50861,1,106,1.0,50861.0,752903.0,0.067553,1.61331109e-05,0.82054615,0.44019118,0.99999469,-1.0,5.000,14.8,14.7999,-0.0001,1,,0,3,3,0,0,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,00e6dddf27782094791da36f2263d0b09580f2de7d017f4cd622bf8a3c9206f8,946686352,946686342,9,1,0,0,39.2464,153,
run6-tbt-10s,1,regionale,10,none,true,100,155,2,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,502990,1,106,1.0,502990.0,752903.0,0.668067,1.67080267e-06,0.84039703,0.43153915,0.71576455,-0.75,5.000,12.008,12.0076,-0.0004,1,,0,2,2,0,0,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0015826364e931d9a9ff94954247443bc12153f1c370b448c8c2abb16ae9348f,946686361,946686352,7,1,0,0,109.513,155,
run6-tbt-10s,1,regionale,10,none,true,100,155,2,1,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,199052,1,106,1.0,199052.0,752903.0,0.264379,1.67552659e-06,0.33351692,0.71639978,0.71677368,-0.75,5.000,12.018,12.0177,-0.0003,1,,0,3,3,0,0,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0015826364e931d9a9ff94954247443bc12153f1c370b448c8c2abb16ae9348f,946686361,946686352,7,1,0,0,113.3072,155,
run6-tbt-10s,1,regionale,10,none,true,100,155,2,1,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,50861,1,106,1.0,50861.0,752903.0,0.067553,3.38436169e-07,0.0172132,0.9829341,0.22493595,-0.75,5.000,7.099,7.0994,0.0004,1,,1,1,1,1,1,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0015826364e931d9a9ff94954247443bc12153f1c370b448c8c2abb16ae9348f,946686361,946686352,7,1,0,0,39.2464,155,1
run6-tbt-10s,1,regionale,10,none,true,100,156,2,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,502990,1,106,1.0,502990.0,752903.0,0.668067,4.030842e-06,2.02747322,0.1316678,0.95191731,-0.833,5.000,14.353,14.3526,-0.0004,1,,0,2,2,0,0,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,00e6114fe6455bb345fad040cc6d9846e1fe02a2012233a57475c5094b2d43e3,946686375,946686361,13,1,0,0,109.513,155,
