experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,n_candidates_logged,n_candidates_with_weight,all_candidates_logged,winner_observed_host,winner_observed_address,winner_observed_logged_score,winner_theoretical_argmin_delay_host,winner_theoretical_argmin_score_host,argmin_delay_equals_argmin_score,winner_matches_theoretical_argmin,inversion,observed_winner_rank_by_delay,delay_min_s,delay_winner_s,margin_G_logged_s,margin_G_recomputed_s,inversion_gap_s,score_min,score_gap_2_1,W_tot_effective,W_tot_minus_argmin_weff,weff_argmin_score,p_observed_winner,phi_s,phi_identical_across_nodes,block_time,parent_time,dt_prev_s,scheduler_residual_s,verify_delay_floor_s,time_bar_slack_s,time_bar_ok,verify_parent_matches_chain,fork_detected,n_competing_blocks,competing_hashes,n_rejects,txcount,streak_length_so_far,winner_repeats_previous,n_candidates_delay_recompute_mismatch
run1-tbt-15s,1,intercontinentale,15,none,true,12,61,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m1,m1,1,1,0,1,15.292,15.292,6.767,6.7671,0.0,4.92890543e-06,1.8291952970000002e-05,147292.0,57687.0,89605.0,0.608349,0.25,1,946685700,946685685,15,-0.292,15,0,1,1,0,0,,0,9,1,,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,62,6,1,3,3,1,m3,1MLVVG8fMGWs7VjPzEUks1PZciECtd6qf8R948,1,m3,m3,1,1,0,1,13.491,13.491,6.694,6.6948,0.0,3.44853932e-06,9.19071938e-06,147292.0,134443.0,12849.0,0.087235,0.083,1,946685715,946685700,15,1.509,13,2,1,1,0,0,,0,6,1,0,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,63,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m1,m1,1,1,0,1,14.852,14.852,1.665,1.6653,0.0,4.54369539e-06,1.6589691100000005e-06,147292.0,57687.0,89605.0,0.608349,0.167,1,946685732,946685715,17,2.148,14,3,1,1,0,0,,0,8,1,0,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,64,6,1,3,3,1,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,1,m2,m2,1,1,0,1,11.007,11.007,9.395,9.395,0.0,1.75894877e-06,1.1331239329999998e-05,147292.0,102454.0,44838.0,0.304416,0.417,1,946685745,946685732,13,1.993,11,2,1,1,0,0,,0,7,1,0,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,65,6,1,3,3,1,m2,1PwHZnrqgjRdTWg1eAavbk64Zjg1K2K25m4v5P,1,m2,m2,1,1,0,1,20.727,20.727,1.84,1.8408,0.0,1.39452152e-05,2.1377767300000002e-05,147292.0,102454.0,44838.0,0.304416,0.75,1,946685766,946685745,21,0.273,20,1,1,1,0,0,,0,10,2,1,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,66,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m1,m1,1,1,0,1,13.105,13.105,8.612,8.6121,0.0,3.23726366e-06,1.7577893539999998e-05,147292.0,57687.0,89605.0,0.608349,-0.417,1,946685780,946685766,14,0.895,13,1,1,1,0,0,,0,5,1,0,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,67,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m1,m1,1,1,0,1,12.002,12.002,6.761,6.761,0.0,2.44443011e-06,7.051752220000001e-06,147292.0,57687.0,89605.0,0.608349,-0.167,1,946685792,946685780,12,-0.002,12,0,1,1,0,0,,0,5,2,1,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,68,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m1,m1,1,1,0,1,17.627,17.627,4.428,4.4276,0.0,7.63398501e-06,1.624841589e-05,147292.0,57687.0,89605.0,0.608349,0.0,1,946685811,946685792,19,1.373,17,2,1,1,0,0,,0,6,3,1,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,69,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m2,m2,1,0,1,2,19.436,20.277,0.841,0.8407,0.841,1.07465557e-05,2.1636374e-06,147292.0,102454.0,44838.0,0.608349,0.083,1,946685832,946685811,21,0.723,20,1,1,1,1,1,00ef7a45b9c5ad0feb4485c710103118a4a05b41f2e8da079a89fba4000d16f0,0,10,4,1,0
run1-tbt-15s,1,intercontinentale,15,none,true,12,70,6,1,3,3,1,m1,1BCbQWmgd57VhPC3P556KkGd4Y4x8a8CV1bddD,1,m1,m1,1,1,0,1,9.702,9.702,5.185,5.1846,0.0,1.13122831e-06,3.56273618e-06,147292.0,57687.0,89605.0,0.608349,-0.5,1,946685842,946685832,10,0.298,9,1,1,1,0,0,,0,5,5,1,0
