experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,epoch_buried,validator_host,validator_address,w_raw_start,w_raw_end,w_eff_start,w_eff_end,psi,p_theoretical_blockweighted,n_blocks,O_i,E_i,p_hat,wilson95_low,wilson95_high,p_theoretical_inside_wilson95,abs_error_p,share_changed_within_epoch
run2-tbt-10s,regionale,1,10,none,true,6,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,104092,105590,104092.0,105590.0,1.0,0.66735029,7,7,4.671452,1.0,0.64566956,1.0,1,0.33264971,1
run2-tbt-10s,regionale,1,10,none,true,6,1,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,38404,41030,38404.0,41030.0,1.0,0.25557143,7,0,1.789,0.0,0.0,0.35433044,1,0.25557143,1
run2-tbt-10s,regionale,1,10,none,true,6,1,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,13358,11653,13358.0,11653.0,1.0,0.077078,7,0,0.539546,0.0,0.0,0.35433044,1,0.077078,1
run2-tbt-10s,regionale,1,10,none,true,7,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,105590,123285,105590.0,123285.0,1.0,0.66764883,12,9,8.011786,0.75,0.46769467,0.91105833,1,0.08235117,1
run2-tbt-10s,regionale,1,10,none,true,7,1,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,41030,46111,41030.0,46111.0,1.0,0.25537975,12,3,3.064557,0.25,0.08894167,0.53230533,1,0.00537975,1
run2-tbt-10s,regionale,1,10,none,true,7,1,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,11653,15062,11653.0,15062.0,1.0,0.07697142,12,0,0.923657,0.0,0.0,0.24249401,1,0.07697142,1
run2-tbt-10s,regionale,1,10,none,true,8,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,123285,105590,123285.0,105590.0,1.0,0.66948025,12,9,8.033763,0.75,0.46769467,0.91105833,1,0.08051975,1
run2-tbt-10s,regionale,1,10,none,true,8,1,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,46111,38404,46111.0,38404.0,1.0,0.24751558,12,1,2.970187,0.08333333,0.01486509,0.35387991,1,0.16418225,1
run2-tbt-10s,regionale,1,10,none,true,8,1,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,15062,13358,15062.0,13358.0,1.0,0.08300375,12,2,0.996045,0.16666667,0.04696514,0.44803086,1,0.08366292,1
run2-tbt-10s,regionale,1,10,none,true,9,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,105590,115186,105590.0,115186.0,1.0,0.66623592,12,11,7.994831,0.91666667,0.64612009,0.98513491,1,0.25043075,1
run2-tbt-10s,regionale,1,10,none,true,9,1,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,38404,46111,38404.0,46111.0,1.0,0.25237567,12,0,3.028508,0.0,0.0,0.24249401,0,0.25237567,1
run2-tbt-10s,regionale,1,10,none,true,9,1,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,13358,13358,13358.0,13358.0,1.0,0.08138783,12,1,0.976654,0.08333333,0.01486509,0.35387991,1,0.0019455,1
run2-tbt-10s,regionale,1,10,none,true,10,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,115186,105590,115186.0,105590.0,1.0,0.66867517,12,10,8.024102,0.83333333,0.55196914,0.95303486,1,0.16465817,1
run2-tbt-10s,regionale,1,10,none,true,10,1,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,46111,38404,46111.0,38404.0,1.0,0.257287,12,2,3.087444,0.16666667,0.04696514,0.44803086,1,0.09062033,1
run2-tbt-10s,regionale,1,10,none,true,10,1,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,13358,10941,13358.0,10941.0,1.0,0.07403825,12,0,0.888459,0.0,0.0,0.24249401,1,0.07403825,1
run2-tbt-10s,regionale,1,10,none,true,11,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,105590,123285,105590.0,123285.0,1.0,0.67603367,12,9,8.112404,0.75,0.46769467,0.91105833,1,0.07396633,1
run2-tbt-10s,regionale,1,10,none,true,11,1,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,38404,46111,38404.0,46111.0,1.0,0.24875075,12,2,2.985009,0.16666667,0.04696514,0.44803086,1,0.08208408,1
run2-tbt-10s,regionale,1,10,none,true,11,1,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,10941,15062,10941.0,15062.0,1.0,0.07521617,12,1,0.902594,0.08333333,0.01486509,0.35387991,1,0.00811717,1
run2-tbt-10s,regionale,1,10,none,true,12,1,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,123285,105590,123285.0,105590.0,1.0,0.66489067,12,12,7.978688,1.0,0.75750599,1.0,0,0.33510933,1
