experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,argmin_class_host,n,ks_stat,ks_p,mean_gap_x_rate,expected_mean,note
run2-tbt-10s,regionale,1,10,none,true,6,m1,6,0.35332571,0.3559705,0.62550516,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,6,m2,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,7,m1,9,0.21029907,0.74761633,0.76743845,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,7,m2,3,0.52289868,0.28204851,1.11530378,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,8,m2,3,0.74075529,0.03484654,0.20441592,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,8,m1,7,0.26455059,0.62040647,0.78228642,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,8,m3,2,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,9,m1,11,0.25097969,0.42278768,1.00665551,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,9,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,10,m1,7,0.25439315,0.66797219,1.1179064,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,10,m2,4,0.39140662,0.46507126,0.53736701,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,10,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,11,m1,8,0.24774068,0.62416309,1.14450101,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,11,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,11,m2,3,0.44922659,0.46054568,1.23842682,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,12,m1,10,0.13057228,0.98690395,1.02314469,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,12,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,13,m2,4,0.39785514,0.4442444,1.7865972,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,13,m1,7,0.24950584,0.69085799,0.91250386,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,13,m3,1,,,,,not computable: n < 3 or W - w_i <= 0
run2-tbt-10s,regionale,1,10,none,true,14,m1,10,0.21953607,0.64505108,0.6828543,1.0,"gap standardised by (W - w_i) of its round, tested against Exp(1)"
run2-tbt-10s,regionale,1,10,none,true,14,m2,2,,,,,not computable: n < 3 or W - w_i <= 0
