height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
98,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,6.05876426e-06,4,946685297,946685291,4,admin m1 m2 m3,8,2000-01-01 00:08:18,run/data/admin/debug.log,620
99,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,3.16244463e-05,7,946685305,946685297,4,admin m1 m2 m3,8,2000-01-01 00:08:26,run/data/admin/debug.log,634
100,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,1.08896476e-05,5,946685312,946685305,4,admin m1 m2 m3,8,2000-01-01 00:08:32,run/data/admin/debug.log,648
101,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,2.01981287e-06,3,946685315,946685312,4,admin m1 m2 m3,8,2000-01-01 00:08:35,run/data/admin/debug.log,662
102,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,1.27766742e-05,5,946685321,946685315,4,admin m1 m2 m3,8,2000-01-01 00:08:42,run/data/admin/debug.log,677
103,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,1.30336608e-05,5,946685328,946685321,4,admin m1 m2 m3,8,2000-01-01 00:08:49,run/data/admin/debug.log,691
104,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,1.29933989e-06,2,946685331,946685328,4,admin m1 m2 m3,8,2000-01-01 00:08:52,run/data/admin/debug.log,705
105,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,1.81577526e-05,6,946685338,946685331,4,admin m1 m2 m3,8,2000-01-01 00:08:58,run/data/admin/debug.log,719
106,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,2.68800608e-05,7,946685346,946685338,4,admin m1 m2 m3,8,2000-01-01 00:09:06,run/data/admin/debug.log,733
107,1CDYMG7QEtXPWnEVVWcYX1NBF1jKK4gz6vthcp,m1,2.10405601e-05,6,946685353,946685346,4,admin m1 m2 m3,8,2000-01-01 00:09:14,run/data/admin/debug.log,747
108,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,m2,3.7394194e-06,3,946685359,946685353,4,admin m1 m2 m3,8,2000-01-01 00:09:19,run/data/admin/debug.log,761
109,1M2z5HwZUMH7221MNFHycGfwkoENnFENJm4KAx,m2,1.4131264e-05,5,946685366,946685359,4,admin m1 m2 m3,8,2000-01-01 00:09:26,run/data/admin/debug.log,775
