run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run2-tbt-10s/regionale,regionale,10,1,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,004839c11178699e17a9b7f1dc887ab52cfbe77303488836f61a7e343f8670d6,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run2-tbt-10s/regionale,regionale,10,6,1,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run2-tbt-10s/regionale,regionale,10,34,3,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run2-tbt-10s/regionale,regionale,10,37,4,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
run2-tbt-10s/regionale,regionale,10,37,4,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m2,l'admin finanzia m2,999000.0,,1
run2-tbt-10s/regionale,regionale,10,49,5,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m1,l'admin finanzia m1,998900.0,,1
run2-tbt-10s/regionale,regionale,10,61,6,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m1,l'admin finanzia m1,998800.0,,1
run2-tbt-10s/regionale,regionale,10,61,6,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m2,l'admin finanzia m2,998700.0,,1
run2-tbt-10s/regionale,regionale,10,74,7,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m1,l'admin finanzia m1,998600.0,,1
run2-tbt-10s/regionale,regionale,10,74,7,admin,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,refill,-100.0,m3,l'admin finanzia m3,998500.0,,1
