run_id,livello,tbt,height_conferma,epoca,nodo_certificato,indirizzo_certificato,esg_score,publisher,publisher_indirizzo,txid
run2-tbt-10s/regionale,regionale,10,27,3,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,85.56,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,a2028182ccc3e09707a49024d12038ef429bd64c68be8faf7dd3d0691e8d51d3
run2-tbt-10s/regionale,regionale,10,27,3,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,26.46,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,2d794cdb005bea42536928289970bf083094385772655a6719d24fe1d781f6cc
run2-tbt-10s/regionale,regionale,10,27,3,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,24.17,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,6e6fed9d6cead5ff6bbfc8b292e35b41ce606bc79740935ea110a720f9a0c699
run2-tbt-10s/regionale,regionale,10,27,3,c1,1C53cY45GLP1jCtGZ3jjRxK41xDpogMscxLoET,17.5,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,55e7a5564376692223ce9ad9750434770571d01b3b1c0ba66eca08f9ccdf337c
run2-tbt-10s/regionale,regionale,10,27,3,c2,1KwDQh1YXp8Gjcm5PUTzw4oojyETr76SR6K5g4,77.16,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,57c25c61d20c710f9b73b1fad5776d5be3962d4916dd42cc4ded1c9108f44263
run2-tbt-10s/regionale,regionale,10,27,3,c3,1akYxtSrcSsAR7FUMwZr2RAjBZeS9pefqhTGii,99.26,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,9bc8281fe29e8ea47a9be8ba5348e5aadb9e7fddf6c33739fa5669f91bddcb8f
run2-tbt-10s/regionale,regionale,10,27,3,c4,1RNinnWHk18yFwNrDviXwK4oyJtZRTHU6YR4MW,92.76,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,333028a2536b5d3b257d3d8cbb179ecd4aeb0776c87ef35b163ef1a0c3c113e5
run2-tbt-10s/regionale,regionale,10,27,3,c5,1HW1Y78Q8DyPU8YKdN6gzrGyAC2HS8qt346Gcd,70.53,ca,1JVXnYEpbsumL5N4MBC59vhsCNGbtbK5xsiznu,95c3e716c424946421059243184d22d7f923fc10deeee44dce97183dec1d15d8
