height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
152,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,4.91116788e-06,14,946686329,946686314,4,admin m1 m2 m3,10,2000-01-01 00:25:30,run/data/admin/debug.log,739
152,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,3.06427555e-06,14,946686329,946686314,4,admin m1 m2 m3,10,2000-01-01 00:25:30,run/data/admin/debug.log,750
153,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.29493836e-06,13,946686342,946686329,4,admin m1 m2 m3,8,2000-01-01 00:25:43,run/data/admin/debug.log,769
154,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,8.89491513e-07,9,946686352,946686342,4,admin m1 m2 m3,8,2000-01-01 00:25:53,run/data/admin/debug.log,783
155,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,3.38436169e-07,7,946686361,946686352,4,admin m1 m2 m3,8,2000-01-01 00:26:01,run/data/admin/debug.log,800
156,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,2.90577086e-06,13,946686375,946686361,4,admin m1 m2 m3,8,2000-01-01 00:26:16,run/data/admin/debug.log,814
157,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.3927797e-07,5,946686383,946686375,4,admin m1 m2 m3,8,2000-01-01 00:26:23,run/data/admin/debug.log,828
158,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,5.5592381e-07,8,946686392,946686383,4,admin m1 m2 m3,8,2000-01-01 00:26:32,run/data/admin/debug.log,842
159,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.80308327e-07,6,946686400,946686392,4,admin m1 m2 m3,8,2000-01-01 00:26:40,run/data/admin/debug.log,856
160,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,3.58317877e-06,14,946686414,946686400,4,admin m1 m2 m3,8,2000-01-01 00:26:54,run/data/admin/debug.log,870
161,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,6.63682162e-07,8,946686424,946686414,4,admin m1 m2 m3,8,2000-01-01 00:27:04,run/data/admin/debug.log,884
162,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.60306437e-06,11,946686437,946686424,4,admin m1 m2 m3,8,2000-01-01 00:27:17,run/data/admin/debug.log,898
163,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,4.56483633e-06,14,946686452,946686437,4,admin m1 m2 m3,8,2000-01-01 00:27:33,run/data/admin/debug.log,912
164,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.85252313e-06,12,946686466,946686452,4,admin m1 m2 m3,8,2000-01-01 00:27:46,run/data/admin/debug.log,926
165,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,3.47676121e-06,13,946686480,946686466,4,admin m1 m2 m3,8,2000-01-01 00:28:00,run/data/admin/debug.log,943
166,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1.12439167e-07,5,946686488,946686480,4,admin m1 m2 m3,8,2000-01-01 00:28:08,run/data/admin/debug.log,957
167,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.59580772e-06,11,946686501,946686488,4,admin m1 m2 m3,8,2000-01-01 00:28:21,run/data/admin/debug.log,971
168,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,7.93138257e-07,9,946686511,946686501,4,admin m1 m2 m3,8,2000-01-01 00:28:31,run/data/admin/debug.log,985
169,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.77430251e-06,13,946686525,946686511,4,admin m1 m2 m3,8,2000-01-01 00:28:45,run/data/admin/debug.log,999
170,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,7.58177555e-07,8,946686535,946686525,4,admin m1 m2 m3,8,2000-01-01 00:28:55,run/data/admin/debug.log,1013
171,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,2.47287393e-06,13,946686549,946686535,4,admin m1 m2 m3,8,2000-01-01 00:29:10,run/data/admin/debug.log,1027
172,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,4.23449429e-07,7,946686558,946686549,4,admin m1 m2 m3,8,2000-01-01 00:29:18,run/data/admin/debug.log,1041
173,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.51124924e-06,13,946686571,946686558,4,admin m1 m2 m3,8,2000-01-01 00:29:32,run/data/admin/debug.log,1055
174,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.0442616e-06,9,946686582,946686571,4,admin m1 m2 m3,8,2000-01-01 00:29:43,run/data/admin/debug.log,1069
175,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,4.07419263e-07,7,946686590,946686582,4,admin m1 m2 m3,8,2000-01-01 00:29:50,run/data/admin/debug.log,1083
176,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,6.44672717e-07,8,946686599,946686590,4,admin m1 m2 m3,8,2000-01-01 00:29:59,run/data/admin/debug.log,1097
177,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.04765315e-07,6,946686605,946686599,4,admin m1 m2 m3,8,2000-01-01 00:30:06,run/data/admin/debug.log,1114
178,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,4.97485493e-09,4,946686611,946686605,4,admin m1 m2 m3,8,2000-01-01 00:30:11,run/data/admin/debug.log,1128
179,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,5.01364993e-07,8,946686620,946686611,4,admin m1 m2 m3,8,2000-01-01 00:30:20,run/data/admin/debug.log,1142
180,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.5783578e-06,11,946686632,946686620,4,admin m1 m2 m3,8,2000-01-01 00:30:32,run/data/admin/debug.log,1156
181,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,4.32854202e-08,5,946686637,946686632,4,admin m1 m2 m3,8,2000-01-01 00:30:38,run/data/admin/debug.log,1170
182,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.86676249e-06,13,946686652,946686637,4,admin m1 m2 m3,8,2000-01-01 00:30:52,run/data/admin/debug.log,1184
183,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,2.65143501e-06,13,946686666,946686652,4,admin m1 m2 m3,8,2000-01-01 00:31:06,run/data/admin/debug.log,1198
184,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1.4969495e-07,6,946686673,946686666,4,admin m1 m2 m3,8,2000-01-01 00:31:14,run/data/admin/debug.log,1212
185,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1.93862804e-06,12,946686687,946686673,4,admin m1 m2 m3,8,2000-01-01 00:31:27,run/data/admin/debug.log,1226
186,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,3.52063402e-07,7,946686694,946686687,4,admin m1 m2 m3,11,2000-01-01 00:31:35,run/data/admin/debug.log,1240
186,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.8309085e-07,6,946686695,946686687,4,admin m1 m2 m3,9,2000-01-01 00:31:35,run/data/admin/debug.log,1251
187,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1.51030258e-07,6,946686701,946686694,4,admin m1 m2 m3,11,2000-01-01 00:31:41,run/data/admin/debug.log,1270
187,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1.77785851e-07,6,946686701,946686695,4,admin m1 m2 m3,9,2000-01-01 00:31:42,run/data/admin/debug.log,1281
