txid,publisher_address,publisher_host,node_address,node_host,miner_address,miner_host,blocktime,confirm_height
ba08a54dbc47e115ea6d51bd2354763ff71448111f596cbaa3832e35beebedb1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685065,27
3a94d70b71fbd4f02dac80e308c4db025281ab98317984761b56f6d4f9cd3b42,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685065,27
1d46f13437742029283566e96760ca2ed5237c4140e0b17d39594fdad4b3ffb1,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685065,27
5bc40a7b3802b492a16810993e8bb35fda642498b1e059422ee21967b807bb79,1WKAvTs1PuLWWhbs81FEoWMauujvaJsfcdCK19,c5,1WKAvTs1PuLWWhbs81FEoWMauujvaJsfcdCK19,c5,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685065,27
c3979016bc4797e2498067954eadc1b1a975939c48a92ed9472475387df17187,1HSsgRzT3u8K12Vu3Exb4rfR3ftqbn2i14Qd81,c4,1HSsgRzT3u8K12Vu3Exb4rfR3ftqbn2i14Qd81,c4,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685065,27
bb5a15f72285d8bbf67bee81f725245b92deaa1a381d3c66da3855e635333d5b,1T4QPhG3W19X6RG7JSCSWUBEWNcDbX5P7TSXm6,c3,1T4QPhG3W19X6RG7JSCSWUBEWNcDbX5P7TSXm6,c3,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685065,27
92bc25fdd665694abc88cce15d1fb8b8fc54eb5d05febdcd60d415ecd11af337,1FxDCdZVGpjWm6uLbNob2iCQ9yxw6DRxBSm9XK,c1,1FxDCdZVGpjWm6uLbNob2iCQ9yxw6DRxBSm9XK,c1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685065,27
e69aed5d321a6a2f27c950c0132a685839cbbdf110cb108775e0f20d252d4d40,12tZ2Db4FqKa8tWj5kCSyLayPn2wZgFqbmAA15,c2,12tZ2Db4FqKa8tWj5kCSyLayPn2wZgFqbmAA15,c2,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685065,27
