sample_height,host,balance_gas
34,c1,99.8042
34,c2,99.8042
34,c3,99.8042
34,c4,99.8042
34,c5,99.804
34,m1,4.4259
34,m2,21.1107
34,m3,40.2662
34,ca,49.3568
36,c1,99.608
36,c2,99.6636
36,c3,99.719
36,c4,99.7194
36,c5,99.719
36,m1,104.4259
36,m2,21.1107
36,m3,40.2662
36,ca,49.3568
39,c1,99.3858
39,c2,99.4968
39,c3,99.608
39,c4,99.6084
39,c5,99.6634
39,m1,104.5925
39,m2,21.1107
39,m3,40.5472
39,ca,49.3568
43,c1,99.1628
43,c2,99.3856
43,c3,99.4968
43,c4,99.5528
43,c5,99.608
43,m1,104.5925
43,m2,21.3887
43,m3,41.0472
43,ca,49.3568
46,c1,98.9396
46,c2,99.2184
46,c3,99.3858
46,c4,99.4416
46,c5,99.5526
46,m1,104.5925
46,m2,22.0007
46,m3,41.0472
46,ca,49.3568
49,c1,98.7722
49,c2,99.107
49,c3,99.2746
49,c4,99.386
49,c5,99.4414
49,m1,105.2053
49,m2,22.0007
49,m3,41.0472
49,ca,49.3568
52,c1,98.5494
52,c2,98.9396
52,c3,99.1632
52,c4,99.2748
52,c5,99.3858
52,m1,105.2053
52,m2,22.0007
52,m3,41.604
52,ca,49.3568
55,c1,98.3264
55,c2,98.8282
55,c3,99.0516
55,c4,99.219
55,c5,99.3302
55,m1,105.4837
55,m2,22.0007
55,m3,41.9388
55,ca,49.3568
57,c1,98.1032
57,c2,98.6608
57,c3,98.9402
57,c4,99.1076
57,c5,99.2744
57,m1,105.4837
57,m2,22.0007
57,m3,42.4404
57,ca,49.3568
61,c1,97.936
61,c2,98.5492
61,c3,98.8844
61,c4,99.0518
61,c5,99.2186
61,m1,105.9855
61,m2,22.2797
61,m3,42.4404
61,ca,49.3568
64,c1,97.713
64,c2,98.382
64,c3,98.773
64,c4,98.9402
64,c5,99.1072
64,m1,106.3757
64,m2,22.2797
64,m3,42.4404
64,ca,49.3568
67,c1,97.49
67,c2,98.2704
67,c3,98.6614
67,c4,98.8846
67,c5,99.0514
67,m1,106.7659
67,m2,22.2797
67,m3,42.4404
67,ca,49.3568
70,c1,97.2672
70,c2,98.1032
70,c3,98.5498
70,c4,98.7732
70,c5,98.9956
70,m1,106.7659
70,m2,22.2797
70,m3,42.4404
70,ca,49.3568
72,c1,97.1
72,c2,97.9916
72,c3,98.4382
72,c4,98.7174
72,c5,98.94
72,m1,106.7659
72,m2,22.2797
72,m3,42.775
72,ca,49.3568
76,c1,96.877
76,c2,97.8246
76,c3,98.3266
