txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
2a43a1f5f87a65c2d9502d151afeb9a9823e61147c0e35623cca50daa61817ed,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,199052,1,105,946685853,946685862,485,106,txs.log UpdateTx
eacdbff8fc996634fe5c195b9e62cb4d26f0f5942671071acd0f7828d79e0d97,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,502990,1,105,946685856,946685862,485,106,txs.log UpdateTx
9802f93977c20fff36529fb26d4a1d5ea1894f373d4b629c25102c32314a1449,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,50861,1,105,946685856,946685862,485,106,txs.log UpdateTx
d5109fe0647979520516bdef79a44624e7f7c7ccc07031a141a45d73f3e09c5e,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,804271,2,205,946686906,946686917,385,206,txs.log UpdateTx
3bcb261302fde660ef6040af445e150b63ee2be859f52fa724a85642705cae3b,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,306266,2,205,946686909,946686917,385,206,txs.log UpdateTx
ebcf302df4de596981b615401cba33e36e97d52730ed9b73a94f3907fc592af9,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,76432,2,205,946686909,946686917,385,206,txs.log UpdateTx
5fdc7ed92a02bb673e647616858cdbc3959d13ea8492adafe213b2ce668702fa,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,78137,3,305,946687971,946687977,285,306,txs.log UpdateTx
37bcedc7192627db13cea7b0c69da30b2e6d364b0377cb66087b8342a683817c,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,256000,3,305,946687971,946687977,285,306,txs.log UpdateTx
3715bf6a9fa940ceec0efc855a159ffe3cf51d10a3fab20380db59063763494c,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,812370,4,405,946689036,946689044,185,406,txs.log UpdateTx
c36fdde439d9c72455875465b2c8a5aea99c23d974405169f27c0d082d990c73,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,76432,4,405,946689039,946689044,185,406,txs.log UpdateTx
312b9a4a651c676f2f5d89392e922963d6cec4d3096ea7e1cccdc95209dd6a31,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,311175,4,405,946689039,946689044,185,406,txs.log UpdateTx
f733d9d98937bb28000c39e6854d0f3b6ba8aa09dc2dda868dc14eff8899d4fd,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,866954,5,505,946690179,946690187,85,506,txs.log UpdateTx
d26d6497c9e22435e5cd9d5c3b91180437a1bc8772c3ed55797405f4804e5db6,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,83251,5,505,946690179,946690187,85,506,txs.log UpdateTx
5329874dceb702a5a2baf99545744bdc1bc7a08de9f2904065127b142c663972,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,334297,5,505,946690179,946690187,85,506,txs.log UpdateTx
