height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,00bee57b64d46c0160c52fe0a9321c53f1d9dc6deae5bbbb0b227a967f372205,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684801,1,590,1,1
2,00b7a667f50c0841c744522f52d55526e40be273caf41f2e305315e3c483f897,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684802,1,589,1,1
3,00ccf258f6644e4126290c76627300f95c23a75ff35eeef7112550b75da176f7,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684811,4,588,1,1
4,00a948d4c1973e468ef981a24eb76a142d940f104420b917ffc28253ff15a2da,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684821,1,587,1,1
5,004c39767f839bc865008486b4887cef945fb514f7bcd4d40d0207881666c80d,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684835,1,586,1,1
6,00996718af8b6c0d75a6b7aec2522a2b67b6a14409514e06fb9fbd691decefbf,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684850,1,585,1,1
7,0059a32c10b0eb19903caa9109931267f0625ef18727a388262782fb7b762fc8,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684862,40,584,1,1
8,0076f1851a97cb733bfaec2aeab5883e62c83199b1a1c2268973728c04650b91,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684876,1,583,1,1
9,00c93818b6094608ea4665a5877766edf71958df36f4a6c00107371de61de1b2,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684888,1,582,1,1
10,00d933f5fe0a28ed061e6d94cc1766eb82ad883f14e180687d5573f622e3e0fb,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684901,1,581,1,1
11,00facf26ab1e9c26cfae2144daed476c86005f5d28357b359bee2e05ac385f46,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684911,1,580,1,1
12,008258cc9f3d30fb7954e4d8406f45d4c4d6c50819684627a428196dcb53ad58,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684920,1,579,1,1
13,001eb57575dfc0b4ca638796cdf2486621c275bdb4b37d7d245a9cbb6f19d598,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684922,1,578,1,1
14,0008fb4e84d94ec9cb769547e1122e19591cc39a3e3cc2ff54ceebccc20003a7,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684930,1,577,1,1
15,00662ef8a23e751d00ffcad80cb337d8908079571649f59405aa453f2c742d99,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684939,1,576,1,1
16,005ab3d9c7c5f95f1b7f697429f03f9ae559bfd5de7efe8617d19f49c1027b29,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684955,1,575,1,1
17,006b0b1db78ef8e40307999200429a21d77262bcb496ecd95e6b0dc127864d83,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684963,1,574,1,1
18,0037e472bf332df23ab1318ca425741dc5722feae485d55f03823859bad52fcc,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684971,1,573,1,1
19,00ac30e22a333701ebe6c34766cb5eefabac6256598c0f6b21feff199ddc9a56,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684987,1,572,1,1
20,00d2b0c3f6d2a3b6ca628b6754ac48802e81497a5c9822643d2bf4a4019ce353,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946684998,1,571,1,1
21,00ab6b43ffc6e94041e997aa7e443b6316ae34b72635d743e06e24250485d4a1,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685008,1,570,1,1
22,00c856d61336ddc3e9400468b10eac24ad07f2bea6f437b755aa787667626a40,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685015,1,569,1,1
23,0081b719ff11318850193c95cbb6ebf941819e5eeef4c88fbfc08586fed3125f,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685024,1,568,1,1
24,002918ab0ed766b4a0c9945eb41c5b16ec732ef350aa55458be09db2282ab22e,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685035,1,567,1,1
25,00d432dbc274714c89fa5dcdd9373ce996253daea8eea93d52971812cc95c235,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685048,1,566,1,1
26,00b692509d6c36106e6790af8357f4b18d1c8a3ae5813410a23b3aed629f6829,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685057,1,565,1,1
27,00430bd90532064353de5f6dbdba137aa0c593397f9a3d4af530dcb841c1e4a1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685065,17,564,1,1
28,002e6a9cf4922c99043593a8da8d4f082f0e2cb804a71892c0656f5ba22bdab5,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685075,1,563,1,1
29,00a56373dd33101095f133b5655cba7fef888c28b5ad248ad0556e84d92ed372,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685089,1,562,1,1
30,0099204c58e7a8922adbea6f329f8b7abe02d68a288f979df424b77b7de3dd0f,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685094,1,561,1,1
31,004e8093541b6231b26da6463cbd0c44084e7241766b41eb22a60a6a0fdc40f0,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685105,1,560,1,1
32,008bea9778d11638d78b673573004cfd851796b3279b30bb9fdc8206984ec2b5,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685121,1,559,1,1
33,0018f460f7efaec1455d2be79a49ece0fa59cfe699d93a033d0abd5b8168d4c0,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685127,1,558,1,1
34,0084cfa0fa40f1c09254a5bb7c7db719e2a7fa587b04b16e8fcd37133770efe9,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685135,1,557,1,1
35,00bad1f2ee4db7865266ae05bd6ed284ca65c9210ad36b91811f416394f979d5,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685149,11,556,1,1
36,0038c414ffe37685f7b73717406d2fc653ec3e8999fff2be8e55548ad6ebd73a,1T6A5f4xxgBeMZGLHYDeD8CXVKZuWwCSXQGbYN,,946685158,4,555,1,1
37,00d1f761121e24127cfdc5f8cca6ac19cb0567367202c81408b56a1e03bf84cd,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685170,5,554,1,1
38,00eb65690a603e48dda38872ddc3af49476d34472123b2958f5a838befce2222,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685177,4,553,1,1
39,0020231cb01db9b83fa8526c163af33623bb0146682009b672d1a7380dbe0861,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685191,7,552,1,1
40,005862c03bb8e66269ea2e02eec7da344593ba697a37893a79f7c88b87bb7913,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685200,4,551,1,1
41,00b1182eadd03777ebf5a6d79172baedc87a27582af5f2695b9035687a0f6155,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685207,3,550,1,1
42,001ee535b29a2d29fe988a4e99662d2d1e001f48671528e0bc3d46a3bbf3c246,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685216,4,549,1,1
43,00eefd879424a68ee3dc30d97a081d52a2976778bedb38b88d322f1155aae423,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685226,5,548,1,1
44,005698d16b240663e02a75c728377cdb64e1ba584e906ade5414931ae5814b7c,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685241,7,547,1,1
45,00c5117cf7e408efedb12c7afcb13906e2255eed1d9879546ee7599e0b3ea68c,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,m2,946685246,2,546,1,1
46,009a9fe6d96d290b39998a3c0c10b63ec006185caa7979e4aacbdc0bbbda5b57,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685258,4,545,1,1
47,001a2cba7bc5dcc5606fcb064a9045f4eac820b3ea4ce0965a3f24a95dbb7e3a,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685266,5,544,1,1
48,00fff26279f6e91c40f259403390e898e969c51329ebf90dc697d1ae54a3f1a0,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,m1,946685276,5,543,1,1
49,002b8bd036eb51567e1b088b8ec951d184766d56d830c6c346305b5620b68a0f,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685287,5,542,1,1
50,001290022db223166907b53425b7195a4c1756fb322a6dab41227490921aabb6,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,m3,946685295,3,541,1,1
