experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run5-tbt-2s,continentale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),1.85381202,0.10496999,1.64807084,2.05955319,-18.8138735,397.380061,111,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,continentale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",1.97442597,0.10883807,1.76110335,2.18774859,1.68031956,366.3564184,111,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,continentale,1,2,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.83325363,,,,0.15493425,,47,,"H0 of proportionality: slope = 1, intercept = 0",,0.33683278,0.02060555,0.32511073,0.0257615
