epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
12,True,3,0,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,12849,12,12849,ok
12,True,3,0,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,47081,12,47081,ok
12,True,3,0,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,91646,12,91646,ok
