height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
60,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,6.85758555e-07,9,946685687,946685677,4,admin m1 m2 m3,8,2000-01-01 00:14:47,run/data/admin/debug.log,540
61,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,6.84302992e-06,17,946685704,946685687,4,admin m1 m2 m3,8,2000-01-01 00:15:05,run/data/admin/debug.log,554
62,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,6.35412189e-07,8,946685714,946685704,4,admin m1 m2 m3,8,2000-01-01 00:15:15,run/data/admin/debug.log,568
63,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,9.79293131e-06,19,946685735,946685714,4,admin m1 m2 m3,8,2000-01-01 00:15:36,run/data/admin/debug.log,584
64,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,1.63805407e-05,21,946685757,946685735,4,admin m1 m2 m3,8,2000-01-01 00:15:58,run/data/admin/debug.log,598
65,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,7.88477002e-06,18,946685776,946685757,4,admin m1 m2 m3,8,2000-01-01 00:16:16,run/data/admin/debug.log,615
66,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,4.53645088e-06,14,946685791,946685776,4,admin m1 m2 m3,8,2000-01-01 00:16:32,run/data/admin/debug.log,630
67,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,9.00286992e-06,18,946685810,946685791,4,admin m1 m2 m3,8,2000-01-01 00:16:50,run/data/admin/debug.log,644
68,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,8.33867331e-07,9,946685821,946685810,4,admin m1 m2 m3,8,2000-01-01 00:17:02,run/data/admin/debug.log,658
69,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,5.50874619e-06,15,946685839,946685821,4,admin m1 m2 m3,8,2000-01-01 00:17:19,run/data/admin/debug.log,672
70,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,1.07172352e-05,19,946685860,946685839,4,admin m1 m2 m3,8,2000-01-01 00:17:40,run/data/admin/debug.log,686
71,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,1.63688066e-05,20,946685882,946685860,4,admin m1 m2 m3,8,2000-01-01 00:18:02,run/data/admin/debug.log,703
72,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,5.57125298e-06,15,946685898,946685882,4,admin m1 m2 m3,8,2000-01-01 00:18:18,run/data/admin/debug.log,717
73,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,8.37749174e-05,21,946685920,946685898,4,admin m1 m2 m3,8,2000-01-01 00:18:40,run/data/admin/debug.log,732
74,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,8.23918871e-06,17,946685938,946685920,4,admin m1 m2 m3,8,2000-01-01 00:18:58,run/data/admin/debug.log,746
75,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,6.52333278e-06,15,946685954,946685938,4,admin m1 m2 m3,8,2000-01-01 00:19:14,run/data/admin/debug.log,760
76,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,2.17328686e-06,10,946685966,946685954,4,admin m1 m2 m3,8,2000-01-01 00:19:27,run/data/admin/debug.log,774
77,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,3.73467718e-05,21,946685988,946685966,4,admin m1 m2 m3,8,2000-01-01 00:19:49,run/data/admin/debug.log,788
78,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,8.23679792e-07,8,946685997,946685988,4,admin m1 m2 m3,8,2000-01-01 00:19:58,run/data/admin/debug.log,803
79,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,4.59337362e-07,8,946686006,946685997,4,admin m1 m2 m3,8,2000-01-01 00:20:06,run/data/admin/debug.log,820
80,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,3.95973698e-06,14,946686021,946686006,4,admin m1 m2 m3,8,2000-01-01 00:20:22,run/data/admin/debug.log,834
81,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,6.91815898e-06,17,946686039,946686021,4,admin m1 m2 m3,8,2000-01-01 00:20:39,run/data/admin/debug.log,848
82,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,3.62465904e-06,13,946686053,946686039,4,admin m1 m2 m3,8,2000-01-01 00:20:54,run/data/admin/debug.log,862
83,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,5.58209779e-06,16,946686070,946686053,4,admin m1 m2 m3,8,2000-01-01 00:21:10,run/data/admin/debug.log,876
84,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,4.35757799e-07,8,946686080,946686070,4,admin m1 m2 m3,8,2000-01-01 00:21:20,run/data/admin/debug.log,890
85,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,3.8415408e-06,14,946686095,946686080,4,admin m1 m2 m3,8,2000-01-01 00:21:35,run/data/admin/debug.log,905
86,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,1.10551623e-05,20,946686116,946686095,4,admin m1 m2 m3,8,2000-01-01 00:21:56,run/data/admin/debug.log,920
87,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,5.04236049e-06,16,946686132,946686116,4,admin m1 m2 m3,8,2000-01-01 00:22:13,run/data/admin/debug.log,937
88,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,2.14298621e-06,12,946686144,946686132,4,admin m1 m2 m3,8,2000-01-01 00:22:25,run/data/admin/debug.log,951
89,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,8.67966224e-06,18,946686164,946686144,4,admin m1 m2 m3,8,2000-01-01 00:22:45,run/data/admin/debug.log,965
90,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,1.25478277e-06,10,946686176,946686164,4,admin m1 m2 m3,8,2000-01-01 00:22:57,run/data/admin/debug.log,980
