height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
60,6,1,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,2.31679163e-06,12.176,12.176,2000-01-01 00:14:38,0,run/data/m1/debug.log,455
60,6,1,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,6.85758555e-07,9.184,9.184,2000-01-01 00:14:37,0,run/data/m2/debug.log,469
60,6,1,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,2.96826857e-05,22.527,22.527,2000-01-01 00:14:38,0,run/data/m3/debug.log,442
61,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,9.78217976e-06,19.230,19.230,2000-01-01 00:14:48,0,run/data/m1/debug.log,470
61,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,6.84302992e-06,17.326,17.326,2000-01-01 00:14:47,0,run/data/m2/debug.log,511
61,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,2.91325327e-05,22.396,22.396,2000-01-01 00:14:48,0,run/data/m3/debug.log,457
62,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,3.69147204e-06,14.060,14.060,2000-01-01 00:15:05,0,run/data/m1/debug.log,486
62,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,6.35412189e-07,8.962,8.962,2000-01-01 00:15:04,0,run/data/m2/debug.log,900
62,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,2.32063255e-05,22.143,22.143,2000-01-01 00:15:06,0,run/data/m3/debug.log,473
63,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,9.79293131e-06,19.319,19.319,2000-01-01 00:15:15,0,run/data/m1/debug.log,501
63,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,1.59850223e-05,21.364,21.364,2000-01-01 00:15:14,0,run/data/m2/debug.log,1042
63,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,0.000143336847,22.650,22.650,2000-01-01 00:15:16,0,run/data/m3/debug.log,488
64,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,1.63805407e-05,21.340,21.340,2000-01-01 00:15:35,0,run/data/m1/debug.log,609
64,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,3.44678316e-05,22.475,22.475,2000-01-01 00:15:36,0,run/data/m2/debug.log,1057
64,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,2.16897082e-05,22.015,22.015,2000-01-01 00:15:37,0,run/data/m3/debug.log,503
65,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,7.88477002e-06,18.084,18.084,2000-01-01 00:15:57,0,run/data/m1/debug.log,668
65,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,7.33951049e-06,17.694,17.694,2000-01-01 00:15:58,0,run/data/m2/debug.log,1072
65,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,1.09103661e-05,19.745,19.745,2000-01-01 00:15:59,0,run/data/m3/debug.log,518
66,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,4.53645088e-06,14.946,14.946,2000-01-01 00:16:16,0,run/data/m1/debug.log,1176
66,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,5.13820804e-05,22.411,22.411,2000-01-01 00:16:17,0,run/data/m2/debug.log,1087
66,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,3.01465985e-05,22.271,22.271,2000-01-01 00:16:17,0,run/data/m3/debug.log,533
67,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,9.00286992e-06,18.209,18.209,2000-01-01 00:16:31,0,run/data/m1/debug.log,1590
67,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,8.56073314e-05,22.350,22.350,2000-01-01 00:16:32,0,run/data/m2/debug.log,1110
67,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,0.000140207931,22.350,22.350,2000-01-01 00:16:33,0,run/data/m3/debug.log,555
68,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,7.18039239e-06,16.993,16.993,2000-01-01 00:16:50,0,run/data/m1/debug.log,1923
68,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,5.49877288e-05,22.361,22.361,2000-01-01 00:16:51,0,run/data/m2/debug.log,1125
68,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,8.33867331e-07,9.052,9.052,2000-01-01 00:16:51,0,run/data/m3/debug.log,570
69,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,2.41500748e-05,21.875,21.875,2000-01-01 00:17:02,0,run/data/m1/debug.log,1938
69,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,5.50874619e-06,15.526,15.526,2000-01-01 00:17:02,0,run/data/m2/debug.log,1140
69,6,0,m3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,8.18278524e-05,22.350,22.350,2000-01-01 00:17:01,0,run/data/m3/debug.log,917
70,6,0,m1,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,1.07172352e-05,19.159,19.159,2000-01-01 00:17:20,0,run/data/m1/debug.log,1953
70,6,0,m2,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,1.77191647e-05,21.209,21.209,2000-01-01 00:17:19,0,run/data/m2/debug.log,1429
