tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
59,60,admin,12,14.083,15.000,+0.917,7.500,2000-01-01 00:14:47,2,run/data/admin/debug.log,539
59,60,m1,12,14.083,15.000,+0.917,7.500,2000-01-01 00:14:38,3,run/data/m1/debug.log,454
59,60,m2,12,14.083,15.000,+0.917,7.500,2000-01-01 00:14:37,3,run/data/m2/debug.log,468
59,60,m3,12,14.083,15.000,+0.917,7.500,2000-01-01 00:14:38,3,run/data/m3/debug.log,441
60,61,admin,12,14.667,15.000,+0.333,7.500,2000-01-01 00:15:05,2,run/data/admin/debug.log,553
60,61,m1,12,14.667,15.000,+0.333,7.500,2000-01-01 00:14:48,3,run/data/m1/debug.log,469
60,61,m2,12,14.667,15.000,+0.333,7.500,2000-01-01 00:14:47,3,run/data/m2/debug.log,510
60,61,m3,12,14.667,15.000,+0.333,7.500,2000-01-01 00:14:48,3,run/data/m3/debug.log,456
61,62,admin,12,14.667,15.000,+0.333,7.500,2000-01-01 00:15:15,2,run/data/admin/debug.log,567
61,62,m1,12,14.667,15.000,+0.333,7.500,2000-01-01 00:15:05,3,run/data/m1/debug.log,485
61,62,m2,12,14.667,15.000,+0.333,7.500,2000-01-01 00:15:04,3,run/data/m2/debug.log,899
61,62,m3,12,14.667,15.000,+0.333,7.500,2000-01-01 00:15:06,3,run/data/m3/debug.log,472
62,63,admin,12,14.250,15.000,+0.750,7.500,2000-01-01 00:15:36,2,run/data/admin/debug.log,583
62,63,m1,12,14.250,15.000,+0.750,7.500,2000-01-01 00:15:15,3,run/data/m1/debug.log,500
62,63,m2,12,14.250,15.000,+0.750,7.500,2000-01-01 00:15:14,3,run/data/m2/debug.log,1041
62,63,m3,12,14.250,15.000,+0.750,7.500,2000-01-01 00:15:16,3,run/data/m3/debug.log,487
63,64,admin,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:58,2,run/data/admin/debug.log,597
63,64,m1,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:35,3,run/data/m1/debug.log,608
63,64,m2,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:36,3,run/data/m2/debug.log,1056
63,64,m3,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:37,3,run/data/m3/debug.log,502
64,65,admin,12,14.750,15.000,+0.250,7.500,2000-01-01 00:16:16,2,run/data/admin/debug.log,614
64,65,m1,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:57,3,run/data/m1/debug.log,667
64,65,m2,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:58,3,run/data/m2/debug.log,1071
64,65,m3,12,14.750,15.000,+0.250,7.500,2000-01-01 00:15:59,3,run/data/m3/debug.log,517
65,66,admin,12,15.417,15.000,-0.417,7.500,2000-01-01 00:16:32,2,run/data/admin/debug.log,629
65,66,m1,12,15.417,15.000,-0.417,7.500,2000-01-01 00:16:16,3,run/data/m1/debug.log,1175
65,66,m2,12,15.417,15.000,-0.417,7.500,2000-01-01 00:16:17,3,run/data/m2/debug.log,1086
65,66,m3,12,15.417,15.000,-0.417,7.500,2000-01-01 00:16:17,3,run/data/m3/debug.log,532
66,67,admin,12,15.750,15.000,-0.750,7.500,2000-01-01 00:16:50,2,run/data/admin/debug.log,643
66,67,m1,12,15.750,15.000,-0.750,7.500,2000-01-01 00:16:31,3,run/data/m1/debug.log,1589
66,67,m2,12,15.750,15.000,-0.750,7.500,2000-01-01 00:16:32,3,run/data/m2/debug.log,1109
66,67,m3,12,15.750,15.000,-0.750,7.500,2000-01-01 00:16:33,3,run/data/m3/debug.log,554
67,68,admin,12,15.667,15.000,-0.667,7.500,2000-01-01 00:17:02,2,run/data/admin/debug.log,657
67,68,m1,12,15.667,15.000,-0.667,7.500,2000-01-01 00:16:50,3,run/data/m1/debug.log,1922
67,68,m2,12,15.667,15.000,-0.667,7.500,2000-01-01 00:16:51,3,run/data/m2/debug.log,1124
67,68,m3,12,15.667,15.000,-0.667,7.500,2000-01-01 00:16:51,3,run/data/m3/debug.log,569
68,69,admin,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:19,2,run/data/admin/debug.log,671
68,69,m1,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:02,3,run/data/m1/debug.log,1937
68,69,m2,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:02,3,run/data/m2/debug.log,1139
68,69,m3,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:01,3,run/data/m3/debug.log,916
69,70,admin,12,15.500,15.000,-0.500,7.500,2000-01-01 00:17:40,2,run/data/admin/debug.log,685
69,70,m1,12,15.500,15.000,-0.500,7.500,2000-01-01 00:17:20,3,run/data/m1/debug.log,1952
69,70,m2,12,15.500,15.000,-0.500,7.500,2000-01-01 00:17:19,3,run/data/m2/debug.log,1428
69,70,m3,12,15.500,15.000,-0.500,7.500,2000-01-01 00:17:20,3,run/data/m3/debug.log,931
70,71,admin,12,15.750,15.000,-0.750,7.500,2000-01-01 00:18:02,2,run/data/admin/debug.log,702
70,71,m1,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:40,3,run/data/m1/debug.log,2133
70,71,m2,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:41,3,run/data/m2/debug.log,1443
70,71,m3,12,15.750,15.000,-0.750,7.500,2000-01-01 00:17:41,3,run/data/m3/debug.log,946
71,72,admin,12,17.083,15.000,-2.083,7.500,2000-01-01 00:18:18,2,run/data/admin/debug.log,716
71,72,m1,12,17.083,15.000,-2.083,7.500,2000-01-01 00:18:02,3,run/data/m1/debug.log,2349
71,72,m2,12,17.083,15.000,-2.083,7.500,2000-01-01 00:18:03,3,run/data/m2/debug.log,1458
71,72,m3,12,17.083,15.000,-2.083,7.500,2000-01-01 00:18:03,3,run/data/m3/debug.log,961
72,73,admin,12,17.583,15.000,-2.583,7.500,2000-01-01 00:18:40,2,run/data/admin/debug.log,731
72,73,m1,12,17.583,15.000,-2.583,7.500,2000-01-01 00:18:19,3,run/data/m1/debug.log,2364
72,73,m2,12,17.583,15.000,-2.583,7.500,2000-01-01 00:18:18,3,run/data/m2/debug.log,1504
72,73,m3,12,17.583,15.000,-2.583,7.500,2000-01-01 00:18:19,3,run/data/m3/debug.log,976
73,74,admin,12,18.000,15.000,-3.000,7.500,2000-01-01 00:18:58,2,run/data/admin/debug.log,745
73,74,m1,12,18.000,15.000,-3.000,7.500,2000-01-01 00:18:41,3,run/data/m1/debug.log,2383
73,74,m2,12,18.000,15.000,-3.000,7.500,2000-01-01 00:18:40,3,run/data/m2/debug.log,1760
73,74,m3,12,18.000,15.000,-3.000,7.500,2000-01-01 00:18:41,3,run/data/m3/debug.log,995
74,75,admin,12,18.667,15.000,-3.667,7.500,2000-01-01 00:19:14,2,run/data/admin/debug.log,759
74,75,m1,12,18.667,15.000,-3.667,7.500,2000-01-01 00:18:59,3,run/data/m1/debug.log,2398
74,75,m2,12,18.667,15.000,-3.667,7.500,2000-01-01 00:18:58,3,run/data/m2/debug.log,1985
74,75,m3,12,18.667,15.000,-3.667,7.500,2000-01-01 00:18:59,3,run/data/m3/debug.log,1010
75,76,admin,12,18.250,15.000,-3.250,7.500,2000-01-01 00:19:27,2,run/data/admin/debug.log,773
75,76,m1,12,18.250,15.000,-3.250,7.500,2000-01-01 00:19:15,3,run/data/m1/debug.log,2413
75,76,m2,12,18.250,15.000,-3.250,7.500,2000-01-01 00:19:14,3,run/data/m2/debug.log,2146
75,76,m3,12,18.250,15.000,-3.250,7.500,2000-01-01 00:19:15,3,run/data/m3/debug.log,1025
76,77,admin,12,17.417,15.000,-2.417,7.500,2000-01-01 00:19:49,2,run/data/admin/debug.log,787
76,77,m1,12,17.417,15.000,-2.417,7.500,2000-01-01 00:19:26,3,run/data/m1/debug.log,3115
76,77,m2,12,17.417,15.000,-2.417,7.500,2000-01-01 00:19:27,3,run/data/m2/debug.log,2161
76,77,m3,12,17.417,15.000,-2.417,7.500,2000-01-01 00:19:28,3,run/data/m3/debug.log,1040
77,78,admin,12,17.667,15.000,-2.667,7.500,2000-01-01 00:19:58,2,run/data/admin/debug.log,802
77,78,m1,12,17.667,15.000,-2.667,7.500,2000-01-01 00:19:48,3,run/data/m1/debug.log,4659
77,78,m2,12,17.667,15.000,-2.667,7.500,2000-01-01 00:19:49,3,run/data/m2/debug.log,2176
77,78,m3,12,17.667,15.000,-2.667,7.500,2000-01-01 00:19:50,3,run/data/m3/debug.log,1055
78,79,admin,12,17.167,15.000,-2.167,7.500,2000-01-01 00:20:06,2,run/data/admin/debug.log,819
78,79,m1,12,17.167,15.000,-2.167,7.500,2000-01-01 00:19:57,3,run/data/m1/debug.log,4746
78,79,m2,12,17.167,15.000,-2.167,7.500,2000-01-01 00:19:58,3,run/data/m2/debug.log,2196
78,79,m3,12,17.167,15.000,-2.167,7.500,2000-01-01 00:19:58,3,run/data/m3/debug.log,1075
79,80,admin,12,16.333,15.000,-1.333,7.500,2000-01-01 00:20:22,2,run/data/admin/debug.log,833
79,80,m1,12,16.333,15.000,-1.333,7.500,2000-01-01 00:20:06,3,run/data/m1/debug.log,4785
79,80,m2,12,16.333,15.000,-1.333,7.500,2000-01-01 00:20:07,3,run/data/m2/debug.log,2211
79,80,m3,12,16.333,15.000,-1.333,7.500,2000-01-01 00:20:07,3,run/data/m3/debug.log,1090
80,81,admin,12,16.667,15.000,-1.667,7.500,2000-01-01 00:20:39,2,run/data/admin/debug.log,847
80,81,m1,12,16.667,15.000,-1.667,7.500,2000-01-01 00:20:21,3,run/data/m1/debug.log,5066
