height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,00bf13ab6d051446c48a9aceee725f198748b32c182b5698a7dec14633e603f1,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684801,1,169,1,1
2,0069974d5eb405b4d71f4a8281abb094072061b2bb220968f0f1923ff02edee2,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684802,1,168,1,1
3,00e089e88641df4c7dd3b871ae89fd9e8bcb4cf10f2092a18cc70fe182b0f555,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684816,4,167,1,1
4,006d6e500813d718158747c68d48ea1214264fd17b9d4b0809f6f56cc89ec3ad,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684832,1,166,1,1
5,00d9c0e267c182ec5ebf575fe08face8f5190d5995e8580766ac73335f4d2b39,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684853,1,165,1,1
6,00d22c2fd451ae744cbbf7ce845a6e547583f359642ebd7f801b96f42dfeb5be,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684875,40,164,1,1
7,0090e481f25e41ff0bcc151800365b6e362e82de53027c53fa9033f53b4d6d4f,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684891,1,163,1,1
8,00fbdf4648eb2c7d6ef028e86b7646afe6303ba17c487908f81baa8c0c3e1748,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684910,1,162,1,1
9,0072444f236326a07b78a4bcc4dfde0ec0a73a7e90901f92317f885648a366d3,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684928,1,161,1,1
10,009a2265638207c24780ca1d907449e247c92498110f21bb60299f502c4dddbf,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684948,1,160,1,1
11,00a12975e05329fb5567003ccb93cf0e136eb84c78dc8cdbc7c305882a922b6f,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684964,1,159,1,1
12,006ed8e8a6ec7dd7af003a5c91451d539248b67cc7e515de75c336ba643f4205,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946684976,1,158,2,1
13,00b9205e169fa8d25ad520feb89f6d9eca449530b01aa23d0f453e7c5f49f305,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946684994,1,157,2,1
14,00703a8420a624e5c1d367e2ca0541a8c851ce75cc083e9662cb8c3bd05f2ec8,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685009,1,156,2,1
15,00473c63aea972ddc345230341ae4a34d2e420493bc804cd89284bf1e17af6e2,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685015,1,155,2,1
16,002c4c020d2abd4b44b11bed5f048f7931a2392cbd350b40432d18c8b89a31a4,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685030,1,154,2,1
17,0046fb80b797e46769bdb601da2ed8b1357f2cc6d28dcd7920707f0400bad006,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685045,1,153,2,1
18,00890ec01ee8c067074afb03d62831f9f345e4acf1f8d09b8bac3a2009c3ecf7,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685066,17,152,2,1
19,002d73fdf5adb78684e478cc2d03ec895c435340328c70187ee7d0446c8bd96c,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685085,4,151,2,1
20,00755d0c359325652a03add9e7b4f4070a1e3b99ad01c76f6000bef8b19b2503,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685099,1,150,2,1
21,00adbb1a6c74ccf88ae4123a05c340f7b5587849c333ef748928c30d80a81e23,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685108,1,149,2,1
22,0054373236881394408e787566579f682c8138cad44f3d36c6f5f2f33a6cb339,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685122,1,148,2,1
23,000b2337e634aec5e006cfefc8bd899407d0b92e8d396b6c2e738e375befeab5,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685138,1,147,2,1
24,007617e50cde10c70e06c96e760504a19d208fe4a053d9acc70b811a7588ac84,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685160,14,146,3,1
25,001ec2a8ed88ad11aa4acd2eaf10410cfb7cbfbc4fa8f8c1648da0b6a5f7d180,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685176,13,145,3,1
26,000b89612e5372f3a926ab497e3487ffc727fc1cf2625e713e7139a58d4ebf7f,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685185,3,144,3,1
27,008e1aabed55d8d0f8f17be6809d02a2121fb973066700a055ab909034f9548d,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685199,6,143,3,1
28,00099e3efb3fc04ac2d2663b74d1be3910d2ccbbc848c697ba12f4d8997e04c7,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,946685214,7,142,3,1
29,005dc82506f2112ecd86d5c5535aaea0c69031f620b1b945c1460326f5eebe44,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,946685227,6,141,3,1
30,002ffb5121c564252b22aa50c156e87a4f601f66b0085d948024c9579118ca26,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,946685242,10,140,3,1
31,001262fbc17661f7ee587458a84a5a6597e17e49a66fe21a0d399d3d6d29ffde,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685258,5,139,3,1
32,00598575cd41669d5ecfdc816e1f5a935d5f3f5d5e599e933965444f9c880b08,1Fa91C9vk2Fmhr2c3x5vQUpki246CgvwBUVKfa,m2,946685271,7,138,3,1
33,00b49784fe671b6d5ec68fae081343fe5e404c9a514faa0295e0261829fd00ad,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685286,7,137,3,1
34,00872d37d218864227bfabf830463f08480ce3a9875547f6271d8a05dfa0bd78,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685305,7,136,3,1
35,0097b6e53e737e34f5d85c69bb48217d5206f91fba9f3a602e72e6cee1bee9bb,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685319,6,135,3,1
36,00636269481a401923c310f852859b8f3b453dcb44e5c5553f2851f91adc57fa,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685338,7,134,4,1
37,00d87399f84d826a8d20300e2c65c1c6edfec768cbc63e7071d9edbf822b2860,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685349,10,133,4,1
38,00ed256e7ef19a1463a5078a08cc6e269640a607fe6419fd5e7cfef9618641bc,1Mgv46iCWiGDQQ2FNf6kxqyEhg42vsCHaaK5Xh,,946685362,5,132,4,1
39,000080d973602d0d758d8f8e47c488a77795370a466a81dcb4620e89fd481f8d,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685377,6,131,4,1
40,00af62ec21ed0f098da7cb4951f809fd692163dd0f746a877261f4fa38dbb1a9,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685391,7,130,4,1
41,0098c0da3c9b86d4c4a80054d7d7a933bdc7097bd4243a780baa4adb1101b030,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685413,9,129,4,1
42,0007bc76ee4683cc3bb5bf88f09b63da2cf55f11c89dea9af0c6c3d67e678380,1PpTi3s5tJLjp9iNH9aPhA4Q5X1xfyjCBggDGf,m1,946685427,8,128,4,1
43,000f6bec557bc000313e7f203f2cb523edc6e072a6e3f39b6d293a1e320ade0e,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685435,4,127,4,1
44,004a2ad2a3b180848ebb7a825a251754a83dbb43db7c55dc029a5e3c2c69f582,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685456,9,126,4,1
45,002a50e254cc1547b1c40d62f54b64ae0f6ce88539826f63497e5bfa1791f5a9,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685466,6,125,4,1
46,002d90a0d4c0840d31dba59bbb350243b0132815a0e692dc81f33f02a04872a3,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685488,7,124,4,1
47,000a256b138640ef098563e75cc95689ee87d1fe7797e99577260f255832a15d,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685508,8,123,4,1
48,00c13cd0a3ab51da90c38f0168cf32621d48fe5419c527f93a3d31ba17223a9a,1DVAYRLwA57d87NS9TFhcyQtj8C9mS32fKGiy9,m3,946685511,3,122,5,1
