run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run1-tbt-15s/intercontinentale,intercontinentale,15,1,3,0.0,0.0,1.0,m1,0.333333,0.0,0.0,0.0
run1-tbt-15s/intercontinentale,intercontinentale,15,2,3,0.144893,0.144893,0.961953,m1,0.422464,0.144904,0.071053,-1.1e-05
run1-tbt-15s/intercontinentale,intercontinentale,15,3,3,0.327056,0.327056,0.822979,m1,0.590343,0.327053,0.226421,3e-06
run1-tbt-15s/intercontinentale,intercontinentale,15,4,3,0.34741,0.34741,0.798455,m1,0.608349,0.347406,0.236668,3e-06
run1-tbt-15s/intercontinentale,intercontinentale,15,5,0,0.0,0.0,0.0,,,0.347406,0.236668,-0.347406
run1-tbt-15s/intercontinentale,intercontinentale,15,6,3,0.364398,0.364398,0.776912,m1,0.624474,0.364396,0.244639,2e-06
run1-tbt-15s/intercontinentale,intercontinentale,15,7,3,0.339551,0.339551,0.807239,m1,0.599537,0.339551,0.221768,-0.0
run1-tbt-15s/intercontinentale,intercontinentale,15,8,3,0.360137,0.360137,0.782954,m1,0.621382,0.360137,0.258163,0.0
run1-tbt-15s/intercontinentale,intercontinentale,15,9,3,0.339551,0.339551,0.807239,m1,0.599537,0.339551,0.221768,-0.0
run1-tbt-15s/intercontinentale,intercontinentale,15,10,2,0.168766,0.168766,0.916183,m1,0.668766,0.352042,0.24284,-0.183277
run1-tbt-15s/intercontinentale,intercontinentale,15,11,3,0.353959,0.353959,0.786781,m1,0.6086,0.353957,0.233595,2e-06
run1-tbt-15s/intercontinentale,intercontinentale,15,12,3,0.352498,0.352498,0.795012,m1,0.619678,0.352497,0.241223,1e-06
run1-tbt-15s/intercontinentale,intercontinentale,15,13,2,0.160621,0.160621,0.924223,m1,0.660621,0.346568,0.240547,-0.185947
run1-tbt-15s/intercontinentale,intercontinentale,15,14,0,0.0,0.0,0.0,,,0.3596,0.236668,-0.3596
run1-tbt-15s/intercontinentale,intercontinentale,15,15,0,0.0,0.0,0.0,,,0.359302,0.236775,-0.359302
