txid,publisher_address,publisher_host,node_address,node_host,miner_address,miner_host,blocktime,confirm_height
410b723d53d9f293b72c3ed164e21dca46fbd3a6caa372fe729b038ce87e4979,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,946685064,52
4d9c2e13f8080e3bfff66c82210ea17cdec17ddac8b1ad84f6c6e1de92f36abb,1DAhaHzyUhToVmbabUa4yPFCVCfvdsUZiEM56M,c5,1DAhaHzyUhToVmbabUa4yPFCVCfvdsUZiEM56M,c5,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,946685064,52
29da0af99184eabab84a02f76bd1e4bf7ff4f038b3c7cf5d0372cd7669d44db4,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,946685064,52
b501fbc07c908f3bd272d1276cab793d786c648d31da1cda6bbeeb28f6e77ec3,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,946685064,52
af287b1134db500577577fdf9dc10412b455355bc38a9e7f3e56ebf3f15cd22c,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,c1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,946685064,52
81b177b0719675724343badc435d74c199a204381adca16588e0247ae35d2131,1b7ke8bvGbq9gQxvE3o7PyUM6SQwo6a4xa8Kym,c4,1b7ke8bvGbq9gQxvE3o7PyUM6SQwo6a4xa8Kym,c4,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,946685064,52
4eddaf9ce85f296773a32ac23d8f7b4c9f97f2aa5c2f4b036f286c1b47323729,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,c2,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,946685064,52
281f799fe5b7f851614532ff9e04e1d232f39fa0374927447ea2bf9ff349dc41,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,c3,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,c3,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,946685064,52
