tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
97,98,admin,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:15,2,run/data/admin/debug.log,640
97,98,m1,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:12,3,run/data/m1/debug.log,574
97,98,m2,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:11,3,run/data/m2/debug.log,564
97,98,m3,12,5.083,5.000,-0.083,2.500,2000-01-01 00:08:11,3,run/data/m3/debug.log,547
98,99,admin,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:22,2,run/data/admin/debug.log,654
98,99,m1,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:15,3,run/data/m1/debug.log,909
98,99,m2,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:16,3,run/data/m2/debug.log,579
98,99,m3,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:16,3,run/data/m3/debug.log,562
99,100,admin,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:25,2,run/data/admin/debug.log,668
99,100,m1,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:22,3,run/data/m1/debug.log,1077
99,100,m2,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:23,3,run/data/m2/debug.log,594
99,100,m3,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:22,3,run/data/m3/debug.log,577
100,101,admin,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:29,2,run/data/admin/debug.log,682
100,101,m1,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:25,3,run/data/m1/debug.log,1184
100,101,m2,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:26,3,run/data/m2/debug.log,609
100,101,m3,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:26,3,run/data/m3/debug.log,592
101,102,admin,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:36,2,run/data/admin/debug.log,697
101,102,m1,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:28,3,run/data/m1/debug.log,1262
101,102,m2,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:29,3,run/data/m2/debug.log,624
101,102,m3,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:29,3,run/data/m3/debug.log,607
102,103,admin,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:39,2,run/data/admin/debug.log,711
102,103,m1,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:35,3,run/data/m1/debug.log,1360
102,103,m2,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:36,3,run/data/m2/debug.log,647
102,103,m3,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:36,3,run/data/m3/debug.log,630
103,104,admin,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:44,2,run/data/admin/debug.log,725
103,104,m1,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:38,3,run/data/m1/debug.log,1906
103,104,m2,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:39,3,run/data/m2/debug.log,662
