height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
98,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,3.68653651e-07,2,946685295,946685291,4,admin m1 m2 m3,8,2000-01-01 00:08:15,run/data/admin/debug.log,641
99,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,9.75260947e-06,5,946685302,946685295,4,admin m1 m2 m3,8,2000-01-01 00:08:22,run/data/admin/debug.log,655
100,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.43233162e-06,3,946685305,946685302,4,admin m1 m2 m3,8,2000-01-01 00:08:25,run/data/admin/debug.log,669
101,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.0940169e-06,3,946685308,946685305,4,admin m1 m2 m3,8,2000-01-01 00:08:29,run/data/admin/debug.log,683
102,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.49662464e-05,6,946685315,946685308,4,admin m1 m2 m3,8,2000-01-01 00:08:36,run/data/admin/debug.log,698
103,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,4.20407042e-07,2,946685318,946685315,4,admin m1 m2 m3,8,2000-01-01 00:08:39,run/data/admin/debug.log,712
104,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.00457446e-05,5,946685324,946685318,4,admin m1 m2 m3,8,2000-01-01 00:08:44,run/data/admin/debug.log,726
105,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.73773673e-05,6,946685330,946685324,4,admin m1 m2 m3,8,2000-01-01 00:08:51,run/data/admin/debug.log,740
106,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,6.1307529e-06,4,946685336,946685330,4,admin m1 m2 m3,8,2000-01-01 00:08:56,run/data/admin/debug.log,754
107,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,3.85452273e-06,3,946685340,946685336,4,admin m1 m2 m3,8,2000-01-01 00:09:01,run/data/admin/debug.log,768
108,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.83958414e-06,3,946685344,946685340,4,admin m1 m2 m3,8,2000-01-01 00:09:04,run/data/admin/debug.log,782
109,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,4.81562469e-05,7,946685351,946685344,4,admin m1 m2 m3,8,2000-01-01 00:09:12,run/data/admin/debug.log,796
110,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,9.63060737e-06,5,946685357,946685351,4,admin m1 m2 m3,8,2000-01-01 00:09:17,run/data/admin/debug.log,812
111,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,2.97582167e-07,2,946685361,946685357,4,admin m1 m2 m3,8,2000-01-01 00:09:21,run/data/admin/debug.log,826
112,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,4.05431686e-06,4,946685367,946685361,4,admin m1 m2 m3,8,2000-01-01 00:09:27,run/data/admin/debug.log,840
113,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.88923654e-08,2,946685370,946685367,4,admin m1 m2 m3,8,2000-01-01 00:09:31,run/data/admin/debug.log,854
114,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,4.69660469e-06,4,946685375,946685370,4,admin m1 m2 m3,8,2000-01-01 00:09:35,run/data/admin/debug.log,869
115,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,3.60444121e-05,7,946685382,946685375,4,admin m1 m2 m3,8,2000-01-01 00:09:43,run/data/admin/debug.log,883
116,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,4.6169925e-05,7,946685390,946685382,4,admin m1 m2 m3,8,2000-01-01 00:09:50,run/data/admin/debug.log,897
117,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.26415621e-05,6,946685398,946685390,4,admin m1 m2 m3,8,2000-01-01 00:09:58,run/data/admin/debug.log,911
118,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,5.82665581e-06,4,946685404,946685398,4,admin m1 m2 m3,11,2000-01-01 00:10:04,run/data/admin/debug.log,928
118,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1.01175822e-05,5,946685404,946685398,4,admin m1 m2 m3,9,2000-01-01 00:10:04,run/data/admin/debug.log,939
119,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.46995791e-06,3,946685409,946685404,4,admin m1 m2 m3,8,2000-01-01 00:10:09,run/data/admin/debug.log,958
120,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,4.64419532e-06,4,946685413,946685409,4,admin m1 m2 m3,8,2000-01-01 00:10:13,run/data/admin/debug.log,972
121,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,9.21866315e-07,2,946685416,946685413,4,admin m1 m2 m3,8,2000-01-01 00:10:17,run/data/admin/debug.log,986
122,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,4.05958148e-06,4,946685422,946685416,4,admin m1 m2 m3,8,2000-01-01 00:10:22,run/data/admin/debug.log,1000
123,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.13107167e-06,2,946685426,946685422,4,admin m1 m2 m3,8,2000-01-01 00:10:27,run/data/admin/debug.log,1014
124,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.22381367e-05,5,946685433,946685426,4,admin m1 m2 m3,8,2000-01-01 00:10:33,run/data/admin/debug.log,1028
125,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,6.30134129e-06,4,946685438,946685433,4,admin m1 m2 m3,8,2000-01-01 00:10:39,run/data/admin/debug.log,1042
126,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,2.56086262e-06,3,946685443,946685438,4,admin m1 m2 m3,8,2000-01-01 00:10:44,run/data/admin/debug.log,1057
127,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,6.83602674e-06,4,946685450,946685443,4,admin m1 m2 m3,8,2000-01-01 00:10:51,run/data/admin/debug.log,1072
128,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,0.000147578713,7,946685458,946685450,4,admin m1 m2 m3,8,2000-01-01 00:10:58,run/data/admin/debug.log,1086
129,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,3.0502963e-05,7,946685466,946685458,4,admin m1 m2 m3,8,2000-01-01 00:11:06,run/data/admin/debug.log,1100
130,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.3274056e-06,2,946685470,946685466,4,admin m1 m2 m3,8,2000-01-01 00:11:11,run/data/admin/debug.log,1114
131,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.10232715e-06,3,946685475,946685470,4,admin m1 m2 m3,8,2000-01-01 00:11:15,run/data/admin/debug.log,1128
132,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,6.5648484e-07,2,946685478,946685475,4,admin m1 m2 m3,8,2000-01-01 00:11:18,run/data/admin/debug.log,1142
133,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,6.01288532e-06,4,946685484,946685478,4,admin m1 m2 m3,11,2000-01-01 00:11:25,run/data/admin/debug.log,1156
133,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.58159707e-05,6,946685485,946685478,4,admin m1 m2 m3,9,2000-01-01 00:11:25,run/data/admin/debug.log,1167
134,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,7.64940597e-06,5,946685490,946685485,4,admin m1 m2 m3,8,2000-01-01 00:11:31,run/data/admin/debug.log,1186
135,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,6.26133461e-06,4,946685497,946685490,4,admin m1 m2 m3,11,2000-01-01 00:11:37,run/data/admin/debug.log,1204
135,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1.51118156e-05,6,946685497,946685490,4,admin m1 m2 m3,9,2000-01-01 00:11:37,run/data/admin/debug.log,1218
136,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,3.38052194e-05,7,946685504,946685497,4,admin m1 m2 m3,11,2000-01-01 00:11:45,run/data/admin/debug.log,1234
136,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.24251224e-05,6,946685504,946685497,4,admin m1 m2 m3,9,2000-01-01 00:11:45,run/data/admin/debug.log,1248
137,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,3.92722084e-06,3,946685509,946685504,4,admin m1 m2 m3,8,2000-01-01 00:11:50,run/data/admin/debug.log,1266
138,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,8.69033552e-06,5,946685516,946685509,4,admin m1 m2 m3,8,2000-01-01 00:11:56,run/data/admin/debug.log,1281
139,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,3.39435826e-06,3,946685520,946685516,4,admin m1 m2 m3,8,2000-01-01 00:12:00,run/data/admin/debug.log,1298
140,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,3.76938997e-05,7,946685528,946685520,4,admin m1 m2 m3,8,2000-01-01 00:12:08,run/data/admin/debug.log,1312
141,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,7.1380415e-06,4,946685533,946685528,4,admin m1 m2 m3,8,2000-01-01 00:12:13,run/data/admin/debug.log,1326
142,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,6.07595767e-06,4,946685539,946685533,4,admin m1 m2 m3,8,2000-01-01 00:12:20,run/data/admin/debug.log,1340
143,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,7.09379039e-06,4,946685545,946685539,4,admin m1 m2 m3,8,2000-01-01 00:12:26,run/data/admin/debug.log,1354
144,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.98784143e-06,3,946685550,946685545,4,admin m1 m2 m3,8,2000-01-01 00:12:30,run/data/admin/debug.log,1368
145,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,2.13429897e-05,6,946685557,946685550,4,admin m1 m2 m3,8,2000-01-01 00:12:38,run/data/admin/debug.log,1382
146,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1.27586292e-05,5,946685565,946685557,4,admin m1 m2 m3,8,2000-01-01 00:12:45,run/data/admin/debug.log,1396
