txid,publisher_address,publisher_host,node_address,node_host,weight,epoch_tag,height_payload,timestamp_payload,blocktime,confirmations,confirm_height,confirm_height_source
a4db672222ed5548acff3e3e6db4776a5c4a743eca9fa5b03a9b2c9f34cec080,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1,3,52,946685064,946685067,369,53,txs.log UpdateTx
4c2c63ca700897bca2a125ea002985f1efa76cd2f0708587eae3958e8ae5ad13,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1,3,52,946685067,946685074,368,54,txs.log UpdateTx
040d7591a57639e93c4f3ca67977253dd5b92865f26a0a1d07afaa71ec8d43ed,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1,3,52,946685067,946685074,368,54,txs.log UpdateTx
898ae3a2777c616b6adaee9249caca97ade6d738dce4c9ea1f0606baf6301e68,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1,4,53,946685070,946685074,368,54,txs.log UpdateTx
39f49fb42b4453d8f5f9fd2722797495f76893a3eb714913ed48e5aeca347370,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1,4,53,946685070,946685074,368,54,txs.log UpdateTx
5f28830861fcee7cdc875a9ce1a8d5db31819d71a74b24afe4d52a22ddceb9b5,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,16884,5,65,946685130,946685132,356,66,txs.log UpdateTx
49ffb3b6f89f742711ab05a50028a7d526bfe687e1b27b6bb15d5c7032788c17,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,6509,5,65,946685130,946685132,356,66,txs.log UpdateTx
d5a783d91757173380701b1d410c861fd16fdde2b794d568d5540f5699d54b76,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,3269,5,65,946685130,946685132,356,66,txs.log UpdateTx
02ec7bfddc536dd050e63be749c6aa4351e1a3128b831edca842dd6efebacb21,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,6500,6,77,946685193,946685195,344,78,txs.log UpdateTx
85c76412de0be19351129af852161beb4088472389ecf3cf486db9f10aaa8e30,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,17404,6,77,946685193,946685195,344,78,txs.log UpdateTx
92b1093af722c2c6d69fb6ee3061ae90d60c25e09c4628f3ace6051d03944f55,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,62099,7,89,946685250,946685257,332,90,txs.log UpdateTx
143ffddf017d50d069cacf0531810e0bbcd356603a635876e372364ed12766f4,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,25615,7,89,946685253,946685257,332,90,txs.log UpdateTx
4cf0dce1bb6e1201ac5afc0c898762fe168e72dfc2a135688cb1ed179fe51ca9,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,7531,7,89,946685253,946685257,332,90,txs.log UpdateTx
9f890a6ab8df9bf8b308b77f24cb53114eaaf7a4bee4ae27da74199cc7a2b857,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,60602,8,101,946685310,946685315,320,102,txs.log UpdateTx
3dfffc0086c647467a5ad67fa905c41010059082010933f69a10d19a4b018969,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,20535,8,101,946685310,946685315,320,102,txs.log UpdateTx
9ddbb566fa5e015d319514dfc9d4fdb5a5c649ff43747324a9ec9d9bd89c0fec,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,8243,8,101,946685310,946685315,320,102,txs.log UpdateTx
ad34e37625cbbcf8cd19db6921909c45987b801b52d7ee1b9ad587e2f4fdfd80,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,62099,9,113,946685370,946685375,308,114,txs.log UpdateTx
62d4278bb132c4a04818f07b186600c887e8bd8ecb4e0cc1dd950412b58e9710,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,23161,9,113,946685373,946685375,308,114,txs.log UpdateTx
9195e7135dcfc21574c2b49d6ae8e9c942b75d2e8a83d71d9b05a4adab228abf,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,9948,9,113,946685373,946685375,308,114,txs.log UpdateTx
5d70dffdc417cbae7669ee5a864916058dfd6bfd0b7c7cf1e45eb9b8cfda54d4,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,8243,10,125,946685439,946685443,296,126,txs.log UpdateTx
e5c9d465a48da4e710a65125620e9ce00531576c87799a079edf94c5f152cfd3,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,68701,10,125,946685439,946685443,296,126,txs.log UpdateTx
4106f0f83f0df493a8e8ae224f34ffe7df21f84588bf9541fbef363ae764859b,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,62099,11,137,946685511,946685516,284,138,txs.log UpdateTx
ece9203c0a80b73f2b47912a693e45fd657505f802d95c57e65ff2e7071ef32d,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,20515,11,137,946685511,946685516,284,138,txs.log UpdateTx
67e1febdbb9ae6972861a3f02344edf72d7ead006315b6001ad0b3a74a60e329,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,9948,11,137,946685511,946685516,284,138,txs.log UpdateTx
e3f0a17ed161d878ae82867109534f01830573543f2861419ddc748582b09433,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,70199,12,149,946685583,946685588,272,150,txs.log UpdateTx
09db05bcdf74d524a346830c27934ed841415a39d2010f8a2f83d2b72652089e,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,28242,12,149,946685583,946685588,272,150,txs.log UpdateTx
969ae9d6dac0f675d05e795646336209db9c0806ceb2cf1662e46b2ab381bb31,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,23161,13,161,946685652,946685656,260,162,txs.log UpdateTx
4234dbdb9edc57e734b56aa48f8126e730cd00867c10c80c733c6f52a71f049f,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,5826,13,161,946685652,946685656,260,162,txs.log UpdateTx
3584d17d0a4c3d8ae6e7903f363b64796fe69a30ba6c60b32798d32d7f0e8031,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,1ihctmEdJFVpXYNx7B1rbP9ALaeCCZpNVWv4q,m1,60145,14,173,946685715,946685720,248,174,txs.log UpdateTx
86dd3394a00b05c1ec06580fededa9481d1d3e9a46068d7450605090f51e9528,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,1MHYudquDYbqcfKFeiPme4REV3zEevG9hz5JMm,m2,25615,14,173,946685718,946685720,248,174,txs.log UpdateTx
cc2458f6a31aac405506993ad5f79c06b85c1f1a299377c665fea17afcea7a81,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,1azp6DNJXJxktRDqVLpMUDiVHKGQQTmFUsTbZR,m3,9948,14,173,946685718,946685720,248,174,txs.log UpdateTx
