height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,004ed577378fc1f7069de58075ad01bcce7f13fa6ea6ee3e2bf697e60aaae7bb,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684801,1,421,1,1
2,0052e4524a9c6badc953088bb24b5126f557be85facc9af95b48ebb395a71dee,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684802,1,420,1,1
3,001436aa102e70ee10929624d71d6d8ddde1086cf3fd119b15f7f4c0c208dded,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684805,4,419,1,1
4,0008022faed43984dd96d6c5c8cc81312f88464c5b3d353304c07ad63e156d92,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684811,1,418,1,1
5,009a7be7ea87c9f6688410a13e9b7f757ba44e4388e08226a4a015e93984b45d,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684818,1,417,1,1
6,007c4876e006589b08bbc157461b963c074f5f2abb394027751135d12892b629,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684826,1,416,1,1
7,00f26e06802c615102c4b3d8c263ca138b931a3d3189fef8e6d33a44b4e08964,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684833,1,415,1,1
8,002a30692481e3b150c4b5ec5fe1e49e786a2f2dfbff936dc57932a151f14439,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684837,1,414,1,1
9,003a0745069fdaa406b2d5bdd4aff5251f93da1b76cb45c4243dd7ad7714e492,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684844,1,413,1,1
10,006ca1462cfda3fbb1e04be1ed417d8c5751ef62a855755114252dadf61220be,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684850,1,412,1,1
11,00cdcbd4cda11c0b1c65ccfedd2e5885cf04a6dc5a7cf1b2a9931e7c558355a1,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684857,1,411,1,1
12,009e3b347dfc0fb880c976f49133bbe6dbef2eb39a462259dfb0d00f7d375a6b,12tAhXBZR1JgA1qEKgdwXCvt9eDpzdV2d4FeEQ,,946684860,40,410,2,1
