send_height,host,address,seq,txid,error,confirm_height
66,c5,1DAhaHzyUhToVmbabUa4yPFCVCfvdsUZiEM56M,1,b2595e961112e84b19ef78a11d83d762580df43fad9bf82c5aa380e67e6fd380,,67
66,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,1,227f651efccffe84fc51ae4cb3d21555eec2a0deed92e9b16a518e9a382242ae,,67
66,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,1,a98a4b5600b1202e612ad0d8086d12ba358c9a34699a562b4a3c38eb65b830b7,,67
66,c4,1b7ke8bvGbq9gQxvE3o7PyUM6SQwo6a4xa8Kym,1,02a82e15171d5b33b4b27646c24a035e70408d2b29463c2d84dfccb479eb91f9,,67
66,c3,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,1,e40961c45bafb0391f14c5824960b4ddb6ac0e52774f83ad51c22d20c70cba63,,67
68,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,2,59c182f5eda34f4bd31ddd65694fa7e5e5d50d7bb2bf263bcc6421edb3409c5d,,69
69,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,2,9f6fc4a87854e168d1178007639a477c75a1dc0f49440a27b639c759b7c5123b,,70
69,c3,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,2,b1a305fc368f84571dc63005a63f8e169c9ec09f1470a6677360dace845f64ca,,71
69,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,3,54fcb1088d698970b1bb40f66f1c6a3e7f7de4729a2804c66022edf2588bbb8b,,71
70,c4,1b7ke8bvGbq9gQxvE3o7PyUM6SQwo6a4xa8Kym,2,09ed53221455f8961e80cb4a3b8e36ed03960f2d7521c1832fcd72900631052f,,72
71,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,3,776302d7a4b910882aa76d521d1e27bbe18d20afe9df510660a69c7b589f7fb1,,73
72,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,4,b04e22270a3bd66f7ed8deadb99f1d6857ce9073f5223416420c6bde03cfde1e,,73
72,c5,1DAhaHzyUhToVmbabUa4yPFCVCfvdsUZiEM56M,2,2e3f835aa6752065f3157166ede382a8f760f07e0a82672c87661373c6c2263a,,73
73,c3,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,3,9f3169153f7d29e45a0e58d4fe843bca99a727b6bb6dd502ec2e6580b8f70fbc,,74
73,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,5,80dcb9a6dc13bb79fd430b4fe103c245b3f7ce7c29dcb471d32dbdfc724ac7be,,74
73,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,4,820ea85e698e49a74b8699e9ec5836a1ac9484113e724a952a20780c8ea7591d,,75
75,c4,1b7ke8bvGbq9gQxvE3o7PyUM6SQwo6a4xa8Kym,3,3e627784cbc32103331c9d27b4ba18f185b9502561f7da8720c4bec04abfa1f5,,76
75,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,6,af7c975b555746b588d6e6bbd56f1b89475b2a41486c1eb8250b80d03274916c,,76
76,c3,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,4,c460d31a1300da0130c3cc9753bac37902e2c60331f6e93bac2b65458be9a4b2,,77
76,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,5,bc36d587c4a9d43265f845c74f0905fc02f32fa34ddbd00a705ee2c6495205a4,,77
76,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,7,73118b86fa443bfd8aad3e334f77400280f5d1b273438e20ca982642b20768c2,,77
76,c5,1DAhaHzyUhToVmbabUa4yPFCVCfvdsUZiEM56M,3,912455d6efe5b35857b62a8b0774a801f7f24f6b01cb66a259d16c79bc66b5fd,,77
78,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,8,668b99508d3e24b83763e943737f5a968b4a6cda95629737a6ad6efc7aa4ff13,,79
78,c4,1b7ke8bvGbq9gQxvE3o7PyUM6SQwo6a4xa8Kym,4,ca4ca14991e1f2a5d40f1da9d225cb11898c222af9a037412bc8a9286895dcfb,,79
78,c2,1HeU7vw9ZRKhJuJP3bGUDf7WC1thiW7MqxU5gL,6,cfff4e051f57e534d7dd1b11ddf7c07015a86c6f125d1551dd8c2f13e6312b3e,,79
79,c3,1Atoq5b2CCV9JgRDWGbGbZE6tad9Ygdbkamw7L,5,461db1e9557041f51a953292c7e2368d46ae77d34ab07513817755992afeb2ae,,80
79,c1,1ESxJuPreq5n4ajdCVe721fC6537dAAjkNv6JT,9,770862e46299d0d53b2eb77e67eeab05855bdd775670b89cffee442906a5ec86,,80
