sample_height,host,balance_gas
66,c1,99.8044
66,c2,99.8046
66,c3,99.8044
66,c4,99.8044
66,c5,99.8042
66,m1,4.335
66,m2,20.9958
66,m3,41.4034
66,ca,49.3572
73,c1,99.608
73,c2,99.664
73,c3,99.7192
73,c4,99.7192
73,c5,99.7192
73,m1,7.1234
73,m2,9.5872
73,m3,33.5902
73,ca,49.3572
78,c1,99.3858
78,c2,99.4974
78,c3,99.608
78,c4,99.608
78,c5,99.6636
78,m1,107.0182
78,m2,110.0292
78,m3,34.1754
78,ca,49.3572
85,c1,99.1628
85,c2,99.3862
85,c3,99.4968
85,c4,99.5524
85,c5,99.608
85,m1,7.2699
85,m2,45.2554
85,m3,27.6951
85,ca,49.3572
91,c1,98.9396
91,c2,99.2192
91,c3,99.3858
91,c4,99.4414
91,c5,99.5524
91,m1,107.8837
91,m2,45.15
91,m3,27.5897
91,ca,49.3572
97,c1,98.7164
97,c2,99.108
97,c3,99.2748
97,c4,99.3858
97,c5,99.4412
97,m1,7.0776
97,m2,19.5375
97,m3,22.4266
97,ca,49.3572
103,c1,98.4926
103,c2,98.9406
103,c3,99.163
103,c4,99.2744
103,c5,99.3854
103,m1,107.908
103,m2,119.8297
103,m3,22.321
103,ca,49.3572
109,c1,98.3246
109,c2,98.8286
109,c3,99.0512
109,c4,99.2184
109,c5,99.3296
109,m1,7.0982
109,m2,49.0867
109,m3,18.2118
109,ca,49.3572
115,c1,98.1008
115,c2,98.6608
115,c3,98.9394
115,c4,99.1064
115,c5,99.2736
115,m1,108.2422
115,m2,48.9813
115,m3,118.1918
115,ca,49.3572
120,c1,97.877
120,c2,98.493
120,c3,98.8274
120,c4,99.0504
120,c5,99.1616
120,m1,108.8576
120,m2,48.9813
120,m3,118.2478
120,ca,49.3572
126,c1,97.6534
126,c2,98.381
126,c3,98.7154
126,c4,98.9386
126,c5,99.1058
126,m1,7.2089
126,m2,21.3195
126,m3,94.8184
126,ca,49.3572
131,c1,97.4296
131,c2,98.213
131,c3,98.6036
131,c4,98.8826
131,c5,99.0498
131,m1,107.2649
131,m2,21.8681
131,m3,95.2262
131,ca,49.3572
136,c1,97.2058
136,c2,98.101
136,c3,98.492
136,c4,98.7706
136,c5,98.9938
136,m1,8.1816
136,m2,9.7454
136,m3,76.536
136,ca,49.3572
141,c1,97.0378
141,c2,97.933
141,c3,98.4362
141,c4,98.7148
141,c5,98.9378
141,m1,108.6164
141,m2,109.8078
141,m3,76.6326
141,ca,49.3572
146,c1,96.8138
146,c2,97.821
146,c3,98.3244
146,c4,98.6028
146,c5,98.826
146,m1,7.0926
146,m2,45.0779
146,m3,61.7057
146,ca,49.3572
152,c1,96.5902
152,c2,97.6536
152,c3,98.2124
152,c4,98.4908
152,c5,98.77
152,m1,107.5336
152,m2,45.8695
152,m3,61.7057
152,ca,49.3572
158,c1,96.3664
158,c2,97.5416
158,c3,98.1006
158,c4,98.4348
158,c5,98.714
158,m1,7.6105
158,m2,19.5586
158,m3,49.7194
158,ca,49.3572
162,c1,96.1424
162,c2,97.3736
162,c3,97.989
162,c4,98.3228
162,c5,98.658
162,m1,108.1485
162,m2,119.4532
162,m3,49.5548
162,ca,49.3572
168,c1,95.9188
168,c2,97.2058
168,c3,97.8772
168,c4,98.2668
168,c5,98.546
168,m1,7.2503
168,m2,48.9361
168,m3,49.5548
168,ca,49.3572
174,c1,95.751
174,c2,97.094
174,c3,97.7654
174,c4,98.155
174,c5,98.4902
174,m1,107.8321
174,m2,48.9423
174,m3,39.8932
174,ca,49.3572
179,c1,95.527
179,c2,96.9262
179,c3,97.6534
179,c4,98.099
179,c5,98.4342
179,m1,108.7639
179,m2,48.9423
179,m3,40.1172
179,ca,49.3572
186,c1,95.3032
186,c2,96.8144
186,c3,97.5414
186,c4,97.987
186,c5,98.3782
186,m1,7.06
186,m2,21.3592
186,m3,32.4486
186,ca,49.3572
191,c1,95.0794
191,c2,96.6468
191,c3,97.4294
191,c4,97.9312
191,c5,98.2662
191,m1,107.551
191,m2,21.7396
191,m3,32.4486
191,ca,49.3572
196,c1,94.8558
196,c2,96.5348
196,c3,97.3176
196,c4,97.8196
196,c5,98.2104
196,m1,8.0036
196,m2,9.6708
196,m3,26.3137
196,ca,49.3572
202,c1,94.6318
202,c2,96.3668
202,c3,97.2058
202,c4,97.7636
202,c5,98.1546
202,m1,108.4936
202,m2,110.0184
202,m3,26.2377
202,ca,49.3572
207,c1,94.464
207,c2,96.255
207,c3,97.094
207,c4,97.6516
207,c5,98.0986
207,m1,7.5911
207,m2,45.3862
207,m3,21.345
207,ca,49.3572
213,c1,94.2398
213,c2,96.0872
213,c3,97.0382
213,c4,97.5956
213,c5,98.0428
213,m1,108.1145
213,m2,45.5992
213,m3,21.269
213,ca,49.3572
219,c1,94.015
219,c2,95.9194
219,c3,96.9262
219,c4,97.4836
219,c5,97.9308
219,m1,7.1501
219,m2,19.9262
219,m3,17.37
219,ca,49.3572
223,c1,93.7904
223,c2,95.8074
223,c3,96.8144
223,c4,97.3716
223,c5,97.8748
223,m1,107.5659
223,m2,119.8208
223,m3,117.8676
223,ca,49.3572
229,c1,93.5658
229,c2,95.6394
229,c3,96.7024
229,c4,97.3158
229,c5,97.8188
229,m1,6.9657
229,m2,49.1056
229,m3,94.6489
229,ca,49.3572
235,c1,93.3412
235,c2,95.5276
235,c3,96.5904
235,c4,97.2038
235,c5,97.763
235,m1,107.4275
235,m2,49.5884
235,m3,94.7967
235,ca,49.3572
241,c1,93.1728
241,c2,95.3598
241,c3,96.4786
241,c4,97.1478
241,c5,97.6512
241,m1,7.1254
241,m2,21.0574
241,m3,76.2819
241,ca,49.3572
246,c1,92.948
246,c2,95.2478
246,c3,96.3666
246,c4,97.036
246,c5,97.5954
246,m1,107.6918
246,m2,21.1024
246,m3,76.1763
246,ca,49.3572
252,c1,92.7234
252,c2,95.0798
252,c3,96.2546
252,c4,96.98
252,c5,97.5394
252,m1,7.046
252,m2,9.3162
252,m3,61.148
252,ca,49.3572
256,c1,92.4988
256,c2,94.912
256,c3,96.1428
256,c4,96.8682
256,c5,97.4834
256,m1,108.5964
256,m2,109.3162
256,m3,61.148
256,ca,49.3572
262,c1,92.2744
262,c2,94.8
262,c3,96.0308
262,c4,96.8122
262,c5,97.3714
262,m1,109.312
262,m2,109.3224
262,m3,61.0424
262,ca,49.3572
267,c1,92.05
267,c2,94.6322
267,c3,95.9188
267,c4,96.7002
267,c5,97.3154
267,m1,7.6886
267,m2,45.007
267,m3,49.1887
267,ca,49.3572
273,c1,91.8816
273,c2,94.5202
273,c3,95.8068
273,c4,96.6442
273,c5,97.2594
273,m1,107.8898
273,m2,45.6556
273,m3,49.1125
273,ca,49.3572
278,c1,91.6572
278,c2,94.3522
278,c3,95.7508
278,c4,96.5322
278,c5,97.2034
278,m1,7.7267
278,m2,19.4842
278,m3,39.6448
278,ca,49.3572
283,c1,91.4324
283,c2,94.2402
283,c3,95.639
283,c4,96.4762
283,c5,97.1476
283,m1,108.2155
283,m2,119.7222
283,m3,39.5686
283,ca,49.3572
288,c1,91.208
