send_height,epoch_harness,miner_host,balance_before_gas,sent_gas,assumed_confirm_height
66,6,m1,49.6042,45.224,67
66,6,m3,51.3108,9.8622,67
66,6,m2,49.6026,28.5616,67
73,7,m3,41.5442,7.9088,74
73,7,m2,21.081,11.4486,74
73,7,m1,105.3684,98.2,74
84,8,m1,107.1852,99.9259,85
84,8,m3,34.1754,6.4351,85
84,8,m2,110.2514,64.9508,85
96,9,m2,45.5392,26.1235,97
96,9,m3,27.5897,5.1179,97
96,9,m1,107.9953,100.6955,97
108,10,m2,119.8297,70.6978,109
108,10,m3,22.321,4.0642,109
108,10,m1,108.4112,101.0906,109
121,11,m3,118.2478,23.2496,122
121,11,m2,48.9813,28.1888,122
121,11,m1,108.9696,101.6211,122
132,12,m3,95.2262,18.6452,133
132,12,m2,21.8681,11.9209,133
132,12,m1,107.2649,100.0017,133
145,13,m3,76.6886,14.9377,146
145,13,m2,109.8078,64.6847,146
145,13,m1,109.0082,101.6578,146
156,14,m3,61.7057,11.9411,157
156,14,m2,45.8695,26.3217,157
156,14,m1,107.925,100.6287,157
168,15,m2,119.4532,70.4719,169
168,15,m1,109.0899,101.7354,169
169,15,m3,49.5548,9.511,170
181,16,m3,40.1172,7.6234,182
181,16,m2,48.9981,28.1989,182
181,16,m1,108.7639,101.4257,182
192,17,m3,32.4486,6.0897,193
192,17,m2,21.7396,11.8438,193
192,17,m1,107.719,100.433,193
204,18,m3,26.2377,4.8475,205
204,18,m2,110.0184,64.811,205
204,18,m1,108.6614,101.3283,205
217,19,m3,21.269,3.8538,218
217,19,m2,45.7114,26.2268,218
217,19,m1,108.4509,101.1284,218
229,20,m3,117.8676,23.1735,230
229,20,m2,119.877,70.7262,230
229,20,m1,108.1261,100.8198,230
241,21,m3,94.9089,18.5818,242
241,21,m2,49.7564,28.6538,242
241,21,m1,107.7635,100.4753,242
252,22,m3,76.1763,14.8353,253
252,22,m2,21.2146,11.5288,253
252,22,m1,108.5488,101.2214,253
265,23,m3,61.0424,11.8085,266
265,23,m2,109.4906,64.4944,266
265,23,m1,109.48,102.106,266
276,24,m3,49.1125,9.4225,277
276,24,m2,45.8236,26.2942,277
276,24,m1,108.002,100.7019,277
289,25,m3,39.5686,7.5137,290
289,25,m2,119.7222,70.6333,290
289,25,m1,108.8321,101.4905,290
300,26,m3,32.1715,6.0343,301
300,26,m2,48.9381,28.1629,301
301,26,m1,108.8224,101.4813,302
313,27,m3,25.9864,4.7973,314
313,27,m2,20.9612,11.3767,314
313,27,m1,108.8653,101.522,314
324,28,m3,21.1799,3.836,325
324,28,m2,109.3389,64.4033,325
325,28,m1,108.8095,101.469,326
336,29,m3,117.2225,23.0445,337
336,29,m2,44.8906,25.7344,337
336,29,m1,108.7747,101.436,337
348,30,m3,94.027,18.4054,349
348,30,m2,119.0054,70.2032,349
348,30,m1,109.1887,101.8293,349
360,31,m3,75.6888,14.7378,361
360,31,m2,48.7932,28.0759,361
360,31,m1,108.6932,101.3585,361
372,32,m3,60.8,11.76,373
372,32,m2,20.5961,11.1577,373
373,32,m1,109.1665,101.8082,374
384,33,m3,48.945,9.389,385
384,33,m2,109.4262,64.4557,385
384,33,m1,108.8461,101.5038,385
396,34,m3,39.5108,7.5022,397
396,34,m2,44.8493,25.7096,397
396,34,m1,108.8441,101.5019,397
409,35,m3,32.0822,6.0164,410
409,35,m2,120.3269,70.9961,410
409,35,m1,107.742,100.4549,410
421,36,m3,26.225,4.845,422
421,36,m2,49.8294,28.6976,422
421,36,m1,108.0207,100.7197,422
433,37,m3,21.3348,3.867,434
433,37,m2,20.9808,11.3885,434
433,37,m1,108.721,101.385,434
