run_id,livello,tbt,host,address,epoca,peso,height
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,8,113689,101
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,8,43484,101
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,8,13358,101
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,9,38404,113
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,9,105590,113
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,10,41030,125
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,10,10941,125
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,11,105133,137
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,11,13358,137
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,12,97490,149
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,12,35758,149
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,13,46111,161
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,13,123285,161
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,13,10941,161
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,14,105590,173
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,14,38404,173
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,14,13358,173
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,15,15062,185
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,15,123285,185
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,15,46111,185
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,16,105590,197
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,16,41030,197
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,16,13358,197
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,17,123285,209
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,17,46111,209
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,18,43484,221
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,18,115186,221
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,18,12645,221
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,19,113689,233
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,19,13358,233
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,20,38384,245
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,21,41030,257
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,21,98531,257
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,21,10941,257
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,22,121788,269
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,22,46111,269
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,22,15062,269
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,23,105590,281
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,23,11653,281
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,23,38404,281
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,24,115186,293
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,24,46111,293
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,24,15062,293
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,25,105590,305
run2-tbt-10s/continentale,continentale,10,m2,1ZMv2Lqqkcy5zY6fAyGy1Dn6KT3fBVb7GxkCd3,25,38404,305
run2-tbt-10s/continentale,continentale,10,m3,1KxWxQCw8B6cfbPkjPqbyQ6co3qCuicxpv4P58,25,13358,305
run2-tbt-10s/continentale,continentale,10,m1,1M1uMpgaw82fhzH6tz99Eybn5ydKoNaFrwXUvb,26,123285,317
