run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run3-tbt-5s/regionale,regionale,5,1,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/regionale,regionale,5,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/regionale,regionale,5,3,3,0.0,0.0,1.0,m1,0.333333,0.0,0.0,0.0
run3-tbt-5s/regionale,regionale,5,4,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run3-tbt-5s/regionale,regionale,5,5,3,0.295554,0.295554,0.856948,m1,0.598547,0.295524,0.208001,3e-05
run3-tbt-5s/regionale,regionale,5,6,2,0.228079,0.228079,0.844208,m1,0.728079,0.346779,0.264376,-0.1187
run3-tbt-5s/regionale,regionale,5,7,3,0.381948,0.381948,0.757951,m1,0.651992,0.381947,0.182877,2e-06
run3-tbt-5s/regionale,regionale,5,8,3,0.390535,0.390535,0.747477,m1,0.678026,0.390532,0.223048,3e-06
run3-tbt-5s/regionale,regionale,5,9,1,0.0,0.0,0.0,m2,1.0,0.389782,0.257751,-0.389782
run3-tbt-5s/regionale,regionale,5,10,3,0.380579,0.380579,0.759719,m1,0.650318,0.380574,0.199076,4e-06
run3-tbt-5s/regionale,regionale,5,11,3,0.360356,0.360356,0.787752,m1,0.64669,0.360355,0.207364,1e-06
run3-tbt-5s/regionale,regionale,5,12,2,0.382815,0.382815,0.521214,m1,0.882815,0.383984,0.226146,-0.001169
run3-tbt-5s/regionale,regionale,5,13,2,0.17344,0.17344,0.911373,m2,0.67344,0.375611,0.194885,-0.202171
run3-tbt-5s/regionale,regionale,5,14,2,0.211769,0.211769,0.866425,m1,0.711769,0.36933,0.226292,-0.15756
run3-tbt-5s/regionale,regionale,5,15,3,0.411867,0.411867,0.714734,m1,0.681762,0.411864,0.226146,4e-06
run3-tbt-5s/regionale,regionale,5,16,3,0.375668,0.375668,0.768164,m1,0.658914,0.375666,0.210124,2e-06
run3-tbt-5s/regionale,regionale,5,17,2,0.228349,0.228349,0.843824,m1,0.728349,0.365173,0.194885,-0.136824
run3-tbt-5s/regionale,regionale,5,18,2,0.421827,0.421827,0.395709,m1,0.921827,0.429083,0.254174,-0.007256
run3-tbt-5s/regionale,regionale,5,19,3,0.375611,0.375611,0.76592,m1,0.670891,0.375611,0.194885,-0.0
run3-tbt-5s/regionale,regionale,5,20,2,0.237518,0.237518,0.830469,m2,0.737518,0.383984,0.226146,-0.146467
run3-tbt-5s/regionale,regionale,5,21,3,0.354539,0.354539,0.79514,m1,0.634148,0.354535,0.199076,4e-06
run3-tbt-5s/regionale,regionale,5,22,2,0.213107,0.213107,0.864673,m1,0.713107,0.370583,0.21866,-0.157476
run3-tbt-5s/regionale,regionale,5,23,2,0.412256,0.412256,0.428895,m1,0.912256,0.413583,0.226292,-0.001327
run3-tbt-5s/regionale,regionale,5,24,3,0.375611,0.375611,0.76592,m1,0.670891,0.375611,0.194885,-0.0
run3-tbt-5s/regionale,regionale,5,25,2,0.237518,0.237518,0.830469,m2,0.737518,0.383984,0.226146,-0.146467
run3-tbt-5s/regionale,regionale,5,26,3,0.354539,0.354539,0.79514,m1,0.634148,0.354535,0.199076,4e-06
run3-tbt-5s/regionale,regionale,5,27,2,0.231346,0.231346,0.839526,m1,0.731346,0.379169,0.231284,-0.147823
run3-tbt-5s/regionale,regionale,5,28,2,0.272793,0.272793,0.77311,m2,0.772793,0.40426,0.199076,-0.131467
run3-tbt-5s/regionale,regionale,5,29,3,0.358855,0.358855,0.789662,m1,0.644959,0.358855,0.223206,0.0
run3-tbt-5s/regionale,regionale,5,30,3,0.387162,0.387162,0.751017,m1,0.658009,0.387157,0.249485,5e-06
run3-tbt-5s/regionale,regionale,5,31,2,0.199538,0.199538,0.881855,m2,0.699538,0.388809,0.211327,-0.189271
run3-tbt-5s/regionale,regionale,5,32,2,0.185799,0.185799,0.897964,m1,0.685799,0.345208,0.21866,-0.159409
run3-tbt-5s/regionale,regionale,5,33,3,0.414097,0.414097,0.71353,m1,0.695791,0.414095,0.211327,2e-06
run3-tbt-5s/regionale,regionale,5,34,2,0.239513,0.239513,0.82748,m2,0.739513,0.370583,0.21866,-0.13107
run3-tbt-5s/regionale,regionale,5,35,0,0.0,0.0,0.0,,,0.354535,0.199076,-0.354535
