height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
144,13,1,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,2.81930785e-05,4.088,4.088,2000-01-01 00:07:21,0,run/data/m1/debug.log,654
144,13,1,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.000102091309,4.514,4.514,2000-01-01 00:07:22,0,run/data/m2/debug.log,678
144,13,1,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.00018635053,4.517,4.517,2000-01-01 00:07:22,0,run/data/m3/debug.log,671
145,13,0,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,5.15178907e-05,4.381,4.381,2000-01-01 00:07:26,0,run/data/m1/debug.log,853
145,13,0,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,2.43690874e-05,3.909,3.909,2000-01-01 00:07:27,0,run/data/m2/debug.log,693
145,13,0,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,2.95205212e-05,4.076,4.076,2000-01-01 00:07:27,0,run/data/m3/debug.log,686
146,13,0,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,4.7593789e-07,1.530,1.530,2000-01-01 00:07:30,0,run/data/m1/debug.log,1172
146,13,0,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,1.84874705e-05,3.596,3.596,2000-01-01 00:07:31,0,run/data/m2/debug.log,709
146,13,0,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.000154553292,4.433,4.433,2000-01-01 00:07:31,0,run/data/m3/debug.log,702
147,13,0,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,3.0299137e-06,2.016,2.016,2000-01-01 00:07:32,0,run/data/m1/debug.log,1465
147,13,0,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,0.000174472701,4.450,4.450,2000-01-01 00:07:33,0,run/data/m2/debug.log,724
147,13,0,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,4.05297826e-05,4.267,4.267,2000-01-01 00:07:33,0,run/data/m3/debug.log,717
148,13,0,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,2.55226114e-05,3.968,3.968,2000-01-01 00:07:34,0,run/data/m1/debug.log,2558
148,13,0,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,4.64211088e-05,4.362,4.362,2000-01-01 00:07:35,0,run/data/m2/debug.log,739
148,13,0,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,4.85456904e-05,4.378,4.378,2000-01-01 00:07:35,0,run/data/m3/debug.log,732
149,13,0,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,2.26778624e-06,1.885,1.885,2000-01-01 00:07:39,0,run/data/m1/debug.log,2746
149,13,0,m2,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,2.66758518e-06,1.955,1.955,2000-01-01 00:07:40,0,run/data/m2/debug.log,754
149,13,0,m3,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,0.000367698592,4.450,4.450,2000-01-01 00:07:40,0,run/data/m3/debug.log,747
150,13,0,m1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,6.57750739e-06,2.561,2.561,2000-01-01 00:07:41,0,run/data/m1/debug.log,2896
