sample_height,host,balance_gas
255,c1,96.1966
255,c2,97.4258
255,c3,97.9862
255,c4,98.3776
255,c5,98.6562
255,m1,6.9792
255,m2,44.91
255,m3,21.2652
255,ca,49.3568
263,c1,96.0288
263,c2,97.2582
263,c3,97.9302
263,c4,98.2656
263,c5,98.6004
263,m1,108.0274
263,m2,44.9462
263,m3,21.189
263,ca,49.3568
272,c1,95.805
272,c2,97.1462
272,c3,97.8186
272,c4,98.2096
272,c5,98.5446
272,m1,7.4954
272,m2,19.4847
272,m3,17.3124
272,ca,49.3568
280,c1,95.581
280,c2,96.9784
280,c3,97.7068
280,c4,98.0976
280,c5,98.4328
280,m1,7.1773
280,m2,49.4259
280,m3,94.2047
280,ca,49.3568
288,c1,95.357
288,c2,96.8666
288,c3,97.5952
288,c4,98.0418
288,c5,98.3768
288,m1,7.0989
288,m2,20.928
288,m3,75.808
288,ca,49.3568
298,c1,95.1892
298,c2,96.6986
298,c3,97.4834
298,c4,97.9298
298,c5,98.321
298,m1,108.1411
298,m2,20.8788
298,m3,75.7022
298,ca,49.3568
307,c1,94.9652
307,c2,96.5866
307,c3,97.3716
307,c4,97.8738
307,c5,98.265
307,m1,8.2421
307,m2,9.2461
307,m3,60.7522
307,ca,49.3568
315,c1,94.7412
315,c2,96.419
315,c3,97.2598
315,c4,97.762
315,c5,98.209
315,m1,7.4958
315,m2,44.8532
315,m3,48.9344
315,ca,49.3568
323,c1,94.5172
323,c2,96.307
323,c3,97.148
323,c4,97.706
323,c5,98.0972
323,m1,108.0894
323,m2,45.0972
323,m3,48.8584
323,ca,49.3568
333,c1,94.3494
333,c2,96.1392
333,c3,97.092
333,c4,97.594
333,c5,98.0412
333,m1,8.0323
333,m2,19.0887
333,m3,39.3653
333,ca,49.3568
340,c1,94.125
340,c2,96.0274
340,c3,96.98
340,c4,97.538
340,c5,97.9852
340,m1,7.6877
340,m2,48.835
340,m3,31.8472
340,ca,49.3568
349,c1,93.9006
349,c2,95.8594
349,c3,96.8682
349,c4,97.426
349,c5,97.9294
349,m1,7.0727
349,m2,20.6467
349,m3,25.7716
349,ca,49.3568
358,c1,93.6762
358,c2,95.7474
358,c3,96.7564
358,c4,97.37
358,c5,97.8734
358,m1,108.1315
358,m2,20.6467
358,m3,25.7716
358,ca,49.3568
365,c1,93.5078
365,c2,95.5796
365,c3,96.6446
365,c4,97.2582
365,c5,97.7614
365,m1,6.877
365,m2,9.8509
365,m3,20.8959
365,ca,49.3568
374,c1,93.2836
374,c2,95.4678
374,c3,96.5326
374,c4,97.2022
374,c5,97.7054
374,m1,7.2578
374,m2,45.2071
374,m3,17.0715
374,ca,49.3568
382,c1,93.059
382,c2,95.2998
382,c3,96.4206
382,c4,97.0904
382,c5,97.6496
382,m1,107.3382
382,m2,46.0775
382,m3,116.9953
382,ca,49.3568
390,c1,92.8342
390,c2,95.1878
390,c3,96.3086
390,c4,97.0344
390,c5,97.5936
390,m1,7.3897
390,m2,19.8166
390,m3,93.8748
390,ca,49.3568
398,c1,92.6096
398,c2,95.02
398,c3,96.1966
398,c4,96.9224
398,c5,97.5376
398,m1,7.0761
398,m2,49.0814
398,m3,76.2042
398,ca,49.3568
407,c1,92.4416
407,c2,94.908
407,c3,96.1406
407,c4,96.8664
407,c5,97.4258
407,m1,107.7371
407,m2,49.0814
407,m3,76.2042
407,ca,49.3568
415,c1,92.2168
415,c2,94.74
415,c3,96.0286
415,c4,96.7544
415,c5,97.3698
415,m1,7.7269
415,m2,20.738
415,m3,61.5226
415,ca,49.3568
424,c1,91.9926
424,c2,94.6282
424,c3,95.9166
424,c4,96.6984
424,c5,97.3138
424,m1,7.8436
424,m2,9.1252
424,m3,49.5729
424,ca,49.3568
431,c1,91.7678
431,c2,94.4602
431,c3,95.8046
431,c4,96.5864
431,c5,97.2578
431,m1,108.7058
431,m2,109.0198
431,m3,49.4673
431,ca,49.3568
440,c1,91.5992
440,c2,94.3486
440,c3,95.6928
440,c4,96.5304
440,c5,97.146
440,m1,8.1193
440,m2,44.6573
440,m3,39.8526
440,ca,49.3568
448,c1,91.3744
448,c2,94.1802
448,c3,95.5808
448,c4,96.4184
448,c5,97.09
448,m1,7.8082
448,m2,19.0177
448,m3,32.2369
448,ca,49.3568
456,c1,91.1496
456,c2,94.0678
456,c3,95.4688
456,c4,96.3624
456,c5,97.034
456,m1,108.423
456,m2,118.9421
456,m3,32.2369
456,ca,49.3568
463,c1,90.9248
463,c2,93.8996
463,c3,95.3568
463,c4,96.2504
463,c5,96.9782
463,m1,7.4794
463,m2,49.2238
463,m3,26.0385
463,ca,49.3568
471,c1,90.7562
471,c2,93.7872
471,c3,95.3008
471,c4,96.1944
471,c5,96.9222
471,m1,7.1512
471,m2,20.9747
471,m3,21.1856
471,ca,49.3568
479,c1,90.5316
479,c2,93.619
479,c3,95.1888
479,c4,96.0824
479,c5,96.8104
479,m1,108.1098
479,m2,20.9813
479,m3,21.1096
479,ca,49.3568
487,c1,90.307
487,c2,93.5066
487,c3,95.0772
487,c4,96.0264
487,c5,96.7544
487,m1,8.1515
487,m2,9.4661
487,m3,17.1367
487,ca,49.3568
496,c1,90.0824
496,c2,93.3382
496,c3,94.9652
496,c4,95.9144
496,c5,96.6984
496,m1,7.6514
496,m2,44.9412
496,m3,94.0644
496,ca,49.3568
505,c1,89.914
505,c2,93.2258
505,c3,94.8536
505,c4,95.8586
505,c5,96.6424
505,m1,108.4676
505,m2,44.8066
505,m3,93.9884
505,ca,49.3568
512,c1,89.6892
512,c2,93.0572
512,c3,94.7416
512,c4,95.7466
512,c5,96.5864
512,m1,8.0238
512,m2,19.0846
512,m3,75.5455
512,ca,49.3568
520,c1,89.4646
520,c2,92.8888
520,c3,94.6298
520,c4,95.6906
520,c5,96.4746
520,m1,7.7445
520,m2,48.8067
520,m3,60.7322
520,ca,49.3568
529,c1,89.2398
529,c2,92.7764
529,c3,94.5178
529,c4,95.5786
529,c5,96.4186
529,m1,108.5313
529,m2,48.8699
529,m3,60.6562
529,ca,49.3568
539,c1,89.015
539,c2,92.6078
539,c3,94.4062
539,c4,95.5226
539,c5,96.3626
539,m1,7.683
539,m2,21.074
539,m3,48.8036
539,ca,49.3568
547,c1,88.8464
547,c2,92.4954
547,c3,94.3502
547,c4,95.4106
547,c5,96.3066
547,m1,7.7398
547,m2,9.8255
547,m3,39.3219
547,ca,49.3568
555,c1,88.622
555,c2,92.3268
555,c3,94.238
555,c4,95.3546
555,c5,96.2506
555,m1,7.5247
555,m2,45.085
555,m3,31.8123
555,ca,49.3568
563,c1,88.3974
563,c2,92.2144
563,c3,94.1256
563,c4,95.2426
563,c5,96.1386
563,m1,107.6879
563,m2,45.6292
563,m3,31.8123
563,ca,49.3568
