height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,0015dbc9ac8420e488e7f99d5346d7f80e6cb7372ce1a1ffaaa7131fc37710e9,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684801,1,531,1,1
2,00c829e2f815004d87cfdad2a53198bb93cd8cba3f29d5feed3e1a17cba0dac4,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684802,1,530,1,1
3,00b6b30fab8899b57e8eeca7da7c226952d93ac3acdb22cf087785de6f0f304f,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684803,4,529,1,1
4,0066154cc25e6669439d1bc9f4c608d597e4b3bb6c339549a0b2d9ad5447b74e,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684806,1,528,1,1
5,00b708fe3be452badcb6fa4ae0d2f7ed6a1ca5c6c5d85fa77f09e60877ca3299,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684811,1,527,1,1
6,00e660f0a4060a6f2169abd63e4437a05098c821a70b26c7ff20fc102a9c32ed,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684815,1,526,1,1
7,00859d825ff6b3489153c6ea06815fc492b1c129b94dc6da8d3c408dadf97ed3,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684820,1,525,1,1
8,00289a81e20e07cf524b2af4a33d4a4f27384aa553fb340a81e08ede7fc937ec,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684823,1,524,1,1
9,002145198a97c60106a62ede9f49136c88ae3c8fc33fe5d475844430a305c6c7,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684827,1,523,1,1
10,00495318cb05363a7bfee58a9d638a1bf96b31076b28f24a088bc7d625360f73,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684832,1,522,1,1
11,00da50d4107acfddfb10d47ad735fe6e7092f6de292edd2113e224942a64205c,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684836,1,521,1,1
12,0084ce465e43b642d154c03655fe6ea9d3b462197202aa121f8dd1e15c8fb947,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684838,1,520,2,1
13,003bad87ebbadea88664cdab69b9098519957d9992594233879ac60f08a21a22,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684839,1,519,2,1
14,00d4d9197c861cd225d5b47d2ad52d66e720f168ffc104dd28a4a2f1c8589d97,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684840,1,518,2,1
15,0047c222466464a0dfa46de99c5255010c09f0524169d593b60ac213175f6874,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684844,1,517,2,1
16,00965e6b612ed94a8c7775dfdb152e55f5a8b4818992ac2cb780dca4e343c985,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684847,1,516,2,1
17,00b1a83e9b4b1a5ebfc3ff8ae01ea32635d799212aae300dd73176bf1dd05d80,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684850,1,515,2,1
18,00ab89465ec19fdbb1be8e438a360e6645cbdeb61f614618c997d17a474e2e70,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684855,1,514,2,1
19,00a086b24cdc01480665650ccce9b8636f2da5fb2f986532a5eb62cc6a17fcba,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684858,1,513,2,1
20,001cc26830d935f9db2ae6d726f698dcf7e939f517cfbf8db415c7a3143da03f,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684860,40,512,2,1
21,00e7837bc673a40589ad518fc47cb5d7f3dd1a1fe0eb783115e3cbbc1944c232,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684862,1,511,2,1
22,00e69a46041982368a699238fbd58695075c37c60bfb62cde4efafa851b6d1b0,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684868,1,510,2,1
23,00a906cf15df2483e9fb9888ab850f9d7c583c98e5059c8233dc6bbb6cb0aee7,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684870,1,509,2,1
24,009e34a54eb979d2d547c2402a1c599416c115129c881db8c7b547aff5a3fc9d,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684872,1,508,3,1
25,007b7688ea8e343a389bbf76be60d90c71254d1ba1d012c6378e695c41299a83,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684876,1,507,3,1
26,002fa315a0077ea4e602df3f02c501be1272c6b9aa341d4e2a1e750274ca4e54,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684880,1,506,3,1
27,004de6e3a21021b3251f4d1762d44b81e0ef55de492bd247bca5ec7975998208,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684881,1,505,3,1
28,00c31f7d6261f87e8a8dcebda9079e1f8135896b5f0da1ac2c670680aa8eb5b1,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684885,1,504,3,1
29,007db780ff85a1e9c824e5541eebca10af7df5d7ec17c522ac6080d73afcbc69,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684888,1,503,3,1
30,00b965c7e05091c43a3a5ac1359c88e5865714db35e25f31a96d1ef7b203c504,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684892,1,502,3,1
31,00081953b7562255d63c08e4e832d73dd399ecc4aa527651430c7424f467186c,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684896,1,501,3,1
32,0019c70176c0600fd05dfba927d9188dacfc906d2f5aa612a9e630978f1723fd,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684899,1,500,3,1
33,00b7d97a7305599925b0b75f2eaefa5a72d736a3cd9ad7e970b1e85960750f3b,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684900,1,499,3,1
34,009ea48e56f87182dc41d7a067daa9f606dd771b2d7208f9870dd8626b420a7c,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684903,1,498,3,1
35,002ea72d5472c2a9ee0b79aa241fe0ce1efab09280613ac319fb0f668bf727bd,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684905,1,497,3,1
36,0001f8ccec736014f5c5a1df5fcc32dedd64c67c620190c8add3ce32e395ba43,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684910,1,496,4,1
37,004bc9829429eac704e214f736a5bdf07541522b9b958d4ac8c2381c76032f6e,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684913,1,495,4,1
38,00f2bb64b0e2a4b7eb26120a8073447b6bb08f0f722a6845b2041c5ae20e5e71,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684916,1,494,4,1
39,007d8055348083058ded0b4aedba3a4df3ec59f0890fb30512864ff28c07d7bd,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684919,1,493,4,1
40,005e3b12599fe2e1d8830af3c0ce4f44f53333e7f58e17bb12d496cb10d1943c,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684922,1,492,4,1
41,004247e14b3f37c9b303baaa66cf24ca12e5771804d628ef0b8912269554848f,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684925,1,491,4,1
42,0053d785864b765fdfac40f16b41c493b3507c0bdc110e3312a300c87bcc8b30,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684930,1,490,4,1
43,0036f883443d33f2ef03f99151dea4fec0363c15008a845bd64e4484ba0e4024,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684932,1,489,4,1
44,007ae59f529a1370a1eb462391358add310bbdd3f71b7d108242d36e3ee60a9b,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684935,1,488,4,1
45,00c493595a20ff530f6966452b7c232d7ff8a6de665f286ab78737b98eb9b2e1,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684936,1,487,4,1
46,00038b6ae18345dfe697dcc1e48301c07b36df5152dbb58ce991b030f374c5dc,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684942,1,486,4,1
47,0069dfc64d5225741b5978543c847cf45587daf6e95544657b7a9afaffa2b67a,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684943,1,485,4,1
48,0043e68137da82b7a848e899807f6aea763631f0177ff5feb5ce03f8b1abff79,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684946,1,484,5,1
49,009ebeee3b4c531d5d4fdc687698060ff85b589dc41ed259ba60e14bd3854458,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684951,1,483,5,1
50,00e97e2d8b528548638049729707f36e04e8f4daf0e74958472df5461dda56e5,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684952,1,482,5,1
51,00b6cee04732d896ef58f3a4ae1737b17c51f8aa7254540a0430d70873f1db4d,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684956,1,481,5,1
52,00f3e166f078dfa288bc38e099ce409297a6a1be03bb4d5b21e60cc241863ac3,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684960,1,480,5,1
53,00f1cf80279c91f58047ed06a1d601b2c5c6ef62a952e71dac58581463a20941,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684962,1,479,5,1
54,0013a3d2633745290dbcdb916835c1b36f671ff2461c3bc9dfc10d90eca4e501,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684966,1,478,5,1
55,0031ad6c58ace5cd617e13c0348bac52e50094e43a845e6b5787b52bbec011c7,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684969,1,477,5,1
56,00805f139d3b2b2b4461576a7e2555eea605ec219589d6ff2f243804a6d60c2c,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684971,1,476,5,1
57,002837ebc3c415d652ae6ce5fd950cea28933ed2f6b89689877bf085058c169a,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684977,1,475,5,1
58,0070fa50c68643a4d6af4066f18a4ed926f76541308d6511230ae7380e9e25f9,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684979,1,474,5,1
59,00c83a77fd62593636bd04988b32dc853e38590eaf4cbb751e23598abb29da3d,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684981,1,473,5,1
60,00309cc3e2fdbec52567c9cc57ff27f037f2eb7e707b86bc9e24367268ca6a99,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946684984,1,472,6,1
61,00baf17ec3456024901a2e78b497114876472fa9d2ac2d8e2754ebd9b481e2ea,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684987,1,471,6,1
62,007abe72c7a52e95c8dc998e1293c57f5a34e36d9b2476b3c4f1a5699b647814,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684990,1,470,6,1
63,004ca4dba5edea0e44042a01c78800fa5d9f68354f978703aa9d1f233774ce58,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684993,1,469,6,1
64,00fa3ce57614ad850ea33dcbcd2e768ab6af89e3dd6fa9c30ef2ec33ae981f0a,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684997,1,468,6,1
65,002061a8c448d8c49f71772233863df0e79df1974ff9e22dab5a01beb1a37822,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946684999,1,467,6,1
66,009043b4b7d7bec88a093d7e21ca230da0be91ac402a132cb382ff8ee49fdf76,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685004,1,466,6,1
67,009c39f184d294144a735b10137279aec61b63461452c0fde54cdb9f6f932ebd,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685006,1,465,6,1
68,0004373c5c6e7f44d40f93178c85d78484544dfb3c564c5705dcd8f756b4b532,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685010,1,464,6,1
69,00bd46ddd9b44358c4aa476f7a7856269395d94de54d444504f8ce4377e2dcf0,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685011,1,463,6,1
70,00c70867fac0e68a5cfdb5ff8a822d283531261b3d2f3789d39a7dcb7b7a1af9,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685015,1,462,6,1
71,001fb78b8894cb247f371aad666f68db3b7271d52a24bd42034184f989234651,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685019,1,461,6,1
72,00a0bacc2f7d7606b158ef77fd724edb7126cdac63004fc9c64850c28e3401e2,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685020,1,460,7,1
73,0008ff80d78c64056090ac7713493a3370029b9689fc7cdf751affeccbb2b4f8,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685024,1,459,7,1
74,003b9a5af52aad626fc0c69856e8e5988b279715f7c2ae39d8261ed07216d242,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685027,1,458,7,1
75,00e23490fe9a0369c41768472011d0fd58881b9d964cc9940e4fa8c266646001,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685030,1,457,7,1
76,001d4b6c1d716e125310f100853750c404bdaee019a4546e12fe570d1ee9bf64,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685033,1,456,7,1
77,002bc15484011c8c45016405b9efdfbf0a714b19d655b48b36ebcfd9cf1538aa,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685038,1,455,7,1
78,005486c52a9e4baa47c894aa8b39299ca96127eccd3124ea1950a357f15610cb,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685040,1,454,7,1
79,004f85851c31d2765a4c0909cef5f265c2702d0eb027674b57e5852ca830653a,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685043,1,453,7,1
80,00b64e52dc2341487762a658a529b2067dc68f2ce08ff1b8918b77e8dbc8805a,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685046,1,452,7,1
81,00505da7e5c84d79049221dde4841cbdb00bff74ae5574b433869f96b1aa6b6a,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685049,1,451,7,1
82,00a18f95981fdc373bd5e1fd594444d077bde7e44cbe795fc68e82d5c02067cd,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685052,1,450,7,1
83,002117874c9a9b61f89801a38fe972ff840b2dc52323f9763cce85794c508bde,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685054,1,449,7,1
84,000b73d5e79a0249955858de907e1378dda178cb8c7fe0781972bd53f70a2af5,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685059,1,448,8,1
85,00a9cf3f33b8be1e0cb78830065bbc1bf646974ef6392730f5e0f612c993eb3e,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685062,17,447,8,1
86,002ac7a8f348a7511595a3a7bdb899879bc3f8d3132e0b56f1f30a5ddf9bfbf9,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685065,4,446,8,1
87,005324f0568c3469f9cd29e1ec6eaf8094218f2f16584c537c299d61619e9b4d,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685067,1,445,8,1
88,0048b6a17a853d53eadd40ca18237c4a91d1235d974e534162b0111d2d440015,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685070,1,444,8,1
89,009bab0b1da088f94718d5ad24d05a71941625fbf9fc8c2a5aea050facb350de,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685075,1,443,8,1
90,0090a1d9593c2bd7521357ede282d51dc1ec2cbff25708e1f2d4be02608959f0,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685078,1,442,8,1
91,001c5cb4cca7ac6553254cabd80c53e0b2fda7f5c1ecb28a88859dcd0848d472,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685081,1,441,8,1
92,002cc9abe1ab93dc7c2a19f4031b5cc65036dfcd12289b4d64889665606d4d76,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685085,1,440,8,1
93,008ce8b9b5767d70a10aab3834cd0a0969f2b45a23d187d6632c0ea5805796db,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685087,1,439,8,1
94,00553023ce91cfc5f945dd674f61dfc23102400bde14b3ceb799624e886b0680,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685090,1,438,8,1
95,0035d0fd65598c3db683e59c45dd901a6b77bbb4829ad4d966e02653d5094db7,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685092,1,437,8,1
96,00fb0fb6a11b274de816a3aa803753e4681d30c9080677cf2aaab2dc71f2f991,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685097,1,436,9,1
97,007142a322e6f4989a9b63834086eda2495bc025db32b2f8b35678b40b0cd02f,1ZizoV8be5qn4x2Uk4tmToQ9Usx1nqZaxZUHs,m2,946685099,1,435,9,1
98,0098fca65331e0a084b5a6a7a6ab3cada4b90cf3e388cae0e199c03cf91e21f1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685101,1,434,9,1
99,0039405e4e2b7d5ddaafd28dd43e82c572c99e74bf858dcd531d961f003486dc,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685105,1,433,9,1
100,001defbc5c71f055282da484c480e9b77f85b1af3dd4ecf02caf3682702a8aac,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685108,1,432,9,1
101,00a5bc85eabdad835ac9b07cda29881cd6fc0ee5acbba8d13a6da2db6459e504,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685111,1,431,9,1
102,0083c94081507b104cd29eada97a98c76103dc21d4f59caa749717e6dd3cca4e,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685116,4,430,9,1
103,0041a378e711b80d3d5c3a11fc8483e1660cdf28a64b00090a5af586e6dbc5d8,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685118,1,429,9,1
104,00dd272acfc5da83383e891b03f9b801e57ecd15098fe6d1dfae297d5fec8f93,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685120,1,428,9,1
105,004b06d593f83869212cf90e0d0345cd413d50e63840e472bd738049a8e9dedc,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685125,1,427,9,1
106,005e413f8e148bb9891500d9acb0d6d0fefeb52df838fed51d78c472c72ae3aa,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685127,1,426,9,1
107,00958373c68200a64e986929df2673dc380b05cb18c881d67ec0d8a219d3ba40,1Fie7b8i2zjm4Ug24c8KTQz21Bsr1c5Ucd2oek,,946685130,1,425,9,1
108,0082731d430887785a00adf8736cd261f30fe73b9ee3670e757a6ee46a530894,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685134,1,424,10,1
109,00a7b0789b32a7120824e00d5c51ea42f07877df0a474b1820b8bc98da2b269d,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685136,1,423,10,1
110,0083ce999f1bc526121d1e81a2b4c53b6e9e389b7999e9e493df6edf4d6b7854,1Fvwvr9t6JbW7AevoxRSprbvz8VvNC6RQrjo4j,m3,946685139,1,422,10,1
111,009a46a0d751b228626cce65a718cd5d9d185f0f64e680e5d2c0d3df518602f1,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685142,10,421,10,1
112,0079dd0a32434610fe88c238746c7ff0dd07cc8a49408489cee5b678fb4e748a,1LDi4AMPpyKL7zUKtJHfjBPmNqTCR7cePZa1hk,m1,946685147,1,420,10,1
