tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
143,144,admin,12,2.917,3.000,+0.083,1.500,2000-01-01 00:07:26,2,run/data/admin/debug.log,794
143,144,m1,12,2.917,3.000,+0.083,1.500,2000-01-01 00:07:21,3,run/data/m1/debug.log,653
143,144,m2,12,2.917,3.000,+0.083,1.500,2000-01-01 00:07:22,3,run/data/m2/debug.log,677
143,144,m3,12,2.917,3.000,+0.083,1.500,2000-01-01 00:07:22,3,run/data/m3/debug.log,670
144,145,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:30,2,run/data/admin/debug.log,808
144,145,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:26,3,run/data/m1/debug.log,852
144,145,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:27,3,run/data/m2/debug.log,692
144,145,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:27,3,run/data/m3/debug.log,685
145,146,admin,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:32,2,run/data/admin/debug.log,822
145,146,m1,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:30,3,run/data/m1/debug.log,1171
145,146,m2,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:31,3,run/data/m2/debug.log,708
145,146,m3,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:31,3,run/data/m3/debug.log,701
146,147,admin,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:35,2,run/data/admin/debug.log,836
146,147,m1,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:32,3,run/data/m1/debug.log,1464
146,147,m2,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:33,3,run/data/m2/debug.log,723
146,147,m3,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:33,3,run/data/m3/debug.log,716
147,148,admin,12,3.083,3.000,-0.083,1.500,2000-01-01 00:07:39,2,run/data/admin/debug.log,850
147,148,m1,12,3.083,3.000,-0.083,1.500,2000-01-01 00:07:34,3,run/data/m1/debug.log,2557
147,148,m2,12,3.083,3.000,-0.083,1.500,2000-01-01 00:07:35,3,run/data/m2/debug.log,738
147,148,m3,12,3.083,3.000,-0.083,1.500,2000-01-01 00:07:35,3,run/data/m3/debug.log,731
148,149,admin,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:41,2,run/data/admin/debug.log,866
148,149,m1,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:39,3,run/data/m1/debug.log,2745
148,149,m2,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:40,3,run/data/m2/debug.log,753
148,149,m3,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:40,3,run/data/m3/debug.log,746
149,150,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:45,2,run/data/admin/debug.log,881
149,150,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:41,3,run/data/m1/debug.log,2895
149,150,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:42,3,run/data/m2/debug.log,773
149,150,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:42,3,run/data/m3/debug.log,761
150,151,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:47,2,run/data/admin/debug.log,895
150,151,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:44,3,run/data/m1/debug.log,2924
150,151,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:45,3,run/data/m2/debug.log,788
150,151,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:45,3,run/data/m3/debug.log,781
151,152,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:51,5,run/data/admin/debug.log,909
151,152,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:47,6,run/data/m1/debug.log,2972
151,152,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:48,6,run/data/m2/debug.log,803
151,152,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:48,6,run/data/m3/debug.log,796
152,153,admin,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:55,5,run/data/admin/debug.log,939
152,153,m1,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:51,6,run/data/m1/debug.log,3088
152,153,m2,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:52,6,run/data/m2/debug.log,834
152,153,m3,12,3.250,3.000,-0.250,1.500,2000-01-01 00:07:51,6,run/data/m3/debug.log,1025
153,154,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:59,2,run/data/admin/debug.log,969
153,154,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:54,3,run/data/m1/debug.log,3293
153,154,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:55,3,run/data/m2/debug.log,865
153,154,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:07:54,3,run/data/m3/debug.log,1142
154,155,admin,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:02,5,run/data/admin/debug.log,993
154,155,m1,12,3.333,3.000,-0.333,1.500,2000-01-01 00:07:59,6,run/data/m1/debug.log,3407
154,155,m2,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:00,6,run/data/m2/debug.log,887
154,155,m3,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:00,6,run/data/m3/debug.log,1180
155,156,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:05,2,run/data/admin/debug.log,1023
155,156,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:02,3,run/data/m1/debug.log,4085
155,156,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:02,3,run/data/m2/debug.log,911
155,156,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:03,3,run/data/m3/debug.log,1211
156,157,admin,12,3.167,3.000,-0.167,1.500,2000-01-01 00:08:09,2,run/data/admin/debug.log,1037
156,157,m1,12,3.167,3.000,-0.167,1.500,2000-01-01 00:08:05,3,run/data/m1/debug.log,4120
156,157,m2,12,3.167,3.000,-0.167,1.500,2000-01-01 00:08:04,3,run/data/m2/debug.log,974
156,157,m3,12,3.167,3.000,-0.167,1.500,2000-01-01 00:08:05,3,run/data/m3/debug.log,1226
157,158,admin,12,3.250,3.000,-0.250,1.500,2000-01-01 00:08:12,2,run/data/admin/debug.log,1053
157,158,m1,12,3.250,3.000,-0.250,1.500,2000-01-01 00:08:09,3,run/data/m1/debug.log,4359
157,158,m2,12,3.250,3.000,-0.250,1.500,2000-01-01 00:08:10,3,run/data/m2/debug.log,990
157,158,m3,12,3.250,3.000,-0.250,1.500,2000-01-01 00:08:10,3,run/data/m3/debug.log,1242
158,159,admin,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:16,2,run/data/admin/debug.log,1067
158,159,m1,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:12,3,run/data/m1/debug.log,4680
158,159,m2,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:13,3,run/data/m2/debug.log,1005
158,159,m3,12,3.333,3.000,-0.333,1.500,2000-01-01 00:08:13,3,run/data/m3/debug.log,1257
159,160,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:20,2,run/data/admin/debug.log,1081
159,160,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:15,3,run/data/m1/debug.log,5362
159,160,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:16,3,run/data/m2/debug.log,1020
159,160,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:16,3,run/data/m3/debug.log,1272
160,161,admin,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:24,5,run/data/admin/debug.log,1095
160,161,m1,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:20,6,run/data/m1/debug.log,5887
160,161,m2,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:22,6,run/data/m2/debug.log,1035
160,161,m3,12,3.417,3.000,-0.417,1.500,2000-01-01 00:08:21,6,run/data/m3/debug.log,1287
161,162,admin,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:29,5,run/data/admin/debug.log,1126
161,162,m1,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:24,6,run/data/m1/debug.log,6047
161,162,m2,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:25,6,run/data/m2/debug.log,1066
161,162,m3,12,3.583,3.000,-0.583,1.500,2000-01-01 00:08:24,6,run/data/m3/debug.log,1845
162,163,admin,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:32,2,run/data/admin/debug.log,1156
162,163,m1,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:28,3,run/data/m1/debug.log,6165
162,163,m2,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:29,3,run/data/m2/debug.log,1101
162,163,m3,12,3.667,3.000,-0.667,1.500,2000-01-01 00:08:28,3,run/data/m3/debug.log,2154
163,164,admin,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:37,2,run/data/admin/debug.log,1177
163,164,m1,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:32,3,run/data/m1/debug.log,6739
163,164,m2,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:33,3,run/data/m2/debug.log,1126
163,164,m3,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:33,3,run/data/m3/debug.log,2195
164,165,admin,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:40,2,run/data/admin/debug.log,1191
164,165,m1,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:36,3,run/data/m1/debug.log,6829
164,165,m2,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:37,3,run/data/m2/debug.log,1141
164,165,m3,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:37,3,run/data/m3/debug.log,2210
165,166,admin,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:44,2,run/data/admin/debug.log,1205
165,166,m1,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:39,3,run/data/m1/debug.log,7054
165,166,m2,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:40,3,run/data/m2/debug.log,1156
165,166,m3,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:40,3,run/data/m3/debug.log,2225
166,167,admin,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:49,2,run/data/admin/debug.log,1219
166,167,m1,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:44,3,run/data/m1/debug.log,7117
166,167,m2,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:45,3,run/data/m2/debug.log,1171
166,167,m3,12,3.750,3.000,-0.750,1.500,2000-01-01 00:08:45,3,run/data/m3/debug.log,2240
167,168,admin,12,3.833,3.000,-0.833,1.500,2000-01-01 00:08:53,2,run/data/admin/debug.log,1233
167,168,m1,12,3.833,3.000,-0.833,1.500,2000-01-01 00:08:48,3,run/data/m1/debug.log,7686
167,168,m2,12,3.833,3.000,-0.833,1.500,2000-01-01 00:08:49,3,run/data/m2/debug.log,1186
167,168,m3,12,3.833,3.000,-0.833,1.500,2000-01-01 00:08:49,3,run/data/m3/debug.log,2255
168,169,admin,12,4.083,3.000,-1.083,1.500,2000-01-01 00:08:57,2,run/data/admin/debug.log,1247
168,169,m1,12,4.083,3.000,-1.083,1.500,2000-01-01 00:08:53,3,run/data/m1/debug.log,7760
168,169,m2,12,4.083,3.000,-1.083,1.500,2000-01-01 00:08:54,3,run/data/m2/debug.log,1201
168,169,m3,12,4.083,3.000,-1.083,1.500,2000-01-01 00:08:54,3,run/data/m3/debug.log,2270
169,170,admin,12,3.917,3.000,-0.917,1.500,2000-01-01 00:09:01,2,run/data/admin/debug.log,1261
169,170,m1,12,3.917,3.000,-0.917,1.500,2000-01-01 00:08:56,3,run/data/m1/debug.log,7971
169,170,m2,12,3.917,3.000,-0.917,1.500,2000-01-01 00:08:57,3,run/data/m2/debug.log,1216
169,170,m3,12,3.917,3.000,-0.917,1.500,2000-01-01 00:08:57,3,run/data/m3/debug.log,2285
170,171,admin,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:03,2,run/data/admin/debug.log,1275
170,171,m1,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:00,3,run/data/m1/debug.log,8039
170,171,m2,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:01,3,run/data/m2/debug.log,1232
170,171,m3,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:01,3,run/data/m3/debug.log,2301
171,172,admin,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:06,2,run/data/admin/debug.log,1289
171,172,m1,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:03,3,run/data/m1/debug.log,8229
171,172,m2,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:03,3,run/data/m2/debug.log,1247
171,172,m3,12,4.000,3.000,-1.000,1.500,2000-01-01 00:09:03,3,run/data/m3/debug.log,2316
172,173,admin,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:11,2,run/data/admin/debug.log,1304
172,173,m1,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:06,3,run/data/m1/debug.log,8297
172,173,m2,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:07,3,run/data/m2/debug.log,1262
172,173,m3,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:07,3,run/data/m3/debug.log,2331
173,174,admin,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:14,2,run/data/admin/debug.log,1319
173,174,m1,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:10,3,run/data/m1/debug.log,9420
173,174,m2,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:11,3,run/data/m2/debug.log,1277
173,174,m3,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:11,3,run/data/m3/debug.log,2346
174,175,admin,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:16,2,run/data/admin/debug.log,1333
174,175,m1,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:14,3,run/data/m1/debug.log,9806
174,175,m2,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:14,3,run/data/m2/debug.log,1297
174,175,m3,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:14,3,run/data/m3/debug.log,2366
175,176,admin,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:21,2,run/data/admin/debug.log,1347
175,176,m1,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:16,3,run/data/m1/debug.log,10788
175,176,m2,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:17,3,run/data/m2/debug.log,1312
175,176,m3,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:17,3,run/data/m3/debug.log,2381
176,177,admin,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:25,2,run/data/admin/debug.log,1361
176,177,m1,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:20,3,run/data/m1/debug.log,10831
176,177,m2,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:21,3,run/data/m2/debug.log,1327
176,177,m3,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:21,3,run/data/m3/debug.log,2396
177,178,admin,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:28,2,run/data/admin/debug.log,1375
177,178,m1,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:25,3,run/data/m1/debug.log,10876
177,178,m2,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:25,3,run/data/m2/debug.log,1342
177,178,m3,12,3.833,3.000,-0.833,1.500,2000-01-01 00:09:26,3,run/data/m3/debug.log,2411
178,179,admin,12,3.667,3.000,-0.667,1.500,2000-01-01 00:09:31,5,run/data/admin/debug.log,1389
