height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,000c05c7677ecb65eb073453327477baaaad8fb28f84e420a10e6ad48aecb2e9,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684801,1,651,1,1
2,0085766237023a622c0eb3eced346e70ac27e9af754769510785dd1da556d6b3,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684802,1,650,1,1
3,00c8b6b771aa5005606e36afa14ea33225a7570a15563a3382abc7e4e36ac170,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684802,1,649,1,1
4,00d3db6559d19634c9a401c9dfcd8531df231e12af6b8782ef44a7aad50984df,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684804,4,648,1,1
5,0041b354bfb65e7758d7308f951158aa19a289f66c4dbccfe96c753dd3ab982c,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684807,1,647,1,1
6,007a57966d03ea16ce9ba81970a9bef6717d3d8f664d07e8647628029da8afa2,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684811,1,646,1,1
7,002099700541032b94b7853f2efa297976b581b64fd22dc0885303e1e63f2ac4,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684814,1,645,1,1
8,0049d11d14bcb6d303d5d6f042f8aaa12f6299eb3cfbb36b77499089c10069e7,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684816,1,644,1,1
9,003cd178b569f3b07b973815a90d6b15c407cf80cba5683fae33829991e6a16d,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684820,1,643,1,1
10,00d32d5a465295be1f965d56c4c2ecb4c423856160ba2056b064281ac70bf26a,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684823,1,642,1,1
11,004667800ddb9539ebc032606bf77621c79e21d9fe7acd9efc895943ea33151c,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684826,1,641,1,1
12,00650bb52c6d291a827520fe4f28691112d0a5668dcf1cd7d9cb40b71ebf5e56,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684827,1,640,2,1
13,001dd6132976f2af9fa75dd1727b561a4183c4218b8a3e6b8a317c02e1a2520d,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684828,1,639,2,1
14,00c429442f07b842e61a5168ca41118b17e3fe5321efe1fd04c6641ccaac9d00,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684829,1,638,2,1
15,006bb939d39c05f3da0eb153c2c86a78809a3c7e226974daa49172a16f7f748b,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684831,1,637,2,1
16,00ada6de0ac035dacb7907a97f10dda5356725cbb6c03805de0e83fc8b825b26,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684833,1,636,2,1
17,00dd9b11f625f6ded87ddc26a78e198e9ed6102561f682640c3c9530f5ce87cd,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684835,1,635,2,1
18,00c4be75cf70db18a9168c40cba09abb530a9743a8e5a4ad7948d628f1789e72,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684838,1,634,2,1
19,00cc62c184e164bd5d6afb42676a2b742c48f910a634ad476da2f70663103b08,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684840,1,633,2,1
20,00e07d695c9c2d418c1a666d39a810d4d67bf9b11e5c75686af7c5253d604380,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684842,1,632,2,1
21,000192f410ab50dfec63a2c7e8d98acb7c26eda03e50a0614bba949bd9f1706c,175E4qBWQR2be5KVnXCRm6ZbyPycbKBDR5RLSB,,946684845,1,631,2,1
