epoch,verified,records,invalid,address,host,published,published_epoch,recomputed,verdict
52,True,3,0,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,m3,5826,52,5826,ok
52,True,3,0,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,15454,51,0,other-epoch
52,True,3,0,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,42907,51,0,other-epoch
