height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
200,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,9.62651779e-06,1,946685223,946685221,4,admin m1 m2 m3,8,2000-01-01 00:07:03,run/data/admin/debug.log,896
201,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,1.45926796e-05,2,946685226,946685223,4,admin m1 m2 m3,11,2000-01-01 00:07:06,run/data/admin/debug.log,910
201,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,6.61171813e-05,2,946685226,946685223,4,admin m1 m2 m3,9,2000-01-01 00:07:06,run/data/admin/debug.log,921
202,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,3.49224887e-05,2,946685229,946685226,4,admin m1 m2 m3,11,2000-01-01 00:07:10,run/data/admin/debug.log,940
202,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,2.79155651e-05,2,946685229,946685226,4,admin m1 m2 m3,9,2000-01-01 00:07:10,run/data/admin/debug.log,955
203,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,2.11997858e-05,2,946685233,946685229,4,admin m1 m2 m3,11,2000-01-01 00:07:13,run/data/admin/debug.log,976
203,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,0.000196729981,2,946685233,946685229,4,admin m1 m2 m3,9,2000-01-01 00:07:13,run/data/admin/debug.log,987
204,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,2.46447155e-05,2,946685236,946685233,4,admin m1 m2 m3,11,2000-01-01 00:07:16,run/data/admin/debug.log,1006
204,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,5.72826257e-05,2,946685236,946685233,4,admin m1 m2 m3,9,2000-01-01 00:07:16,run/data/admin/debug.log,1027
205,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,5.9267458e-05,2,946685239,946685236,4,admin m1 m2 m3,11,2000-01-01 00:07:20,run/data/admin/debug.log,1046
205,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,3.3975597e-05,2,946685239,946685236,4,admin m1 m2 m3,9,2000-01-01 00:07:20,run/data/admin/debug.log,1070
206,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,3.08801516e-05,2,946685242,946685239,4,admin m1 m2 m3,10,2000-01-01 00:07:23,run/data/admin/debug.log,1100
206,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,8.22591873e-05,2,946685243,946685239,4,admin m1 m2 m3,10,2000-01-01 00:07:23,run/data/admin/debug.log,1089
207,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,6.02558254e-06,1,946685245,946685243,4,admin m1 m2 m3,8,2000-01-01 00:07:25,run/data/admin/debug.log,1119
208,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,3.79825231e-06,1,946685247,946685245,4,admin m1 m2 m3,8,2000-01-01 00:07:27,run/data/admin/debug.log,1133
209,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,4.66606927e-07,0,946685249,946685247,4,admin m1 m2 m3,8,2000-01-01 00:07:29,run/data/admin/debug.log,1147
210,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,4.22071558e-05,2,946685252,946685249,4,admin m1 m2 m3,11,2000-01-01 00:07:33,run/data/admin/debug.log,1162
210,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,3.22704806e-06,1,946685252,946685249,4,admin m1 m2 m3,9,2000-01-01 00:07:33,run/data/admin/debug.log,1173
211,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,5.9713471e-06,1,946685255,946685252,4,admin m1 m2 m3,8,2000-01-01 00:07:35,run/data/admin/debug.log,1192
212,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,2.90159751e-06,1,946685256,946685255,4,admin m1 m2 m3,8,2000-01-01 00:07:36,run/data/admin/debug.log,1206
213,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,m2,8.07798962e-06,1,946685258,946685256,4,admin m1 m2 m3,8,2000-01-01 00:07:38,run/data/admin/debug.log,1220
214,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,m1,2.14492526e-06,1,946685260,946685258,4,admin m1 m2 m3,8,2000-01-01 00:07:41,run/data/admin/debug.log,1234
