height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
200,17,1,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,9.62651779e-06,1.826,1.826,2000-01-01 00:07:01,0,run/data/m1/debug.log,778
200,17,1,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,5.59074338e-05,2.890,2.890,2000-01-01 00:07:02,0,run/data/m2/debug.log,752
200,17,1,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0.000165314655,2.967,2.967,2000-01-01 00:07:02,0,run/data/m3/debug.log,741
201,17,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,6.61171813e-05,2.924,2.924,2000-01-01 00:07:03,0,run/data/m1/debug.log,893
201,17,0,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,1.45926796e-05,2.112,2.112,2000-01-01 00:07:04,0,run/data/m2/debug.log,767
201,17,0,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0.000253613154,2.967,2.967,2000-01-01 00:07:04,0,run/data/m3/debug.log,756
202,17,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,3.49224887e-05,2.706,2.706,2000-01-01 00:07:06,0,run/data/m1/debug.log,1079
202,17,0,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,2.79155651e-05,2.574,2.574,2000-01-01 00:07:06,0,run/data/m2/debug.log,897
202,17,0,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0.00074902184,2.967,2.967,2000-01-01 00:07:07,0,run/data/m3/debug.log,787
203,17,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,2.11997858e-05,2.369,2.369,2000-01-01 00:07:09,0,run/data/m1/debug.log,1404
203,17,0,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,0.000196729981,2.950,2.950,2000-01-01 00:07:09,0,run/data/m2/debug.log,1086
203,17,0,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0.00013755508,2.949,2.949,2000-01-01 00:07:11,0,run/data/m3/debug.log,822
204,18,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,5.72826257e-05,2.846,2.846,2000-01-01 00:07:13,0,run/data/m1/debug.log,1550
204,18,0,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,2.46447155e-05,2.441,2.441,2000-01-01 00:07:13,0,run/data/m2/debug.log,1383
204,18,0,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,0.000303254836,2.917,2.917,2000-01-01 00:07:14,0,run/data/m3/debug.log,853
205,18,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,5.9267458e-05,2.854,2.854,2000-01-01 00:07:16,0,run/data/m1/debug.log,1585
205,18,0,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,3.3975597e-05,2.641,2.641,2000-01-01 00:07:16,0,run/data/m2/debug.log,1564
205,18,0,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,3.1343941e-05,2.595,2.595,2000-01-01 00:07:17,0,run/data/m3/debug.log,894
206,18,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,8.22591873e-05,2.867,2.867,2000-01-01 00:07:19,0,run/data/m1/debug.log,1838
206,18,0,m2,18GGauDrTeEJnuo5WxTDKBoNSryjXMhQvGRPjC,3.08801516e-05,2.553,2.553,2000-01-01 00:07:19,0,run/data/m2/debug.log,1631
206,18,0,m3,17T8kJfSiCizDdpFGYkHLao39XoWdGo3yaEjhJ,6.08037702e-05,2.826,2.826,2000-01-01 00:07:21,0,run/data/m3/debug.log,939
207,18,0,m1,1PsQyHWKH4xk2wTCB5JLwBYXPAAA9wdtm1u1pA,6.02558254e-06,1.442,1.442,2000-01-01 00:07:23,0,run/data/m1/debug.log,2511
