experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,host,height,kind,balance_gas,epoch,sent_gas
run2-tbt-10s,1,nazionale,10,none,true,12,c1,34,sample,99.8044,3,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,36,sample,99.6082,4,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,40,sample,99.386,4,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,42,sample,99.1632,4,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,45,sample,98.9406,4,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,49,sample,98.7734,5,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,52,sample,98.5502,5,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,55,sample,98.327,5,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,58,sample,98.104,5,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,61,sample,97.8812,6,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,64,sample,97.714,6,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,67,sample,97.4908,6,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,70,sample,97.2676,6,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,73,sample,97.0446,7,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,75,sample,96.8774,7,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,78,sample,96.6546,7,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,81,sample,96.4318,7,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,84,sample,96.2086,8,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,87,sample,95.9856,8,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,90,sample,95.8186,8,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,93,sample,95.5958,8,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,96,sample,95.3732,9,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,99,sample,95.1504,9,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,101,sample,94.9826,9,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,104,sample,94.759,9,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,107,sample,94.5354,9,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,109,sample,94.312,10,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,112,sample,94.0872,10,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,115,sample,93.8624,10,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,118,sample,93.6938,10,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,122,sample,93.469,11,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,125,sample,93.2446,11,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,127,sample,93.02,11,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,130,sample,92.8516,11,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,132,sample,92.627,12,
run2-tbt-10s,1,nazionale,10,none,true,12,c1,135,sample,92.4024,12,
