experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,candidate_host,candidate_address,weight_raw_inforce,weight_record_epoch_tag,weight_record_confirm_height,psi,weight_effective,W_tot_effective,p_theoretical,score_raw,E_i,u_i,score_norm,phi_s,phi_bound_s,delay_logged_s,delay_recomputed_s,delay_mismatch_s,delay_recompute_ok,W_tot_implied_by_logged_delay,is_winner,rank_by_delay,rank_by_score,is_theoretical_argmin_delay,is_theoretical_argmin_score,actual_proposer_host,actual_proposer_address,block_hash,block_time,parent_time,verify_delay_floor_s,time_bar_ok,fork_detected,n_competing_blocks,balance_gas_sample,balance_sample_height,streak_position
run2-tbt-10s,1,nazionale,10,none,true,12,65,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,107087,4,54,1.0,107087.0,161475.0,0.66318,6.69189962e-06,0.71661545,0.48840248,0.66059951,0.083,5.000,11.623,11.6226,-0.0004,1,,1,1,1,1,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,0013e79fd7ab8220c799c743d7a7d9a59ccaa685b7a534d02cbe4c747588ec75,946685446,946685434,11,1,0,0,107.175,64,1
run2-tbt-10s,1,nazionale,10,none,true,12,65,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,41030,4,54,1.0,41030.0,161475.0,0.254095,2.78667859e-05,1.14337423,0.3187417,0.98888866,0.083,5.000,14.906,14.9055,-0.0005,1,,0,2,2,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,0013e79fd7ab8220c799c743d7a7d9a59ccaa685b7a534d02cbe4c747588ec75,946685446,946685434,11,1,0,0,119.8558,64,
run2-tbt-10s,1,nazionale,10,none,true,12,65,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,13358,4,54,1.0,13358.0,161475.0,0.082725,9.47447906e-05,1.26560091,0.28206975,0.99999977,0.083,5.000,15.017,15.0166,-0.0004,1,,0,3,3,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,0013e79fd7ab8220c799c743d7a7d9a59ccaa685b7a534d02cbe4c747588ec75,946685446,946685434,11,1,0,0,23.0283,64,
run2-tbt-10s,1,nazionale,10,none,true,12,66,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,107087,4,54,1.0,107087.0,161475.0,0.66318,2.52375356e-06,0.2702612,0.76318013,0.33470392,0.083,5.000,8.364,8.3636,-0.0004,1,,1,1,1,1,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,001f8e2b052898205fede30aba68349290903c617ec667eea8f9255b10f3b7a6,946685455,946685446,8,1,0,0,107.175,64,2
run2-tbt-10s,1,nazionale,10,none,true,12,66,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,41030,4,54,1.0,41030.0,161475.0,0.254095,1.12862932e-05,0.46307661,0.62934442,0.8383714,0.083,5.000,13.4,13.4003,0.0003,1,,0,2,2,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,001f8e2b052898205fede30aba68349290903c617ec667eea8f9255b10f3b7a6,946685455,946685446,8,1,0,0,119.8558,64,
run2-tbt-10s,1,nazionale,10,none,true,12,66,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,13358,4,54,1.0,13358.0,161475.0,0.082725,2.36452558e-05,0.31585333,0.72916639,0.97803089,0.083,5.000,14.797,14.7969,-0.0001,1,,0,3,3,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,001f8e2b052898205fede30aba68349290903c617ec667eea8f9255b10f3b7a6,946685455,946685446,8,1,0,0,23.0283,64,
run2-tbt-10s,1,nazionale,10,none,true,12,67,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,104092,5,66,1.0,104092.0,154149.0,0.675269,6.9702593e-06,0.72554823,0.48405912,0.65851738,0.0,5.000,11.585,11.5852,0.0002,1,,0,2,2,0,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,0064122559f74e9a199ce3ae1afc7a9a4a8574d051b713d95452be90572686f3,946685465,946685455,8,1,0,0,107.9702,67,
run2-tbt-10s,1,nazionale,10,none,true,12,67,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,38404,5,66,1.0,38404.0,154149.0,0.249136,1.68698569e-05,0.64786998,0.52315893,0.92576144,0.0,5.000,14.258,14.2576,-0.0004,1,,0,3,3,0,0,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,0064122559f74e9a199ce3ae1afc7a9a4a8574d051b713d95452be90572686f3,946685465,946685455,8,1,0,0,119.7796,67,
run2-tbt-10s,1,nazionale,10,none,true,12,67,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,11653,5,66,1.0,11653.0,154149.0,0.075596,2.90695999e-06,0.0338748,0.96669252,0.36116238,0.0,5.000,8.612,8.6116,-0.0004,1,,1,1,1,1,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,0064122559f74e9a199ce3ae1afc7a9a4a8574d051b713d95452be90572686f3,946685465,946685455,8,1,0,0,23.1459,67,1
run2-tbt-10s,1,nazionale,10,none,true,12,68,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,104092,5,66,1.0,104092.0,154149.0,0.675269,8.5954033e-07,0.08947127,0.91441453,0.12409469,0.333,5.000,6.308,6.3075,-0.0005,1,,1,1,1,1,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,005fb5dcfffb6130290cc56090f7b45579e9f6aadb62a657d54284e3c30017d9,946685472,946685465,6,1,0,0,107.9702,67,1
run2-tbt-10s,1,nazionale,10,none,true,12,68,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,38404,5,66,1.0,38404.0,154149.0,0.249136,6.83555259e-05,2.62512562,0.07243066,0.99997346,0.333,5.000,15.066,15.0663,0.0003,1,,0,2,2,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,005fb5dcfffb6130290cc56090f7b45579e9f6aadb62a657d54284e3c30017d9,946685472,946685465,6,1,0,0,119.7796,67,
run2-tbt-10s,1,nazionale,10,none,true,12,68,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,11653,5,66,1.0,11653.0,154149.0,0.075596,7.82512867e-05,0.91186224,0.40177532,0.99999423,0.333,5.000,15.067,15.0665,-0.0005,1,,0,3,3,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,005fb5dcfffb6130290cc56090f7b45579e9f6aadb62a657d54284e3c30017d9,946685472,946685465,6,1,0,0,23.1459,67,
run2-tbt-10s,1,nazionale,10,none,true,12,69,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,104092,5,66,1.0,104092.0,154149.0,0.675269,1.90406218e-05,1.9819764,0.13779663,0.94687421,0.5,5.000,14.569,14.5687,-0.0003,1,,1,1,1,1,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00a5048868ef88beabd030697383656a9dcd570a5a912a002cba12f30603e0b1,946685488,946685472,14,1,0,0,107.9702,67,2
run2-tbt-10s,1,nazionale,10,none,true,12,69,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,38404,5,66,1.0,38404.0,154149.0,0.249136,1.9622777e-05,0.75359313,0.47067232,0.95143399,0.5,5.000,14.614,14.6143,0.0003,1,,0,2,2,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00a5048868ef88beabd030697383656a9dcd570a5a912a002cba12f30603e0b1,946685488,946685472,14,1,0,0,119.7796,67,
run2-tbt-10s,1,nazionale,10,none,true,12,69,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,11653,5,66,1.0,11653.0,154149.0,0.075596,0.000152949116,1.78231605,0.16824803,1.0,0.5,5.000,15.1,15.1,-0.0,1,,0,3,3,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00a5048868ef88beabd030697383656a9dcd570a5a912a002cba12f30603e0b1,946685488,946685472,14,1,0,0,23.1459,67,
run2-tbt-10s,1,nazionale,10,none,true,12,70,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,104092,5,66,1.0,104092.0,154149.0,0.675269,6.22321999e-07,0.06477874,0.93727482,0.09147267,-0.083,5.000,5.898,5.8981,0.0001,1,,1,1,1,1,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00c2710c86c9322c87aa437811f83248cd64163e2cb976c17f1ada6918c57adf,946685494,946685488,5,1,0,0,108.3604,70,3
run2-tbt-10s,1,nazionale,10,none,true,12,70,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,38404,5,66,1.0,38404.0,154149.0,0.249136,5.91028162e-06,0.22697846,0.79693795,0.59790383,-0.083,5.000,10.962,10.9624,0.0004,1,,0,2,2,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00c2710c86c9322c87aa437811f83248cd64163e2cb976c17f1ada6918c57adf,946685494,946685488,5,1,0,0,119.7796,70,
run2-tbt-10s,1,nazionale,10,none,true,12,70,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,11653,5,66,1.0,11653.0,154149.0,0.075596,6.51565016e-05,0.75926871,0.46800855,0.99995655,-0.083,5.000,14.983,14.983,-0.0,1,,0,3,3,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00c2710c86c9322c87aa437811f83248cd64163e2cb976c17f1ada6918c57adf,946685494,946685488,5,1,0,0,23.1459,70,
run2-tbt-10s,1,nazionale,10,none,true,12,71,6,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,104092,5,66,1.0,104092.0,154149.0,0.675269,8.05227824e-06,0.83817775,0.43249793,0.71097747,0.083,5.000,12.126,12.1264,0.0004,1,,1,1,1,1,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00a5945ca00660dcdb6eb7f3535a17e00fb67ccc7d061fcaefc433684a7f3a27,946685507,946685494,12,1,0,0,108.3604,70,4
run2-tbt-10s,1,nazionale,10,none,true,12,71,6,1,m2,19kvdJGdyLyMu8NcGpqistnByR71TSqfptkRQe,38404,5,66,1.0,38404.0,154149.0,0.249136,1.62450965e-05,0.62387669,0.53586303,0.91825621,0.083,5.000,14.199,14.1992,0.0002,1,,0,2,2,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00a5945ca00660dcdb6eb7f3535a17e00fb67ccc7d061fcaefc433684a7f3a27,946685507,946685494,12,1,0,0,119.7796,70,
run2-tbt-10s,1,nazionale,10,none,true,12,71,6,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,11653,5,66,1.0,11653.0,154149.0,0.075596,4.30631455e-05,0.50181483,0.60543091,0.99869054,0.083,5.000,15.004,15.0035,-0.0005,1,,0,3,3,0,0,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,00a5945ca00660dcdb6eb7f3535a17e00fb67ccc7d061fcaefc433684a7f3a27,946685507,946685494,12,1,0,0,23.1459,70,
