experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,height,epoch,epoch_buried,n_candidates_logged,n_candidates_with_weight,all_candidates_logged,winner_observed_host,winner_observed_address,winner_observed_logged_score,winner_theoretical_argmin_delay_host,winner_theoretical_argmin_score_host,argmin_delay_equals_argmin_score,winner_matches_theoretical_argmin,inversion,observed_winner_rank_by_delay,delay_min_s,delay_winner_s,margin_G_logged_s,margin_G_recomputed_s,inversion_gap_s,score_min,score_gap_2_1,W_tot_effective,W_tot_minus_argmin_weff,weff_argmin_score,p_observed_winner,phi_s,phi_identical_across_nodes,block_time,parent_time,dt_prev_s,scheduler_residual_s,verify_delay_floor_s,time_bar_slack_s,time_bar_ok,verify_parent_matches_chain,fork_detected,n_competing_blocks,competing_hashes,n_rejects,txcount,streak_length_so_far,winner_repeats_previous,n_candidates_delay_recompute_mismatch
run2-tbt-10s,1,nazionale,10,none,true,12,65,6,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,11.623,11.623,3.283,3.2829,0.0,6.69189962e-06,2.117488628e-05,161475.0,54388.0,107087.0,0.66318,0.083,1,946685446,946685434,12,0.377,11,1,1,1,0,0,,0,7,1,,0
run2-tbt-10s,1,nazionale,10,none,true,12,66,6,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,8.364,8.364,5.036,5.0367,0.0,2.52375356e-06,8.76253964e-06,161475.0,54388.0,107087.0,0.66318,0.083,1,946685455,946685446,9,0.636,8,1,1,1,0,0,,0,6,2,1,0
run2-tbt-10s,1,nazionale,10,none,true,12,67,6,1,3,3,1,m3,1PZ3gzLZ6RaKq1ZtUUs5657xvQwtwxQH2tMqJa,1,m3,m3,1,1,0,1,8.612,8.612,2.973,2.9736,0.0,2.90695999e-06,4.06329931e-06,154149.0,142496.0,11653.0,0.075596,0.0,1,946685465,946685455,10,1.388,8,2,1,1,0,0,,0,5,1,0,0
run2-tbt-10s,1,nazionale,10,none,true,12,68,6,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,6.308,6.308,8.758,8.7588,0.0,8.5954033e-07,6.749598557e-05,154149.0,50057.0,104092.0,0.675269,0.333,1,946685472,946685465,7,0.692,6,1,1,1,0,0,,0,3,1,0,0
run2-tbt-10s,1,nazionale,10,none,true,12,69,6,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,14.569,14.569,0.045,0.0456,0.0,1.90406218e-05,5.821552000000028e-07,154149.0,50057.0,104092.0,0.675269,0.5,1,946685488,946685472,16,1.431,14,2,1,1,0,0,,0,6,2,1,0
run2-tbt-10s,1,nazionale,10,none,true,12,70,6,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,5.898,5.898,5.064,5.0643,0.0,6.22321999e-07,5.287959621e-06,154149.0,50057.0,104092.0,0.675269,-0.083,1,946685494,946685488,6,0.102,5,1,1,1,0,0,,0,5,3,1,0
run2-tbt-10s,1,nazionale,10,none,true,12,71,6,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,12.126,12.126,2.073,2.0728,0.0,8.05227824e-06,8.192818259999999e-06,154149.0,50057.0,104092.0,0.675269,0.083,1,946685507,946685494,13,0.874,12,1,1,1,0,0,,0,4,4,1,0
run2-tbt-10s,1,nazionale,10,none,true,12,72,7,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,10.725,10.725,4.232,4.2319,0.0,5.53888104e-06,3.308113746e-05,154149.0,50057.0,104092.0,0.675269,-0.083,1,946685518,946685507,11,0.275,10,1,1,1,0,0,,0,6,5,1,0
run2-tbt-10s,1,nazionale,10,none,true,12,73,7,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,6.368,6.368,8.669,8.6691,0.0,9.16720196e-07,4.2142702204e-05,154149.0,50057.0,104092.0,0.675269,0.25,1,946685525,946685518,7,0.632,6,1,1,1,0,0,,0,8,6,1,0
run2-tbt-10s,1,nazionale,10,none,true,12,74,7,1,3,3,1,m1,1adtRPUq4ybX3pziYy2xMkFSGwepw299oQivBt,1,m1,m1,1,1,0,1,8.945,8.945,5.009,5.0092,0.0,3.14864714e-06,1.090693326e-05,154149.0,50057.0,104092.0,0.675269,0.5,1,946685535,946685525,10,1.055,8,2,1,1,0,0,,0,4,7,1,0
