run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run2-tbt-10s/continentale,continentale,10,1,3,0.0,0.0,1.0,m3,0.333333,0.0,0.0,0.0
run2-tbt-10s/continentale,continentale,10,2,0,0.0,0.0,0.0,,,0.0,0.0,0.0
run2-tbt-10s/continentale,continentale,10,3,3,0.294566,0.294566,0.859546,m1,0.592785,0.294562,0.208001,3e-06
run2-tbt-10s/continentale,continentale,10,4,3,0.38697,0.38697,0.752464,m1,0.66318,0.386973,0.210115,-3e-06
run2-tbt-10s/continentale,continentale,10,5,2,0.244985,0.244985,0.819131,m1,0.744985,0.40188,0.223135,-0.156895
run2-tbt-10s/continentale,continentale,10,6,3,0.41215,0.41215,0.712351,m1,0.677484,0.41215,0.232879,-1e-06
run2-tbt-10s/continentale,continentale,10,7,3,0.380911,0.380911,0.760587,m1,0.656053,0.380911,0.202232,1e-06
run2-tbt-10s/continentale,continentale,10,8,3,0.39223,0.39223,0.744805,m1,0.666676,0.392231,0.215939,-1e-06
run2-tbt-10s/continentale,continentale,10,9,2,0.233294,0.233294,0.836697,m1,0.733294,0.390771,0.206263,-0.157476
run2-tbt-10s/continentale,continentale,10,10,2,0.289479,0.289479,0.742478,m2,0.789479,0.400478,0.216573,-0.110999
run2-tbt-10s/continentale,continentale,10,11,2,0.387266,0.387266,0.508109,m1,0.887266,0.383547,0.223012,0.003719
run2-tbt-10s/continentale,continentale,10,12,2,0.231643,0.231643,0.839097,m1,0.731643,0.382582,0.195234,-0.150939
run2-tbt-10s/continentale,continentale,10,13,3,0.415311,0.415311,0.708831,m1,0.683637,0.415315,0.224796,-3e-06
run2-tbt-10s/continentale,continentale,10,14,3,0.390767,0.390767,0.747561,m1,0.671043,0.390771,0.206263,-4e-06
run2-tbt-10s/continentale,continentale,10,15,3,0.391139,0.391139,0.74679,m1,0.668364,0.391138,0.211054,1e-06
run2-tbt-10s/continentale,continentale,10,16,3,0.384353,0.384353,0.755986,m1,0.660028,0.384355,0.216573,-2e-06
run2-tbt-10s/continentale,continentale,10,17,2,0.227792,0.227792,0.844616,m1,0.727792,0.401005,0.224796,-0.173213
run2-tbt-10s/continentale,continentale,10,18,3,0.399035,0.399035,0.734828,m1,0.672364,0.399032,0.195619,2e-06
run2-tbt-10s/continentale,continentale,10,19,2,0.394858,0.394858,0.485087,m1,0.894858,0.392231,0.215939,0.002627
run2-tbt-10s/continentale,continentale,10,20,1,0.0,0.0,0.0,m2,1.0,0.404324,0.223012,-0.404324
run2-tbt-10s/continentale,continentale,10,21,3,0.38799,0.38799,0.748414,m1,0.654682,0.387994,0.210115,-3e-06
run2-tbt-10s/continentale,continentale,10,22,3,0.388884,0.388884,0.749884,m1,0.66565,0.388883,0.216602,1e-06
run2-tbt-10s/continentale,continentale,10,23,3,0.402351,0.402351,0.730547,m1,0.678394,0.402352,0.222916,-2e-06
run2-tbt-10s/continentale,continentale,10,24,3,0.378486,0.378486,0.763769,m1,0.653134,0.378484,0.207867,1e-06
run2-tbt-10s/continentale,continentale,10,25,3,0.390767,0.390767,0.747561,m1,0.671043,0.390771,0.206263,-4e-06
run2-tbt-10s/continentale,continentale,10,26,2,0.227792,0.227792,0.844616,m1,0.727792,0.401005,0.224796,-0.173213
run2-tbt-10s/continentale,continentale,10,27,0,0.0,0.0,0.0,,,0.396673,0.201436,-0.396673
run2-tbt-10s/continentale,continentale,10,28,0,0.0,0.0,0.0,,,0.402274,0.228945,-0.402274
