height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,00cd68bb2ebf1ac2352b30e5fb323b3d13466d5bc9dd15bcb2bda91ca8526d0d,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684801,1,416,1,1
2,004e45fc754328f21ceef9b18ca9d7a0fea2243458a07495a6cb995f7efe2f58,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684802,1,415,1,1
3,0086d59351bdcfcd3b801588bd844320b62b5aa0e0838fb1d62105273ca77e18,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684805,4,414,1,1
4,00d85ffcaa86d0c0f6b8d1f063943b8e7240bb5344167a7645278082943d8337,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684811,1,413,1,1
5,0028fcb01727952c882c9c60cd40516bbb15f85ce84f6b24f0d813e153bdfbb9,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684818,1,412,1,1
6,00769c9af1a2976ab82d4dfa0b1c21aeb1a8850e5a7073dd922074ba7be486c2,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684826,1,411,1,1
7,00fb89bdb77950d26629d6226e309c7a6a945f710348badd50b1711d9930b4a7,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684833,1,410,1,1
8,0082ce9f3770d9c00c058a6a417ad82637b96a221cbe55d7a9e71e0f9191438c,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684837,1,409,1,1
9,00fefefb78e2a21fcc5572b3d895dddfff71fc7491fa93422adfb82f583b3cb4,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684844,1,408,1,1
10,004601f98a74314a4ececf7017200ab44b9ede10f3296e8869ee24683ad79871,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684850,1,407,1,1
11,00001b72f8d64e841774fdb456752e629ccb7d66f7175160d451f91c90d53940,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684857,1,406,1,1
12,0031a33f0f72766ef4a1f9a68be43ef93db80a0479fdcdacb38966570a244c53,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684860,40,405,2,1
13,00f1ddc37053ddc14a8e1fd1f1ec3f6cd024b88567f1dc47854786758b192283,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684861,1,404,2,1
14,0052f335cf48f607e316c2ba02c963627327d5533429e3defac569918ca3a37f,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684866,1,403,2,1
15,00b063f0cc4438a2d2eaef7a243c6e096e0dbd7ccc263f64e7408b731d3f8674,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684870,1,402,2,1
16,0082c180777baaf09a0f5ac4990787c67a7e794962b3472fa51e583be78b5cb3,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684878,1,401,2,1
17,00f89a49460faf2bb9e1985a9025c26254bfc86b424cdb4f5f3ef1f35ca3e5d2,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684881,1,400,2,1
18,006647b1fde06dadf2d83b64890baa553f6b12c7f8f3f2168e9123d1f5e893bd,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684890,1,399,2,1
19,0088aff66127d48eda0a5980ee2de4e1f0bd23000ad8370c2edec2594322690d,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684893,1,398,2,1
20,0047cf22a9a633a74e4fd0fc678c4a6d210de3f7b8ee4eb832151571bd280228,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684899,1,397,2,1
21,00ca2d0e96d832d235747bfc01543347c8f70c3d4a31f392e37b5308e07dd726,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684902,1,396,2,1
22,006f5dc532489f9d1ff474a02633a147e4a2d60b575fd1b040512d81f4e9871e,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684911,1,395,2,1
23,00cc1711769d03e1d22eb82e169966d2f97cb6ea26fa0bbc736130264047d7d0,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684914,1,394,2,1
24,00a6539a24471eb2970fb54e7cdbf992d05e9e3d84dd5c561855f0caf712e80e,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684917,1,393,3,1
25,00cb79c6844830304573798526e31c73da7187e8bd456f82002ad9969fae8bc8,1FQyjdy72ALUVPJzGeNmNMAJ3cCBZcsobxd1DT,,946684923,1,392,3,1
