tip_height,round_height,host,window,mean_spacing_s,tblock_s,phi_s,phi_bound_s,log_timestamp,n_occurrences,source_file,source_line
97,98,admin,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:15,2,run/data/admin/debug.log,642
97,98,m1,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:10,3,run/data/m1/debug.log,532
97,98,m2,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:10,3,run/data/m2/debug.log,547
97,98,m3,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:08,3,run/data/m3/debug.log,553
98,99,admin,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:20,2,run/data/admin/debug.log,656
98,99,m1,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:15,3,run/data/m1/debug.log,686
98,99,m2,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:16,3,run/data/m2/debug.log,562
98,99,m3,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:16,3,run/data/m3/debug.log,569
99,100,admin,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:27,5,run/data/admin/debug.log,670
99,100,m1,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:21,6,run/data/m1/debug.log,701
99,100,m2,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:19,6,run/data/m2/debug.log,762
99,100,m3,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:21,6,run/data/m3/debug.log,584
100,101,admin,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:30,2,run/data/admin/debug.log,700
100,101,m1,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:26,3,run/data/m1/debug.log,746
100,101,m2,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:26,3,run/data/m2/debug.log,1373
100,101,m3,12,5.167,5.000,-0.167,2.500,2000-01-01 00:08:27,3,run/data/m3/debug.log,615
101,102,admin,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:34,2,run/data/admin/debug.log,719
101,102,m1,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:30,3,run/data/m1/debug.log,789
101,102,m2,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:29,3,run/data/m2/debug.log,1494
101,102,m3,12,4.917,5.000,+0.083,2.500,2000-01-01 00:08:30,3,run/data/m3/debug.log,638
102,103,admin,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:39,2,run/data/admin/debug.log,733
102,103,m1,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:34,3,run/data/m1/debug.log,1721
102,103,m2,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:35,3,run/data/m2/debug.log,1517
102,103,m3,12,5.000,5.000,+0.000,2.500,2000-01-01 00:08:35,3,run/data/m3/debug.log,653
103,104,admin,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:43,2,run/data/admin/debug.log,747
103,104,m1,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:38,3,run/data/m1/debug.log,2038
103,104,m2,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:39,3,run/data/m2/debug.log,1532
103,104,m3,12,4.833,5.000,+0.167,2.500,2000-01-01 00:08:39,3,run/data/m3/debug.log,668
