height,epoch,in_setup,host,address,score_raw,delay_logged_s,start_in_s,log_timestamp,duplicate_index,source_file,source_line
98,9,1,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,9.00489517e-06,5.396,5.396,2000-01-01 00:08:10,0,run/data/m1/debug.log,533
98,9,1,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,4.92516414e-05,7.471,7.471,2000-01-01 00:08:10,0,run/data/m2/debug.log,548
98,9,1,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0.000109513011,7.517,7.517,2000-01-01 00:08:08,0,run/data/m3/debug.log,554
99,9,0,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,2.07170631e-05,6.822,6.822,2000-01-01 00:08:15,0,run/data/m1/debug.log,687
99,9,0,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1.09012024e-06,3.010,3.010,2000-01-01 00:08:16,0,run/data/m2/debug.log,563
99,9,0,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0.000148745615,7.517,7.517,2000-01-01 00:08:16,0,run/data/m3/debug.log,570
100,9,0,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,5.0273332e-06,4.419,4.419,2000-01-01 00:08:21,0,run/data/m1/debug.log,702
100,9,0,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1.28742694e-05,6.050,6.050,2000-01-01 00:08:19,0,run/data/m2/debug.log,763
100,9,0,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,7.85681916e-05,7.514,7.514,2000-01-01 00:08:21,0,run/data/m3/debug.log,585
101,9,0,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,1.05647492e-05,5.639,5.639,2000-01-01 00:08:26,0,run/data/m1/debug.log,747
101,9,0,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,1.91035178e-07,2.557,2.557,2000-01-01 00:08:26,0,run/data/m2/debug.log,1374
101,9,0,m3,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,0.000273504652,7.467,7.467,2000-01-01 00:08:27,0,run/data/m3/debug.log,616
102,9,0,m1,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,1.30700769e-06,3.102,3.102,2000-01-01 00:08:30,0,run/data/m1/debug.log,790
102,9,0,m2,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,9.00535166e-05,7.516,7.516,2000-01-01 00:08:29,0,run/data/m2/debug.log,1495
