sample_height,host,balance_gas
67,c1,99.804
67,c2,99.8042
67,c3,99.804
67,c4,99.8044
67,c5,99.8042
67,m1,4.3387
67,m2,21.1529
67,m3,41.3212
67,ca,49.3562
73,c1,99.6076
73,c2,99.6636
73,c3,99.7188
73,c4,99.7196
73,c5,99.7192
73,m1,7.0804
73,m2,9.4893
73,m3,33.4118
73,ca,49.3562
78,c1,99.3854
78,c2,99.4968
78,c3,99.6076
78,c4,99.6084
78,c5,99.6636
78,m1,107.8266
78,m2,109.4133
78,m3,33.6634
78,ca,49.3562
85,c1,99.1624
85,c2,99.3856
85,c3,99.4964
85,c4,99.5528
85,c5,99.608
85,m1,7.0807
85,m2,45.0759
85,m3,27.2857
85,ca,49.3562
91,c1,98.9394
91,c2,99.2184
91,c3,99.3852
91,c4,99.4418
91,c5,99.5524
91,m1,107.4589
91,m2,44.9705
91,m3,27.8709
91,ca,49.3562
97,c1,98.7722
97,c2,99.107
97,c3,99.274
97,c4,99.3864
97,c5,99.4414
97,m1,7.1406
97,m2,19.1432
97,m3,22.6962
97,ca,49.3562
103,c1,98.5488
103,c2,98.9396
103,c3,99.1622
103,c4,99.2748
103,c5,99.3856
103,m1,107.8054
103,m2,119.3728
103,m3,22.5908
103,ca,49.3562
109,c1,98.3254
109,c2,98.8276
109,c3,99.0502
109,c4,99.2188
109,c5,99.33
109,m1,7.037
109,m2,48.9039
109,m3,18.5169
109,ca,49.3562
114,c1,98.1014
114,c2,98.6598
114,c3,98.9382
114,c4,99.1068
114,c5,99.274
114,m1,108.1148
114,m2,48.7987
114,m3,118.5169
114,ca,49.3562
119,c1,97.9338
119,c2,98.5478
119,c3,98.8822
119,c4,99.0508
119,c5,99.218
119,m1,108.7794
119,m2,48.7987
119,m3,118.5169
119,ca,49.3562
124,c1,97.71
124,c2,98.38
124,c3,98.7702
124,c4,98.9388
124,c5,99.106
124,m1,7.771
124,m2,20.6743
124,m3,95.3359
124,ca,49.3562
131,c1,97.4862
131,c2,98.2682
131,c3,98.6586
131,c4,98.883
131,c5,99.05
131,m1,108.6128
131,m2,20.5689
131,m3,95.2599
131,ca,49.3562
137,c1,97.2624
137,c2,98.1002
137,c3,98.5466
137,c4,98.771
137,c5,98.994
137,m1,7.9746
137,m2,9.159
137,m3,76.4575
137,ca,49.3562
143,c1,97.0944
143,c2,97.9884
143,c3,98.4346
143,c4,98.715
143,c5,98.938
143,m1,109.0238
143,m2,109.159
143,m3,76.4575
143,ca,49.3562
149,c1,96.8706
149,c2,97.8204
149,c3,98.3228
149,c4,98.6032
149,c5,98.8822
149,m1,7.6654
149,m2,45.0422
149,m3,61.5208
149,ca,49.3562
153,c1,96.6468
153,c2,97.7088
153,c3,98.211
153,c4,98.5472
153,c5,98.7706
153,m1,107.6714
153,m2,45.772
153,m3,61.445
153,ca,49.3562
159,c1,96.423
159,c2,97.5408
159,c3,98.099
159,c4,98.4352
159,c5,98.7146
159,m1,7.609
159,m2,19.5308
159,m3,49.5108
159,ca,49.3562
164,c1,96.2552
164,c2,97.429
164,c3,97.9872
164,c4,98.3792
164,c5,98.6586
164,m1,108.1308
164,m2,119.7908
164,m3,49.435
164,ca,49.3562
169,c1,96.0316
169,c2,97.2612
169,c3,97.9314
169,c4,98.2672
169,c5,98.6028
169,m1,7.0263
169,m2,49.0711
169,m3,39.9028
169,ca,49.3562
174,c1,95.808
174,c2,97.1492
174,c3,97.8198
174,c4,98.2112
174,c5,98.5468
174,m1,107.8441
174,m2,48.9657
174,m3,39.9028
174,ca,49.3562
181,c1,95.5842
181,c2,96.9812
181,c3,97.7078
181,c4,98.0992
181,c5,98.4352
181,m1,7.0479
181,m2,20.8085
181,m3,32.3217
181,ca,49.3562
186,c1,95.3604
186,c2,96.8692
186,c3,97.5962
186,c4,98.0432
186,c5,98.3794
186,m1,107.7767
186,m2,20.7591
186,m3,32.3839
186,ca,49.3562
191,c1,95.1926
191,c2,96.7014
191,c3,97.4844
191,c4,97.9314
191,c5,98.3236
191,m1,108.2239
191,m2,21.1615
191,m3,32.3839
191,ca,49.3562
196,c1,94.969
196,c2,96.5896
196,c3,97.3724
196,c4,97.8756
196,c5,98.2676
196,m1,8.1284
196,m2,9.2948
