height,signer_address,signer_host,score,delay_floor_s,ntime,parent_ntime,n_hosts_seen,hosts_seen,n_lines,first_log_timestamp,first_source_file,first_source_line
98,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,9.00489517e-06,5,946685295,946685288,4,admin m1 m2 m3,8,2000-01-01 00:08:15,run/data/admin/debug.log,643
99,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,m2,1.09012024e-06,3,946685299,946685295,4,admin m1 m2 m3,8,2000-01-01 00:08:20,run/data/admin/debug.log,657
100,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,5.0273332e-06,4,946685306,946685299,4,admin m1 m2 m3,10,2000-01-01 00:08:27,run/data/admin/debug.log,671
100,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,m2,1.28742694e-05,6,946685306,946685299,4,admin m1 m2 m3,10,2000-01-01 00:08:27,run/data/admin/debug.log,682
101,1B6r6YPpfhSzpSvUo39JkyfYERxVrLyDC1ai7u,m2,1.91035178e-07,2,946685309,946685306,4,admin m1 m2 m3,8,2000-01-01 00:08:30,run/data/admin/debug.log,701
102,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,1.30700769e-06,3,946685314,946685309,4,admin m1 m2 m3,8,2000-01-01 00:08:34,run/data/admin/debug.log,720
103,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,4.76040429e-06,4,946685318,946685314,4,admin m1 m2 m3,8,2000-01-01 00:08:39,run/data/admin/debug.log,734
104,1CL4LiiNpuWSxPGYkh8WN8g7EnEjU4EK3kDWCA,m3,4.37963948e-07,2,946685323,946685318,4,admin m1 m2 m3,8,2000-01-01 00:08:43,run/data/admin/debug.log,748
105,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,5.92994536e-06,4,946685329,946685323,4,admin m1 m2 m3,8,2000-01-01 00:08:50,run/data/admin/debug.log,762
106,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,9.73755643e-06,5,946685335,946685329,4,admin m1 m2 m3,8,2000-01-01 00:08:55,run/data/admin/debug.log,776
107,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,4.7410653e-06,4,946685339,946685335,4,admin m1 m2 m3,8,2000-01-01 00:09:00,run/data/admin/debug.log,790
108,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,4.31326024e-07,2,946685342,946685339,4,admin m1 m2 m3,8,2000-01-01 00:09:03,run/data/admin/debug.log,804
109,12zTjgCumTMomJBYYnuKAixmrhW7dXX12NKDwg,m1,9.2500889e-06,5,946685348,946685342,4,admin m1 m2 m3,8,2000-01-01 00:09:08,run/data/admin/debug.log,818
