txid,hosts_seen
6d0ebf3282f9f56d7fa4e356c11f4f76b203c6c871c8200ffb64562879ecfb2d,admin m1 m2 m3
95a6bdd2486796bf25dbb4ad1add1f43ab5a6e65817da961b5acd873b5712870,c2
b2fb2c0d6a05e27bb23921c53c785c33b29e8ff047151f10917d34fb0dbd8f53,c1
b937978a036ae90f0e54df774aa686043dc6360e36205750e3163d23950cba89,admin m1 m2 m3
ed66a81720689e6ca4325889fd30c507f71d60083de5302c06f3e68788dcc597,admin m1 m2 m3
