experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,cluster_head_host,cluster_head_address,n_epoch_pairs,n_distinct_rho_values,n_pairs_rho_equal_1,spearman_rho_e_vs_w_next,spearman_p,spearman_rho_e_vs_w_next_over_W_raw_next,spearman_p_control,spearman_R_k_vs_rho_k,spearman_p_R_vs_rho,note
run5-tbt-2s,regionale,1,2,none,true,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,33,2,29,0.584781,0.000352,0.524033,0.002081,0.566029,0.000596,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run5-tbt-2s,regionale,1,2,none,true,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,39,2,35,0.538911,0.000401,0.479996,0.002291,0.525924,0.000585,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run5-tbt-2s,regionale,1,2,none,true,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,36,2,32,0.554515,0.000449,0.494763,0.002516,0.544892,0.00059,the control against w(e+1)/W_k(e+1) = kappa[rho lambda_w + 1 - lambda_w] is deterministic by Def. 6.9 (tautological check); with many ties at rho = 1 the coefficient is driven by the few epochs with incomplete reconciliation
run5-tbt-2s,regionale,1,2,none,true,all clusters pooled,,108,2,96,0.462455,0.0,0.486341,0.0,0.544726,0.0,"pooled across clusters: w_k(e+1) mixes cluster sizes, so the pooled coefficient is dominated by the between-cluster ESG x activity differences, not by rho"
