experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,model,H0,beta1,beta1_se,beta1_ci_low,beta1_ci_high,beta0,deviance,n_points,converged,note,beta1_ci_contains_1,pearson_r,pearson_p,spearman_rho,spearman_p
run5-tbt-2s,regionale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(w_eff),b1 = 1 (proportional selection),2.12242472,0.11445885,1.89808538,2.34676406,-21.43959705,449.29082936,111,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,regionale,1,2,none,true,logit(p_hat) ~ b0 + b1*log(p_theoretical),"b1 = 1, b0 = 0",2.26735059,0.11886328,2.03437856,2.50032262,1.98353891,413.99874668,111,1,"binomial GLM with logit link, IRLS; H0 of proportionality: beta1 = 1 with x = log(w_eff/W_tot)",0,,,,
run5-tbt-2s,regionale,1,2,none,true,log(p_hat_i/p_hat_j) ~ a + b*log(w_i/w_j) (pairs x epochs),"b = 1, a = 0",0.34685719,,,,-0.33733783,,35,,"H0 of proportionality: slope = 1, intercept = 0",,0.12129629,0.48761523,0.09367924,0.59246608
