experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,validator_host,validator_address,n_rounds_theoretical_argmin,n_rounds_theoretical_argmin_lost,MissedTurnRate,MissedTurnRate_note,n_rounds_won_not_argmin,blocks_won
run5-tbt-2s,regionale,1,2,none,true,17,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,17,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,17,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,2,0,0.0,,1,3
run5-tbt-2s,regionale,1,2,none,true,18,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,18,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,18,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,10,0,0.0,,2,12
run5-tbt-2s,regionale,1,2,none,true,19,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,19,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,5,5,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,19,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,6,0,0.0,,6,12
run5-tbt-2s,regionale,1,2,none,true,20,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,20,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,6,0,0.0,,4,10
run5-tbt-2s,regionale,1,2,none,true,20,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,6,4,0.66666667,,0,2
run5-tbt-2s,regionale,1,2,none,true,21,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,21,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,21,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,10,0,0.0,,2,12
run5-tbt-2s,regionale,1,2,none,true,22,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,22,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,5,2,0.4,,0,3
run5-tbt-2s,regionale,1,2,none,true,22,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,6,0,0.0,,3,9
run5-tbt-2s,regionale,1,2,none,true,23,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,3,1,0.33333333,,4,6
run5-tbt-2s,regionale,1,2,none,true,23,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,3,1,0.33333333,,0,2
run5-tbt-2s,regionale,1,2,none,true,23,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,6,3,0.5,,1,4
run5-tbt-2s,regionale,1,2,none,true,24,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,24,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,3,2,0.66666667,,1,2
run5-tbt-2s,regionale,1,2,none,true,24,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,9,1,0.11111111,,2,10
run5-tbt-2s,regionale,1,2,none,true,25,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,25,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,25,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,11,0,0.0,,1,12
run5-tbt-2s,regionale,1,2,none,true,26,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,26,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,2,0,0.0,,1,3
run5-tbt-2s,regionale,1,2,none,true,26,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,10,1,0.1,,0,9
run5-tbt-2s,regionale,1,2,none,true,27,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,3,1,0.33333333,,0,2
run5-tbt-2s,regionale,1,2,none,true,27,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,2,1,0.5,,0,1
run5-tbt-2s,regionale,1,2,none,true,27,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,7,0,0.0,,2,9
run5-tbt-2s,regionale,1,2,none,true,28,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,4,4,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,28,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,2,0,0.0,,4,6
run5-tbt-2s,regionale,1,2,none,true,28,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,6,1,0.16666667,,1,6
run5-tbt-2s,regionale,1,2,none,true,29,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,29,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,4,2,0.5,,2,4
run5-tbt-2s,regionale,1,2,none,true,29,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,7,1,0.14285714,,2,8
run5-tbt-2s,regionale,1,2,none,true,30,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,0,0.0,,0,1
run5-tbt-2s,regionale,1,2,none,true,30,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,30,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,10,0,0.0,,1,11
run5-tbt-2s,regionale,1,2,none,true,31,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,31,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,2,1,0.5,,0,1
run5-tbt-2s,regionale,1,2,none,true,31,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,9,0,0.0,,2,11
run5-tbt-2s,regionale,1,2,none,true,32,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,3,3,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,32,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,4,3,0.75,,1,2
run5-tbt-2s,regionale,1,2,none,true,32,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,5,0,0.0,,5,10
run5-tbt-2s,regionale,1,2,none,true,33,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,3,3,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,33,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,4,1,0.25,,0,3
run5-tbt-2s,regionale,1,2,none,true,33,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,5,0,0.0,,4,9
run5-tbt-2s,regionale,1,2,none,true,34,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,34,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,3,3,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,34,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,8,0,0.0,,4,12
run5-tbt-2s,regionale,1,2,none,true,35,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,35,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,35,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,12,0,0.0,,0,12
run5-tbt-2s,regionale,1,2,none,true,36,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,36,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,3,2,0.66666667,,0,1
run5-tbt-2s,regionale,1,2,none,true,36,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,8,0,0.0,,3,11
run5-tbt-2s,regionale,1,2,none,true,37,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,0,0,,not computable: never the theoretical argmin in this epoch,0,0
run5-tbt-2s,regionale,1,2,none,true,37,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,2,2,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,37,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,10,0,0.0,,2,12
run5-tbt-2s,regionale,1,2,none,true,38,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,3,1,0.33333333,,0,2
run5-tbt-2s,regionale,1,2,none,true,38,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,2,2,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,38,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,7,0,0.0,,3,10
run5-tbt-2s,regionale,1,2,none,true,39,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,2,1,0.5,,1,2
run5-tbt-2s,regionale,1,2,none,true,39,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,5,0,0.0,,3,8
run5-tbt-2s,regionale,1,2,none,true,39,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,5,3,0.6,,0,2
run5-tbt-2s,regionale,1,2,none,true,40,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,1,1
run5-tbt-2s,regionale,1,2,none,true,40,m2,1DvpzaEbFEQsS6kv3UE1Mkc1XM2xPTJsinfjUr,1,1,1.0,,0,0
run5-tbt-2s,regionale,1,2,none,true,40,m1,1akrbuSTPkRMU7ztM65jGiNHd5t7DPrqV7pB8G,10,1,0.1,,2,11
run5-tbt-2s,regionale,1,2,none,true,41,m3,16qEPM3f15FH1SsM8yqz9HJ5nwpP3ba7whwkH4,1,1,1.0,,0,0
